Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Ессентукская городская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379					
1	"Число избирателей, внесенных в списки"	63260	1975	1981	2051	2034	2400	1382	1520	1802	2046	2557	2010	1847	2673	2698	2785	2097	1406	1940	1506	2209	2372	1588	2509	2366	2026	1710	1841	2247	2544	2681	29	20	8	114	2	18	12	11	57	14	26	77	69					
2	"Число бюллетеней, полученных участковыми комиссиями"	61910	1950	1950	2000	2000	2350	1350	1450	1750	1950	2500	1950	1800	2700	2650	2700	2050	1350	1850	1500	2200	2350	1550	2450	2350	1950	1700	1800	2200	2500	2350	100	30	20	150	20	40	20	20	80	20	30	100	80					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27779	880	679	850	942	1027	693	636	736	865	1159	869	702	1207	1285	1139	1007	607	859	525	1045	1247	559	1276	1218	1067	627	887	1009	1062	678	12	20	8	114	2	18	12	11	54	14	26	77	69					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1089	30	42	23	23	33	46	34	42	44	45	23	24	56	41	14	41	46	40	36	40	26	48	30	32	40	50	27	42	38	16	17	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	33039	1040	1229	1127	1035	1290	611	780	972	1041	1296	1058	1074	1437	1324	1547	1002	697	951	939	1115	1077	943	1144	1100	840	1023	886	1149	1400	1656	71	10	12	36	18	22	8	9	26	6	4	23	11					
7	Число бюллетеней в переносных ящиках для голосования	1089	30	42	23	23	33	46	34	42	44	45	23	24	56	41	14	41	46	40	36	40	26	48	30	32	40	50	27	42	38	16	17	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	27767	880	679	850	939	1025	693	636	731	865	1159	869	702	1207	1285	1138	1007	607	859	525	1044	1247	559	1276	1218	1067	627	887	1009	1062	678	12	20	8	114	2	18	12	11	54	14	26	77	69					
9	Число недействительных бюллетеней	323	4	8	8	12	13	11	6	4	25	11	9	9	10	7	12	16	5	10	4	7	17	5	12	16	18	3	13	11	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	28533	906	713	865	950	1045	728	664	769	884	1193	883	717	1253	1319	1140	1032	648	889	557	1077	1256	602	1294	1234	1089	674	901	1040	1093	664	29	20	8	114	2	18	12	11	54	14	26	77	69					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	25	25	25	25	25	12	15	20	25	30	25	20	30	30	32	25	14	25	12	25	25	15	30	25	20	20	20	25	25	30	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	166	11	4	7	7	5	1	2	5	4	6	5	9	9	7	1	5	1	7	1	11	3	9	7	7	7	6	3	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	558	10	6	3	7	3	0	2	9	3	7	6	3	4	4	0	2	3	2	1	4	3	8	4	3	2	0	2	4	4	0	24	20	8	114	2	18	12	11	54	14	26	77	69					
14	Число погашенных открепительных удостоверений	534	14	21	18	18	20	11	13	15	21	24	20	11	21	23	31	20	13	18	11	14	22	6	23	18	13	14	17	16	20	28	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	331	9	14	12	6	8	5	9	14	13	18	7	7	16	17	13	9	11	10	7	13	12	7	9	12	13	3	15	19	6	9	1	0	0	0	0	1	0	0	1	0	0	4	1					
		1.14%	0.98%	1.94%	1.37%	0.62%	0.75%	0.67%	1.34%	1.81%	1.43%	1.49%	0.78%	0.96%	1.26%	1.28%	1.12%	0.85%	1.68%	1.11%	1.24%	1.19%	0.94%	1.15%	0.68%	0.96%	1.17%	0.44%	1.64%	1.80%	0.54%	1.29%	3.44%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	1.85%	0.0%	0.0%	5.19%	1.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	557	30	10	17	21	15	15	14	19	9	17	13	12	49	32	18	24	11	16	9	9	27	12	26	13	20	11	16	22	25	7	1	0	0	8	0	0	1	0	1	1	0	2	4					
