Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Пичаевская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520					
1	"Число избирателей, внесенных в список избирателей"	11654	521	313	418	483	216	438	600	158	308	263	770	670	390	88	2180	991	699	182	185	350	407	1024					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11157	500	300	400	460	210	400	560	150	290	260	740	640	380	87	2100	940	670	170	180	330	390	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5823	276	267	207	243	81	226	345	88	91	134	381	299	243	60	1070	415	273	80	70	255	264	455					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1825	49	33	41	126	40	82	65	38	115	62	144	186	52	19	109	101	138	51	15	44	43	272					
6	Число погашенных избирательных бюллетеней	3509	175	0	152	91	89	92	150	24	84	64	215	155	85	8	921	424	259	39	95	31	83	273					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1825	49	33	41	126	40	82	65	38	115	62	144	186	52	19	109	101	138	51	15	44	43	272					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5823	276	267	207	243	81	226	345	88	91	134	381	299	243	60	1070	415	273	80	70	255	264	455					
9	Число недействительных избирательных бюллетеней	97	9	3	2	0	0	10	3	0	11	0	4	7	3	0	10	7	9	8	0	3	4	4					
10	Число действительных избирательных бюллетеней	7551	316	297	246	369	121	298	407	126	195	196	521	478	292	79	1169	509	402	123	85	296	303	723					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	142	10	3	2	7	3	4	6	2	3	3	8	8	4	1	25	15	8	3	3	4	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	80	5	3	1	0	1	3	4	0	2	3	8	1	0	0	17	9	8	0	0	2	5	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	30	2	1	1	0	1	3	1	2	4	2	1	2	0	1	2	1	3	0	0	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	62	5	0	1	7	2	1	2	2	1	0	0	7	4	1	8	6	0	3	3	2	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
