Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Пичаевская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570					
1	"Число избирателей, внесенных в списки избирателей"	11933	542	312	422	524	249	653	204	225	111	458	269	769	600	90	410	94	2049	957	734	188	371	413	1097	192					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11500	500	300	400	500	240	600	200	200	100	450	270	750	600	90	400	100	1900	1000	700	170	350	400	1100	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5987	251	133	198	243	104	303	76	81	51	216	160	480	280	52	241	54	1074	451	374	98	202	209	536	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1577	47	50	31	118	56	65	59	52	25	95	60	143	142	16	50	18	83	100	74	23	34	35	182	19					
6	Число погашенных избирательных бюллетеней	3936	202	117	171	139	80	232	65	67	24	139	50	127	178	22	109	28	743	449	252	49	114	156	382	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1577	47	50	31	118	56	65	59	52	25	95	60	143	142	16	50	18	83	100	74	23	34	35	182	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5985	251	133	198	243	104	303	76	81	51	216	160	480	280	52	241	54	1072	451	374	98	202	209	536	120					
9	Число недействительных избирательных бюллетеней	89	1	1	3	3	2	12	3	5	4	6	0	4	7	1	2	2	6	5	2	3	4	3	9	1					
10	Число действительных избирательных бюллетеней	7473	297	182	226	358	158	356	132	128	72	305	220	619	415	67	289	70	1149	546	446	118	232	241	709	138					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	197	15	1	4	8	0	10	0	0	0	7	3	9	15	0	6	0	55	25	12	1	2	14	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	136	11	0	1	8	0	6	0	0	0	5	3	9	13	0	2	0	38	12	12	1	2	7	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	40	3	0	1	1	0	3	0	2	3	1	0	1	0	1	1	4	7	3	2	3	1	0	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	61	4	1	3	0	0	4	0	0	0	2	0	0	2	0	4	0	17	13	0	0	0	7	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
