Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Прохладненская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232					
1	"Число избирателей, внесенных в списки избирателей"	31430	614	313	1068	310	267	301	351	786	1570	1601	467	1640	2187	221	1212	130	1935	1438	396	220	795	333	727	620	1699	2695	1277	2084	1772	779	835	415	372					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30916	614	306	1046	304	267	295	344	782	1538	1580	458	1607	2170	220	1192	127	1902	1415	388	215	780	333	705	607	1663	2655	1253	2042	1737	768	816	415	372					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29942	584	299	1016	282	259	286	336	768	1528	1566	448	1597	2164	218	1120	120	1777	1360	371	208	746	325	692	590	1613	2542	1120	2028	1692	739	771	405	372					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	842	17	7	30	22	8	9	8	3	10	12	10	10	4	2	72	7	105	50	17	7	34	8	13	17	50	112	55	14	45	29	45	10	0					
6	Число погашенных избирательных бюллетеней	132	13	0	0	0	0	0	0	11	0	2	0	0	2	0	0	0	20	5	0	0	0	0	0	0	0	1	78	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	842	17	7	30	22	8	9	8	3	10	12	10	10	4	2	72	7	105	50	17	7	34	8	13	17	50	112	55	14	45	29	45	10	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29942	584	299	1016	282	259	286	336	768	1528	1566	448	1597	2164	218	1120	120	1777	1360	371	208	746	325	692	590	1613	2542	1120	2028	1692	739	771	405	372					
9	Число недействительных избирательных бюллетеней	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	30773	601	306	1046	304	267	294	344	771	1538	1578	458	1607	2168	220	1187	127	1882	1410	388	215	780	333	705	607	1663	2654	1171	2041	1737	768	816	415	372					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	146	4	4	5	4	4	4	4	4	5	5	4	6	6	4	5	4	5	5	4	4	4	4	4	4	6	6	5	4	4	4	4	4	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	37	0	0	0	0	0	0	0	1	5	3	0	1	3	1	0	0	1	0	1	0	1	0	0	2	0	2	5	4	4	0	1	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	22	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	3	0	1	0	4	0	2	0	0	0	3	0	4	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	109	4	4	5	4	4	4	4	3	0	2	4	5	3	3	5	4	4	5	3	4	3	4	4	2	6	4	0	0	0	4	3	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	44	0	0	0	0	0	0	0	1	3	1	0	9	13	0	0	0	6	1	1	1	0	0	0	1	0	3	0	2	2	0	0	0	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.06%	0.00%	0.56%	0.60%	0.00%	0.00%	0.00%	0.32%	0.07%	0.26%	0.47%	0.00%	0.00%	0.00%	0.16%	0.00%	0.11%	0.00%	0.10%	0.12%	0.00%	0.00%	0.00%	0.00%					
