Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Варненская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662					
1	"Число избирателей, внесенных в списки избирателей"	21267	661	207	383	1059	126	1142	1351	2577	1800	2224	232	401	115	484	125	134	185	227	45	602	178	165	262	87	770	194	592	68	699	302	240	209	639	343	299	220	152	875	257	636					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20250	670	200	360	970	120	1100	1300	2300	1600	2000	210	410	110	560	120	120	180	220	50	600	160	150	230	80	730	170	600	60	680	300	260	220	700	320	310	220	150	830	260	620					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14952	537	169	291	864	81	777	797	1511	1167	1132	195	307	100	464	111	104	167	192	41	548	123	140	193	64	634	154	382	42	487	264	220	153	453	254	224	178	127	639	191	475					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	833	37	12	23	28	0	72	28	98	40	62	0	32	6	20	4	0	0	8	3	34	22	5	17	0	24	7	35	3	27	12	8	13	50	9	16	9	10	36	6	17					
6	Число погашенных избирательных бюллетеней	4465	96	19	46	78	39	251	475	691	393	806	15	71	4	76	5	16	13	20	6	18	15	5	20	16	72	9	183	15	166	24	32	54	197	57	70	33	13	155	63	128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	833	37	12	23	28	0	72	28	98	40	62	0	32	6	20	4	0	0	8	3	34	22	5	17	0	24	7	35	3	27	12	8	13	50	9	16	9	10	36	6	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14952	537	169	291	864	81	777	797	1511	1167	1132	195	307	100	464	111	104	167	192	41	548	123	140	193	64	634	154	382	42	487	264	220	153	453	254	224	178	127	639	191	475					
9	Число недействительных избирательных бюллетеней	128	9	2	2	8	0	6	0	10	8	10	5	5	0	1	0	0	1	4	0	8	0	0	0	1	2	1	13	0	5	2	0	2	7	1	2	1	2	5	0	5					
10	Число действительных избирательных бюллетеней	15657	565	179	312	884	81	843	825	1599	1199	1184	190	334	106	483	115	104	166	196	44	574	145	145	210	63	656	160	404	45	509	274	228	164	496	262	238	186	135	670	197	487					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	597	40	3	3	35	3	80	40	50	20	20	3	26	3	23	3	3	3	3	13	10	3	3	4	3	5	3	35	3	7	10	12	8	55	13	8	3	3	5	5	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	496	33	3	1	35	3	80	40	43	15	9	0	26	0	12	3	2	0	1	11	5	3	0	1	2	5	0	32	1	6	10	12	8	55	2	8	0	3	5	2	19					
