Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Варненская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №2234	УИК №2235					
1	"Число избирателей, внесенных в список избирателей"	22205	722	211	382	1058	106	1237	1463	1280	1872	1332	252	403	111	618	138	146	183	236	45	651	161	170	256	80	833	194	613	75	669	314	251	187	705	346	309	244	169	886	267	646	890	1494					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21170	650	200	350	1000	100	1200	1400	1200	1700	1300	250	400	100	600	130	140	180	220	60	600	160	160	250	80	800	180	600	70	600	300	250	190	700	350	300	230	160	850	270	640	850	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13620	614	121	250	714	80	701	774	625	1035	636	231	315	100	462	84	96	147	192	37	491	112	129	222	49	482	112	480	63	468	238	148	112	368	178	157	184	95	528	170	461	365	794					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	994	34	6	24	51	0	127	97	59	41	17	0	32	0	31	7	0	0	13	0	30	11	10	8	4	43	15	56	6	25	7	8	9	31	28	23	9	4	24	9	13	53	29					
6	Число погашенных избирательных бюллетеней	6556	2	73	76	235	20	372	529	516	624	647	19	53	0	107	39	44	33	15	23	79	37	21	20	27	275	53	64	1	107	55	94	69	301	144	120	37	61	298	91	166	432	577					
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	34	6	24	51	0	127	97	59	41	17	0	32	0	31	7	0	0	13	0	30	11	10	8	4	43	15	56	6	25	7	8	9	31	28	23	9	4	24	9	13	53	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13620	614	121	250	714	80	701	774	625	1035	636	231	315	100	462	84	96	147	192	37	491	112	129	222	49	482	112	480	63	468	238	148	112	368	178	157	184	95	528	170	461	365	794					
9	Число недействительных избирательных бюллетеней	207	3	3	10	28	3	3	8	8	15	17	0	1	0	6	0	2	3	1	0	11	0	1	5	0	8	1	4	0	11	5	0	1	10	4	1	4	1	4	3	2	5	15					
10	Число действительных избирательных бюллетеней	14407	645	124	264	737	77	825	863	676	1061	636	231	346	100	487	91	94	144	204	37	510	123	138	225	53	517	126	532	69	482	240	156	120	389	202	179	189	98	548	176	472	413	808					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	399	8	5	5	17	5	20	15	25	20	15	5	10	5	15	5	5	5	5	10	10	5	5	5	5	21	5	30	5	8	5	5	5	10	5	5	5	5	10	5	10	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	291	7	1	5	16	0	20	12	18	17	8	0	8	0	15	2	0	0	1	10	7	5	2	5	1	20	2	30	0	8	5	4	5	10	0	5	3	1	10	2	6	6	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	2	5	1	8	0	2	4	7	7	4	1	2	1	1	0	1	1	1	1	3	1	1	0	2	3	3	0	0	1	2	1	0	2	1	0	1	1	2	0	3	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	108	1	4	0	1	5	0	3	7	3	7	5	2	5	0	3	5	5	4	0	3	0	3	0	4	1	3	0	5	0	0	1	0	0	5	0	2	4	0	3	4	9	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	2	2	4	1	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2					
