Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Новоалтайская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №1876					
1	"Число избирателей, внесенных в списки избирателей"	57901	2089	2519	2333	2422	2430	2522	1986	1173	1062	2325	1236	2599	2046	1812	2581	2523	2407	1938	2798	2727	1214	1794	1378	2739	1751	2661	1102	1734					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	52215	1880	2250	2100	2160	2160	2220	1800	1060	945	2090	1120	2370	1850	1620	2340	2290	2190	1800	2530	2460	1090	1620	1250	2480	1520	2470	990	1560					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32527	1063	1198	1290	1307	1164	1563	1211	596	529	1330	810	1671	1270	978	1501	1534	1464	1200	1642	1657	624	1096	666	1354	772	1391	604	1042					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1201	39	71	35	60	70	62	67	15	17	21	12	25	35	56	36	47	25	38	47	54	20	27	42	66	98	54	25	37					
6	Число погашенных избирательных бюллетеней	18487	778	981	775	793	926	595	522	449	399	739	298	674	545	586	803	709	701	562	841	749	446	497	542	1060	650	1025	361	481					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1200	39	71	35	60	70	62	67	15	17	21	12	25	35	56	36	47	25	38	47	54	20	27	42	65	98	54	25	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32515	1060	1197	1289	1307	1164	1563	1211	596	529	1330	810	1669	1270	978	1501	1533	1464	1199	1642	1656	624	1096	666	1354	771	1390	604	1042					
9	Число недействительных избирательных бюллетеней	360	6	5	14	9	14	26	11	8	2	12	9	11	18	14	20	24	10	14	23	9	11	14	7	21	7	20	4	17					
10	Число действительных избирательных бюллетеней	33355	1093	1263	1310	1358	1220	1599	1267	603	544	1339	813	1683	1287	1020	1517	1556	1479	1223	1666	1701	633	1109	701	1398	862	1424	625	1062					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	491	15	20	24	15	12	20	20	10	3	20	15	20	15	15	30	23	15	15	29	25	10	15	10	25	15	25	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	399	13	18	22	12	8	14	17	6	1	14	15	17	13	9	30	21	13	15	26	21	6	14	10	16	10	9	10	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	286	8	10	17	16	16	28	11	4	4	3	8	8	13	4	11	10	3	4	21	12	6	10	8	6	15	7	12	11					
14	Число погашенных неиспользованных открепительных удостоверений	92	2	2	2	3	4	6	3	4	2	6	0	3	2	6	0	2	2	0	3	4	4	1	0	9	5	16	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
