Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Дальнереченская городская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412					
1	"Число избирателей, внесенных в списки"	26906	1596	1706	1399	984	1897	1454	1480	1085	1178	1462	679	1017	2643	2113	1963	1720	610	790	158	900	72					
2	"Число бюллетеней, полученных участковыми комиссиями"	24823	1500	1600	1300	900	1800	1400	1400	1000	1100	1400	650	900	2500	2000	1500	1500	590	700	140	870	73					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11993	801	859	727	535	780	534	591	475	497	522	230	392	1137	859	1077	745	261	415	97	394	65					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	594	20	13	23	27	19	51	25	24	21	28	13	13	27	34	61	117	47	17	0	14	0					
6	Число погашенных бюллетеней	12161	679	728	550	338	1001	815	784	501	582	850	407	495	1336	1107	287	638	282	268	43	462	8					
7	Число бюллетеней в переносных ящиках для голосования	669	20	13	23	27	19	51	25	24	21	28	13	13	27	34	136	117	47	17	0	14	0					
8	Число бюллетеней в стационарных ящиках для голосования	11989	801	857	727	535	780	534	590	475	496	522	230	392	1137	859	1077	745	261	415	97	394	65					
9	Число недействительных бюллетеней	241	4	12	7	7	4	9	6	4	13	7	1	2	10	12	20	105	5	3	1	9	0					
10	Число действительных бюллетеней	12417	817	858	743	555	795	576	609	495	504	543	242	403	1154	881	1193	757	303	429	96	399	65					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	24	26	11	22	29	22	22	16	18	22	10	15	40	34	26	25	9	12	2	15	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	89	7	6	6	17	9	0	2	4	5	1	0	2	6	5	9	7	1	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	4	1	2	0	1	1	0	2	2	0	0	3	2	1	9	8	1	1	1	0	2					
14	Число погашенных открепительных удостоверений	311	17	20	5	5	20	22	20	12	13	21	10	13	34	29	17	18	8	12	2	13	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	159	3	9	12	14	3	7	2	6	2	7	5	2	16	5	31	23	3	2	0	5	2					
		1.25%	0.36%	1.03%	1.6%	2.49%	0.37%	1.19%	0.32%	1.20%	0.38%	1.27%	2.05%	0.49%	1.37%	0.55%	2.55%	2.66%	0.97%	0.46%	0.0%	1.22%	3.07%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	206	16	17	11	7	11	10	7	13	7	5	8	1	12	6	42	9	2	3	10	5	4					
		1.62%	1.94%	1.95%	1.46%	1.24%	1.37%	1.70%	1.13%	2.60%	1.35%	0.90%	3.29%	0.24%	1.03%	0.67%	3.46%	1.04%	0.64%	0.69%	10.30%	1.22%	6.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	227	18	25	13	6	8	9	17	9	9	17	2	5	23	20	25	5	5	2	2	5	2					
		1.79%	2.19%	2.87%	1.73%	1.06%	1.00%	1.53%	2.76%	1.80%	1.74%	3.09%	0.82%	1.23%	1.97%	2.23%	2.06%	0.58%	1.62%	0.46%	2.06%	1.22%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	378	33	31	29	18	34	17	14	21	16	20	6	21	31	21	21	19	7	4	2	7	6					
		2.98%	4.01%	3.56%	3.86%	3.20%	4.25%	2.90%	2.27%	4.20%	3.09%	3.63%	2.46%	5.18%	2.66%	2.35%	1.73%	2.20%	2.27%	0.92%	2.06%	1.71%	9.23%					
22	"5. ""За Русь Святую"""	46	1	3	3	1	2	1	0	1	1	1	0	5	4	3	13	1	1	3	0	2	0					
		0.36%	0.12%	0.34%	0.4%	0.17%	0.25%	0.17%	0.0%	0.20%	0.19%	0.18%	0.0%	1.23%	0.34%	0.33%	1.07%	0.11%	0.32%	0.69%	0.0%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	3	2	2	1	6	0	1	4	0	1	1	0	1	5	10	2	2	6	0	1	0					
		0.37%	0.36%	0.22%	0.26%	0.17%	0.75%	0.0%	0.16%	0.80%	0.0%	0.18%	0.41%	0.0%	0.08%	0.55%	0.82%	0.23%	0.64%	1.38%	0.0%	0.24%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	156	7	7	11	12	15	6	15	1	7	4	2	10	10	12	17	7	5	5	0	2	1					
		1.23%	0.85%	0.80%	1.46%	2.13%	1.87%	1.02%	2.43%	0.20%	1.35%	0.72%	0.82%	2.46%	0.85%	1.34%	1.40%	0.81%	1.62%	1.15%	0.0%	0.49%	1.53%					
25	"8. ""Народно-республиканская партия России"""	14	1	0	0	2	0	0	0	0	0	0	0	1	1	3	1	2	0	2	0	1	0					
		0.11%	0.12%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.08%	0.33%	0.08%	0.23%	0.0%	0.46%	0.0%	0.24%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	28	0	1	3	3	2	0	2	0	2	2	1	1	4	1	4	0	1	1	0	0	0					
		0.22%	0.0%	0.11%	0.4%	0.53%	0.25%	0.0%	0.32%	0.0%	0.38%	0.36%	0.41%	0.24%	0.34%	0.11%	0.32%	0.0%	0.32%	0.23%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	229	15	16	16	6	15	6	9	8	12	16	5	10	11	17	8	20	14	11	5	7	2					
		1.80%	1.82%	1.83%	2.13%	1.06%	1.87%	1.02%	1.46%	1.60%	2.32%	2.90%	2.05%	2.46%	0.94%	1.90%	0.65%	2.32%	4.54%	2.54%	5.15%	1.71%	3.07%					
28	"11. ""Истинные патриоты России"""	64	0	2	11	5	0	0	1	0	0	0	0	0	0	1	30	7	0	6	0	1	0					
		0.50%	0.0%	0.22%	1.46%	0.88%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	2.47%	0.81%	0.0%	1.38%	0.0%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	84	4	5	5	6	4	4	8	3	1	1	2	1	3	4	19	3	1	4	0	5	1					
		0.66%	0.48%	0.57%	0.66%	1.06%	0.50%	0.68%	1.30%	0.60%	0.19%	0.18%	0.82%	0.24%	0.25%	0.44%	1.56%	0.34%	0.32%	0.92%	0.0%	1.22%	1.53%					
30	"13. ""Демократическая партия России"""	71	4	3	3	4	4	3	4	2	1	5	4	3	9	4	5	4	4	2	0	2	1					
		0.56%	0.48%	0.34%	0.4%	0.71%	0.50%	0.51%	0.65%	0.40%	0.19%	0.90%	1.64%	0.74%	0.77%	0.44%	0.41%	0.46%	1.29%	0.46%	0.0%	0.49%	1.53%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	2	1	2	1	0	0	1	2	0	2	1	0	4	1	6	1	0	0	0	3	0					
		0.21%	0.24%	0.11%	0.26%	0.17%	0.0%	0.0%	0.16%	0.40%	0.0%	0.36%	0.41%	0.0%	0.34%	0.11%	0.49%	0.11%	0.0%	0.0%	0.0%	0.73%	0.0%					
32	"15. ""Партия СЛОН"""	19	2	0	0	2	0	0	1	1	0	0	0	0	2	1	7	1	0	1	1	0	0					
		0.15%	0.24%	0.0%	0.0%	0.35%	0.0%	0.0%	0.16%	0.20%	0.0%	0.0%	0.0%	0.0%	0.17%	0.11%	0.57%	0.11%	0.0%	0.23%	1.03%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	634	35	52	33	23	51	31	44	22	19	22	20	22	77	63	55	27	11	13	2	12	0					
