Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Курганинская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759									
1	Число избирателей, включенных в список избирателей	68272	1992	2376	2339	1857	1443	1330	2248	1318	1218	2218	1640	1460	2414	2348	2310	513	403	1281	1249	1316	1014	85	124	145	873	884	967	1386	1078	683	395	1200	1329	1400	1160	1039	1137	440	983	99	106	199	66	690	269	366	204	1280	888	2143	1025	942	1355	1229	1753	1816	2144	1053	1050									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	71097	2064	2436	2381	1924	1511	1336	2271	1348	1289	2544	1772	1534	2490	2486	2377	537	419	1426	1280	1370	1070	100	141	177	966	896	985	1407	1176	710	455	1231	1344	1422	1182	1029	1328	474	1028	100	118	213	73	694	291	342	204	1302	904	2108	1171	965	1407	1257	1753	1855	2221	1058	1145									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	40247	1091	1235	1174	995	1002	693	1305	581	714	1163	1009	762	1382	1293	1299	312	289	953	860	857	507	65	104	136	486	349	405	586	428	363	244	601	686	866	930	566	776	264	584	76	71	99	43	503	178	253	126	1035	545	1412	812	711	1020	729	1109	1117	1053	667	773									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	12956	424	860	214	269	353	283	444	471	178	578	353	349	310	397	411	131	67	189	203	225	353	17	18	5	251	190	240	505	392	147	73	275	159	234	60	154	98	80	123	6	31	78	13	135	54	39	48	55	188	351	100	150	112	182	118	223	589	252	149									
6	Число погашенных избирательных бюллетеней	17894	549	341	993	660	156	360	522	296	397	803	410	423	798	796	667	94	63	284	217	288	210	18	19	36	229	357	340	316	356	200	138	355	499	322	192	309	454	130	321	18	16	36	17	56	59	50	30	212	171	345	259	104	275	346	526	515	579	139	223									
