Выборы Президента Российской Федерации																																																										
Дата голосования: 02.03.2008																																																										
																																																										
Наименование Избирательной комиссии:    Вяземская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
	Число участковых избирательных комиссий	51																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	51																																																								
																																																										
		Сумма	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
1	"Число избирателей, включенных в списки избирателей"	65172	2512	2182	2568	2079	2501	2600	1506	2274	1320	2147	2318	2461	2529	2122	1326	870	1528	987	1937	2037	2012	344	2737	1236	2544	1201	631	286	180	165	547	1385	120	547	276	320	1631	650	461	372	495	686	742	598	251	1185	359	271	490	333	2313					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63350	2500	2180	2560	2040	2450	2400	1490	2250	1120	2120	2250	2100	2550	2130	1280	830	1530	980	1930	2000	1940	340	2600	1220	2500	1130	620	260	180	160	550	1360	110	520	300	320	1530	600	460	360	490	680	740	580	220	1140	360	270	490	330	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	30837	1378	1117	1218	954	1019	1071	880	1117	525	1020	994	1324	1084	1149	628	345	663	378	907	1008	931	189	1277	617	1444	598	295	224	86	44	282	538	73	228	123	174	535	325	159	204	128	390	379	277	181	527	148	146	248	142	1146					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4314	30	24	41	124	138	219	40	70	216	71	98	36	36	27	37	54	26	47	34	26	33	134	40	112	5	69	169	21	48	58	95	238	29	116	75	95	282	109	114	75	150	78	130	64	26	194	61	91	69	94	46					
6	Число погашенных избирательных бюллетеней	28199	1092	1039	1301	962	1293	1110	570	1063	379	1029	1158	740	1430	954	615	431	841	555	989	966	976	17	1283	491	1051	463	156	15	46	58	173	584	8	176	102	51	713	166	187	81	212	212	231	239	13	419	151	33	173	94	1108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4314	30	24	41	124	138	219	40	70	216	71	98	36	36	27	37	54	26	47	34	26	33	134	40	112	5	69	169	21	48	58	95	238	29	116	75	95	282	109	114	75	150	78	130	64	26	194	61	91	69	94	46					
8	Число бюллетеней в стационарных ящиках для голосования	30825	1377	1117	1217	954	1019	1071	880	1117	525	1018	994	1322	1084	1149	628	345	663	378	907	1008	931	189	1277	616	1444	598	295	224	86	44	282	536	73	228	123	174	535	325	159	204	128	390	379	275	181	526	148	146	248	142	1146					
9	Число недействительных избирательных бюллетеней	403	14	12	15	17	6	18	24	16	10	13	12	14	20	14	3	5	8	6	11	13	4	14	16	14	20	9	2	0	0	1	4	10	1	6	1	2	8	2	3	0	0	1	4	4	8	0	0	1	2	3	12					
10	Число действительных избирательных бюллетеней	34736	1393	1129	1243	1061	1151	1272	896	1171	731	1076	1080	1344	1100	1162	662	394	681	419	930	1021	960	309	1301	714	1429	658	462	245	134	101	373	764	101	338	197	267	809	432	270	279	278	467	505	335	199	720	209	236	315	233	1180					
11	Число полученных открепительных  удостоверений	835	35	39	36	21	25	24	18	20	10	18	25	19	30	13	10	10	27	10	18	21	24	0	20	15	25	20	25	5	10	0	10	15	3	4	25	0	15	15	15	16	15	20	10	10	8	15	10	10	4	5	37					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	722	34	36	32	21	22	21	16	18	10	15	21	18	27	11	2	6	27	5	15	20	22	0	20	15	24	11	18	2	10	0	8	12	1	4	23	0	10	13	11	16	12	20	10	10	7	13	8	7	3	4	31					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	550	21	25	21	16	12	65	13	12	16	27	9	7	5	6	7	8	14	5	16	7	9	3	14	4	25	18	7	3	1	2	6	2	0	10	3	2	14	7	2	7	8	13	4	8	26	8	1	0	2	8	21					
14	Число неиспользованных открепительных удостоверений	113	1	3	4	0	3	3	2	2	0	3	4	1	3	2	8	4	0	5	3	1	2	0	0	0	1	9	7	3	0	0	2	3	2	0	2	0	5	2	4	0	3	0	0	0	1	2	2	3	1	1	6					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	60	1	5	4	0	1	1	2	3	1	1	3	0	3	0	0	0	0	1	1	2	2	0	0	0	9	2	0	0	0	0	0	1	0	0	2	0	8	0	0	0	0	1	0	0	4	0	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	Богданов Андрей Владимирович	412	8	14	19	8	8	20	20	13	12	11	15	16	9	15	8	7	11	8	10	18	12	8	18	8	27	4	3	0	2	0	4	8	0	1	7	0	9	2	2	2	2	4	4	5	1	6	2	3	6	0	12					
		1.17%	0.57%	1.23%	1.51%	0.74%	0.69%	1.55%	2.17%	1.10%	1.62%	1.01%	1.37%	1.18%	0.80%	1.28%	1.20%	1.75%	1.60%	1.88%	1.06%	1.74%	1.24%	2.48%	1.37%	1.10%	1.86%	0.60%	0.65%	0.00%	1.49%	0.00%	1.06%	1.03%	0.00%	0.29%	3.54%	0.00%	1.10%	0.46%	0.73%	0.72%	0.72%	0.85%	0.79%	1.47%	0.48%	0.83%	0.96%	1.27%	1.89%	0.00%	1.01%					
