Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Вяземская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
1	"Число избирателей, внесенных в список"	65455	784	682	177	202	215	610	249	573	2292	2436	1148	2121	2676	1975	353	944	2191	2424	2537	461	638	1255	283	422	1564	573	1199	374	479	648	291	2697	2159	2419	2444	2337	2739	2333	1264	2250	2430	1144	1349	326	272	502	348	2269	1878	1519					
2	Число полученных избирательных бюллетеней	65099	800	700	200	200	200	600	200	550	2300	2500	1000	2100	2500	1999	350	900	2200	2400	2500	450	650	1300	300	400	1400	550	1200	350	500	700	300	2700	2200	2500	2500	2500	2500	2400	1300	2250	2400	1150	1350	350	250	500	350	2200	1900	1500					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31568	455	378	106	70	116	310	116	251	1155	1054	436	1039	1102	906	196	374	1028	1250	1396	176	325	634	134	195	584	239	481	172	225	302	143	1393	1097	1168	1084	1014	1446	1048	675	1276	1319	521	530	127	201	177	228	1114	867	935					
5	"Число избирательных бюллетеней, выданных вне помещения"	4982	146	60	30	76	47	101	47	105	67	172	183	59	232	39	90	112	13	41	28	133	120	145	89	89	336	147	193	106	84	195	110	34	51	30	166	168	47	127	34	12	14	118	312	121	31	117	51	32	76	46					
6	Число погашенных избирательных бюллетеней	28549	199	262	64	54	37	189	37	194	1078	1274	381	1002	1166	1054	64	414	1159	1109	1076	141	205	521	77	116	480	164	526	72	191	203	47	1273	1052	1302	1250	1318	1007	1225	591	962	1067	511	508	102	18	206	71	1054	957	519					
7	Число избирательных бюллетеней в переносных ящиках	4982	146	60	30	76	47	101	47	105	67	172	183	59	232	39	90	112	13	41	28	133	120	145	89	89	336	147	193	106	84	195	110	34	51	30	166	168	47	127	34	12	14	118	312	121	31	117	51	32	76	46					
8	Число бюллетеней в стационарных ящиках для голосования	31514	455	378	106	70	116	310	116	251	1155	1054	436	1039	1102	906	196	374	1028	1248	1396	176	325	634	134	195	583	239	481	172	225	302	143	1393	1046	1168	1084	1014	1446	1048	675	1276	1319	521	530	127	201	177	228	1114	867	935					
9	Число недействительных избирательных бюллетеней	232	3	2	1	0	0	1	2	5	8	11	9	5	15	5	9	2	3	6	7	2	5	8	1	0	3	3	5	0	1	2	2	11	9	1	11	4	11	11	5	13	3	7	4	0	0	0	0	12	0	4					
10	Число действительных избирательных бюллетеней	36264	598	436	135	146	163	410	161	351	1214	1215	610	1093	1319	940	277	484	1038	1283	1417	307	440	771	222	284	916	383	669	278	308	495	251	1416	1088	1197	1239	1178	1482	1164	704	1275	1330	632	838	248	232	294	279	1134	943	977					
11	Число полученных открепительных  удостоверений	861	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	25	35	15	25	20	15	15	15	15	15	15	15	30	15	15	21	20	20	15	25	25	15	15	20	15	15	15	15	15	15	15	15	25					
12	Число выданных открепительных удостоверений	482	15	8	1	1	2	15	2	0	6	11	8	10	11	9	0	5	10	17	24	9	21	19	13	4	4	1	6	5	3	28	0	15	13	12	20	12	18	16	6	7	19	3	7	12	4	3	6	12	12	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	387	1	4	3	3	1	7	14	5	11	9	4	7	18	10	1	9	9	11	14	1	4	7	6	2	44	4	8	7	9	3	0	10	13	18	7	8	5	11	4	5	6	5	4	5	4	3	5	5	7	26					
14	Число неиспользованных открепительных удостоверений	379	0	7	14	14	13	0	13	15	9	4	7	5	4	6	15	10	5	8	11	6	4	1	2	11	11	14	9	10	12	2	15	0	8	8	0	3	7	9	9	8	1	12	8	3	11	12	9	3	3	8					
15	"Число открепительных удостоверений, выданных в ТИК"	23	2	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	1268	14	8	0	1	3	14	4	6	67	37	21	40	41	36	5	20	61	47	75	2	12	27	3	9	20	12	8	0	2	13	4	61	50	49	53	36	56	52	13	42	58	27	20	3	3	5	5	45	38	40					
		3.47%	2.33%	1.83%	0.00%	0.68%	1.84%	3.41%	2.45%	1.69%	5.48%	3.02%	3.39%	3.64%	3.07%	3.81%	1.75%	4.12%	5.86%	3.65%	5.27%	0.65%	2.70%	3.47%	1.35%	3.17%	2.18%	3.11%	1.19%	0.00%	0.65%	2.62%	1.58%	4.27%	4.56%	4.09%	4.24%	3.05%	3.75%	4.43%	1.83%	3.26%	4.35%	4.23%	2.38%	1.21%	1.29%	1.70%	1.79%	3.93%	4.03%	4.08%					
19	. Малышкин Олег Александрович	757	7	10	0	5	2	8	1	0	15	34	15	27	37	34	2	12	19	27	31	5	7	21	2	2	12	2	21	6	3	13	6	37	21	26	22	35	25	22	16	36	24	10	18	7	4	4	1	32	13	18					
		2.07%	1.16%	2.28%	0.00%	3.42%	1.23%	1.95%	0.61%	0.00%	1.23%	2.77%	2.42%	2.46%	2.77%	3.60%	0.70%	2.47%	1.83%	2.09%	2.18%	1.62%	1.57%	2.70%	0.90%	0.70%	1.31%	0.52%	3.12%	2.16%	0.97%	2.62%	2.37%	2.59%	1.91%	2.17%	1.76%	2.96%	1.67%	1.87%	2.26%	2.80%	1.80%	1.56%	2.14%	2.82%	1.72%	1.36%	0.36%	2.79%	1.38%	1.83%					
20	. Миронов Сергей Михайлович	264	0	4	0	0	2	1	1	5	13	5	4	8	12	13	5	4	8	13	7	5	4	5	1	1	7	4	2	0	1	1	3	13	8	4	6	12	7	12	5	5	9	2	8	5	1	3	0	11	8	6					
		0.72%	0.00%	0.91%	0.00%	0.00%	1.23%	0.24%	0.61%	1.40%	1.06%	0.41%	0.65%	0.73%	0.90%	1.38%	1.75%	0.82%	0.77%	1.01%	0.49%	1.62%	0.90%	0.64%	0.45%	0.35%	0.76%	1.04%	0.30%	0.00%	0.32%	0.20%	1.19%	0.91%	0.73%	0.33%	0.48%	1.02%	0.47%	1.02%	0.71%	0.39%	0.68%	0.31%	0.95%	2.02%	0.43%	1.02%	0.00%	0.96%	0.85%	0.61%					
21	. Путин Владимир Владимирович	25129	454	323	108	115	106	289	136	302	774	791	400	687	958	631	215	332	729	854	869	237	341	558	142	206	730	314	528	233	243	357	161	915	758	787	845	816	1037	787	433	847	1010	397	599	185	165	224	201	753	672	575					
		68.85%	75.54%	73.74%	79.41%	78.77%	65.03%	70.32%	83.44%	84.83%	63.34%	64.52%	64.62%	62.57%	71.81%	66.77%	75.17%	68.31%	70.03%	66.25%	61.03%	76.70%	76.63%	71.63%	63.68%	72.54%	79.43%	81.35%	78.34%	83.81%	78.64%	71.83%	63.64%	64.12%	69.10%	65.69%	67.60%	69.04%	69.46%	66.98%	61.07%	65.76%	75.77%	62.13%	71.14%	74.60%	71.12%	76.19%	72.04%	65.71%	71.26%	58.61%					
22	. Хакамада Ирина Муцуовна	907	11	4	0	0	4	12	0	6	40	33	11	35	37	54	4	8	39	26	52	3	7	15	3	7	9	0	8	2	0	10	3	45	33	27	25	32	29	21	14	23	71	13	13	2	4	10	5	43	22	32					
		2.49%	1.83%	0.91%	0.00%	0.00%	2.45%	2.92%	0.00%	1.69%	3.27%	2.69%	1.78%	3.19%	2.77%	5.71%	1.40%	1.65%	3.75%	2.02%	3.65%	0.97%	1.57%	1.93%	1.35%	2.46%	0.98%	0.00%	1.19%	0.72%	0.00%	2.01%	1.19%	3.15%	3.01%	2.25%	2.00%	2.71%	1.94%	1.79%	1.97%	1.79%	5.33%	2.03%	1.54%	0.81%	1.72%	3.40%	1.79%	3.75%	2.33%	3.26%					
23	. Харитонов Николай Михайлович	6611	103	79	26	25	40	79	17	26	256	257	144	244	178	113	43	97	134	263	336	53	47	128	61	55	112	45	97	35	55	95	73	280	161	253	260	202	261	219	185	272	89	158	153	43	50	44	61	191	142	271					
		18.11%	17.14%	18.04%	19.12%	17.12%	24.54%	19.22%	10.43%	7.30%	20.95%	20.96%	23.26%	22.22%	13.34%	11.96%	15.03%	19.96%	12.87%	20.40%	23.60%	17.15%	10.56%	16.43%	27.35%	19.37%	12.19%	11.66%	14.39%	12.59%	17.80%	19.11%	28.85%	19.62%	14.68%	21.12%	20.80%	17.09%	17.48%	18.64%	26.09%	21.12%	6.68%	24.73%	18.17%	17.34%	21.55%	14.97%	21.86%	16.67%	15.06%	27.62%					
																																																									
24	Против всех	1328	9	8	1	0	6	7	2	6	49	58	15	52	56	59	3	11	48	53	47	2	22	17	10	4	26	6	5	2	4	6	1	65	57	51	28	45	67	51	38	50	69	25	27	3	5	4	6	59	48	35					
