Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Георгиевская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295					
1	"Число избирателей, внесенных в списки избирателей"	49158	2403	1884	1797	1978	1056	1843	1456	2020	1982	2612	1890	1820	2666	2126	1771	1937	1710	1834	2036	1795	2488	1616	1908	2082	2448					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44400	2200	1700	1600	1800	950	1650	1350	2000	1800	2300	1800	1550	2400	1900	1600	1700	1550	1650	1850	1600	2250	1450	1700	1850	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22352	983	769	919	770	486	847	788	827	840	1250	830	793	1042	894	760	781	966	859	913	709	1197	776	980	1113	1260					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2326	74	154	129	105	137	73	127	179	99	182	84	60	129	72	49	131	37	76	100	59	105	30	22	73	40					
6	Число погашенных избирательных бюллетеней	19722	1143	777	552	925	327	730	435	994	861	868	886	697	1229	934	791	788	547	715	837	832	948	644	698	664	900					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2320	74	154	129	105	137	73	127	173	99	182	84	60	129	72	49	131	37	76	100	59	105	30	22	73	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22349	983	769	919	770	486	847	788	827	840	1250	828	793	1042	894	760	780	966	859	913	709	1197	776	980	1113	1260					
9	Число недействительных избирательных бюллетеней	242	3	9	10	5	8	36	6	12	13	11	11	10	12	5	4	10	10	11	11	11	14	3	7	5	5					
10	Число действительных избирательных бюллетеней	24427	1054	914	1038	870	615	884	909	988	926	1421	901	843	1159	961	805	901	993	924	1002	757	1288	803	995	1181	1295					
