Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Тосненская																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938									
1	Число избирателей, включенных в список избирателей	84142	1932	2216	1819	1189	937	2427	1820	1823	2189	1448	2275	1901	2790	667	1914	533	1941	1403	687	181	830	706	649	1100	1268	1792	1458	611	701	857	517	1117	530	274	132	131	2487	497	2106	2784	1351	1732	1277	1880	1701	1891	1204	773	845	835	1394	889	1188	1240	1311	1514	1580	2371	2053	1871	1916	687									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	79240	1850	2100	1700	1100	900	2400	1800	1700	2100	1400	2100	1800	2300	600	1800	450	1900	1400	650	150	800	650	650	1100	1200	1800	1400	600	700	800	550	1000	500	250	120	120	2400	450	2000	2700	1200	1500	1200	1900	1700	1700	1000	650	800	750	1300	750	1100	1200	1200	1500	1500	2300	1800	1700	1800	700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	46500	1092	1341	1140	729	500	1504	1184	1049	1244	838	1280	1232	1400	309	1131	265	1065	794	314	69	482	380	220	497	598	970	667	235	342	356	294	510	299	109	69	63	1366	259	1103	1596	854	1250	695	1224	918	1079	585	391	345	421	621	369	716	632	736	823	912	1358	1103	1147	1107	319									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4092	27	42	39	3	59	150	13	77	93	12	28	154	316	69	20	65	53	39	97	54	46	45	92	143	81	40	126	84	43	57	47	87	43	75	13	11	91	35	151	74	7	14	24	5	22	101	84	44	111	53	51	118	34	64	79	73	113	42	104	17	122	16									
6	Число погашенных избирательных бюллетеней	28648	731	717	521	368	341	746	603	574	763	550	792	414	584	222	649	120	782	567	239	27	272	225	338	460	521	790	607	281	315	387	209	403	158	66	38	46	943	156	746	1030	339	236	481	671	760	520	331	215	344	276	628	263	350	504	385	604	475	900	593	536	571	365									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4049	27	42	39	3	59	150	13	77	93	12	28	154	316	69	20	65	10	39	97	54	46	45	92	143	81	40	126	84	43	57	47	87	43	75	13	11	91	35	151	74	7	14	24	5	22	101	84	44	111	53	51	118	34	64	79	73	113	42	104	17	122	16									
8	Число бюллетеней в стационарных ящиках для голосования	46413	1092	1299	1140	729	500	1504	1184	1049	1244	838	1280	1232	1400	309	1131	265	1065	794	314	69	482	380	220	497	598	970	667	235	342	354	294	510	299	109	69	63	1366	259	1103	1596	854	1250	695	1224	918	1079	585	391	345	421	621	369	715	632	736	823	912	1316	1103	1147	1107	319									
9	Число недействительных избирательных бюллетеней	636	18	22	13	13	5	18	12	8	11	12	14	13	25	1	20	3	12	16	3	0	7	8	2	11	4	19	8	3	3	2	3	4	12	1	1	0	15	7	17	31	11	21	6	19	17	18	7	6	8	6	12	12	8	7	7	13	7	12	14	12	16	0									
10	Число действительных избирательных бюллетеней	49826	1101	1319	1166	719	554	1636	1185	1118	1326	838	1294	1373	1691	377	1131	327	1063	817	408	123	521	417	310	629	675	991	785	316	382	409	338	593	330	183	81	74	1442	287	1237	1639	850	1243	713	1210	923	1162	662	429	448	468	660	475	741	689	808	883	1018	1346	1193	1152	1213	335									
11	Число полученных открепительных  удостоверений	1272	40	35	25	35	20	45	35	35	35	34	42	36	35	10	33	14	31	11	12	0	30	18	14	14	10	21	17	10	5	10	18	7	5	5	5	5	20	10	30	27	15	25	10	25	20	15	10	5	5	10	14	17	40	30	25	49	15	25	24	14	20	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1243	40	35	22	32	20	45	34	35	35	34	42	36	35	10	31	12	31	10	12	0	30	18	14	14	10	21	17	7	5	10	18	7	5	5	0	4	20	10	30	27	15	25	10	25	20	15	9	2	5	9	13	17	40	30	24	49	15	25	24	14	20	14									
