Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Тосненская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942					
1	"Число избирателей, включенных в списки избирателей"	77199	1837	2197	1828	1204	780	2436	1965	1511	2052	1411	2167	2008	2264	487	1993	451	1772	1349	611	190	815	630	659	1017	1001	1303	646	771	549	937	511	1790	490	263	121	136	2343	359	1935	2459	1728	2413	1952	1772	1033	677	771	816	962	812	1127	1143	2372	1951	2518	1730	1733	1764	677					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	78360	1830	2230	1830	1150	780	2470	1970	1550	2090	1440	2200	2040	2270	500	2000	450	1780	1360	600	200	820	640	680	930	1000	1320	670	780	550	940	510	1830	490	250	110	130	2400	330	1950	2490	1770	2440	1970	1830	1040	690	750	820	950	760	1170	1360	2410	2050	2550	1800	1860	1870	710					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	45775	1147	1316	1245	763	547	1516	1106	819	1462	948	1272	1190	1442	276	1155	251	972	791	308	91	564	415	348	561	667	624	328	410	316	442	178	953	283	119	70	100	1369	225	1020	1527	1084	1621	1249	971	479	348	314	417	456	368	665	715	1527	1417	1408	965	1152	1076	407					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5401	35	47	41	1	93	299	25	25	50	37	29	41	132	81	48	57	90	18	120	54	50	56	100	206	114	194	55	48	46	95	133	128	56	87	20	15	129	44	229	185	66	86	58	106	93	100	96	63	57	198	46	89	89	269	158	85	75	321	33					
6	Число погашенных избирательных бюллетеней	27184	648	867	544	386	140	655	839	706	578	455	899	809	696	143	797	142	718	551	172	55	206	169	232	163	219	502	287	322	188	403	199	749	151	44	20	15	902	61	701	778	620	733	663	753	468	242	340	340	437	194	459	556	794	364	984	750	633	473	270					
