Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Савеловский район																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №3251	УИК №3252					
1	"Число избирателей, внесенных в список избирателей"	38727	2445	2197	2196	2666	2351	2511	2621	2937	2177	2610	2621	2701	2423	2710	2923	168	470					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33350	2100	1950	2000	2200	2100	2200	2300	2200	1900	2300	2000	2400	2100	2400	2500	200	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	26707	1857	1571	1091	1880	1709	1304	1419	2035	1429	1902	1971	2197	1840	1971	2032	168	331					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	546	29	82	34	31	25	37	45	35	26	24	26	46	34	31	41	0	0					
6	Число погашенных избирательных бюллетеней	6097	214	297	875	289	366	859	836	130	445	374	3	157	226	398	427	32	169					
7	Число избирательных бюллетеней в переносных ящиках для голосования	546	29	82	34	31	25	37	45	35	26	24	26	46	34	31	41	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25928	1857	1489	1090	1862	1707	1304	1329	1747	1402	1871	1970	2073	1840	1858	2032	166	331					
9	Число недействительных избирательных бюллетеней	520	42	33	29	30	33	25	25	32	30	101	0	0	96	35	0	4	5					
10	Число действительных избирательных бюллетеней	25954	1844	1538	1095	1863	1699	1316	1349	1750	1398	1794	1996	2119	1778	1854	2073	162	326					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	835	50	50	50	50	50	50	50	60	50	50	90	70	50	55	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	665	44	30	28	45	26	44	36	46	46	44	80	61	37	47	51	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1027	49	35	74	36	15	45	37	463	26	50	50	42	27	31	0	14	33					
14	Число погашенных неиспользованных открепительных удостоверений	170	6	20	22	5	24	6	14	14	4	6	10	9	13	8	9	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	0	1	2	0	2	1	0	2	2	2	2	2	4	2	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2918	264	113	109	246	181	232	220	285	132	257	11	243	263	242	26	20	74					
		11.02%	13.99%	7.19%	9.70%	12.99%	10.45%	17.30%	16.01%	15.99%	9.24%	13.56%	0.55%	11.47%	14.03%	12.81%	1.25%	12.05%	22.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1854	152	126	113	172	159	131	154	178	103	83	17	136	130	133	6	17	44					
		7.00%	8.06%	8.02%	10.05%	9.09%	9.18%	9.77%	11.21%	9.99%	7.21%	4.38%	0.85%	6.42%	6.94%	7.04%	0.29%	10.24%	13.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	297	17	15	13	14	22	20	28	21	18	25	2	31	18	35	9	2	7					
		1.12%	0.90%	0.95%	1.16%	0.74%	1.27%	1.49%	2.04%	1.18%	1.26%	1.32%	0.10%	1.46%	0.96%	1.85%	0.43%	1.20%	2.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4813	302	222	147	342	256	278	356	367	290	360	369	379	330	314	416	21	64					
		18.18%	16.01%	14.13%	13.08%	18.07%	14.78%	20.73%	25.91%	20.59%	20.31%	18.99%	18.49%	17.89%	17.61%	16.62%	20.07%	12.65%	19.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2753	254	173	115	277	187	149	216	212	102	74	5	216	205	255	283	9	21					
		10.40%	13.47%	11.01%	10.23%	14.63%	10.80%	11.11%	15.72%	11.90%	7.14%	3.91%	0.25%	10.19%	10.94%	13.50%	13.65%	5.42%	6.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13145	843	875	586	799	886	495	367	668	745	984	1587	1104	819	861	1324	91	111					
		49.65%	44.70%	55.70%	52.14%	42.21%	51.15%	36.91%	26.71%	37.49%	52.17%	51.93%	79.51%	52.10%	43.70%	45.58%	63.87%	54.82%	33.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	174	12	14	12	13	8	11	8	19	8	11	5	10	13	14	9	2	5					
		0.66%	0.64%	0.89%	1.07%	0.69%	0.46%	0.82%	0.58%	1.07%	0.56%	0.58%	0.25%	0.47%	0.69%	0.74%	0.43%	1.20%	1.51%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
