Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Верхнехавская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731					
1	"Число избирателей, внесенных в список избирателей"	19913	297	418	337	523	1012	362	101	293	1338	1492	1392	1279	76	276	435	84	240	624	437	366	399	1316	440	503	1054	372	102	524	1448	1215	1158					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20000	300	450	350	550	1000	400	100	300	1350	1500	1500	1250	80	250	400	90	240	650	400	350	400	1300	450	500	1100	390	100	550	1300	1200	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9213	172	235	164	221	468	223	56	146	643	711	684	521	32	142	280	30	129	329	149	175	187	562	216	333	393	205	56	275	595	425	456					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3903	70	84	75	134	304	53	32	59	119	149	249	265	27	43	76	35	61	77	152	123	92	236	141	83	276	80	33	113	256	198	208					
6	Число погашенных избирательных бюллетеней	6884	58	131	111	195	228	124	12	95	588	640	567	464	21	65	44	25	50	244	99	52	121	502	93	84	431	105	11	162	449	577	536					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3903	70	84	75	134	304	53	32	59	119	149	249	265	27	43	76	35	61	77	152	123	92	236	141	83	276	80	33	113	256	198	208					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9212	172	235	164	221	468	223	56	146	642	711	684	521	32	142	280	30	129	329	149	175	187	562	216	333	393	205	56	275	595	425	456					
9	Число недействительных избирательных бюллетеней	155	3	2	5	0	7	3	0	3	7	19	11	4	2	3	3	0	2	1	7	0	0	21	7	5	2	7	0	4	6	7	14					
10	Число действительных избирательных бюллетеней	12960	239	317	234	355	765	273	88	202	754	841	922	782	57	182	353	65	188	405	294	298	279	777	350	411	667	278	89	384	845	616	650					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1210	40	45	60	63	40	30	15	20	35	72	127	35	10	20	30	10	25	38	10	20	32	35	58	33	105	48	2	40	30	32	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1210	40	45	60	63	40	30	15	20	35	72	127	35	10	20	30	10	25	38	10	20	32	35	58	33	105	48	2	40	30	32	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	242	9	10	8	6	6	4	2	4	7	24	40	17	2	12	10	5	4	3	3	3	2	14	4	8	5	5	1	3	5	3	13					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
