Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Болотнинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в списки избирателей"	23897	398	269	403	682	192	593	275	562	93	521	178	540	125	462	72	102	91	239	390	118	381	92	733	398	440	657	183	473	628	115	2691	1667	1042	1767	949	1729	955	866	1826					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19090	360	260	400	670	170	530	260	560	80	460	170	550	110	450	60	90	90	220	380	100	380	80	700	390	430	630	170	450	610	100	1820	1150	680	1230	620	1210	650	590	1230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12608	236	210	229	454	145	314	164	345	61	380	144	278	74	345	52	77	83	192	211	56	228	60	391	173	245	339	92	311	307	76	1235	847	471	921	476	794	361	434	797					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1155	45	0	21	45	18	62	20	50	2	24	10	32	13	0	0	4	0	0	29	28	48	0	45	58	26	11	14	39	83	8	71	57	72	44	14	41	59	23	39					
6	Число погашенных избирательных бюллетеней	5327	79	50	150	171	7	154	76	165	17	56	16	240	23	105	8	9	7	28	140	16	104	20	264	159	159	280	64	100	220	16	514	246	137	265	130	375	230	133	394					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1155	45	0	21	45	18	62	20	50	2	24	10	32	13	0	0	4	0	0	29	28	48	0	45	58	26	11	14	39	83	8	71	57	72	44	14	41	59	23	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12608	236	210	229	454	145	314	164	345	61	380	144	278	74	345	52	77	83	192	211	56	228	60	391	173	245	339	92	311	307	76	1235	847	471	921	476	794	361	434	797					
9	Число недействительных избирательных бюллетеней	150	5	5	2	5	0	2	1	3	0	3	1	10	2	6	0	0	0	0	7	0	2	0	8	5	7	3	0	4	3	1	13	9	2	12	5	4	4	6	10					
10	Число действительных избирательных бюллетеней	13613	276	205	248	494	163	374	183	392	63	401	153	300	85	339	52	81	83	192	233	84	274	60	428	226	264	347	106	346	387	83	1293	895	541	953	485	831	416	451	826					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	274	10	5	5	10	5	5	5	12	5	6	5	13	5	5	5	5	5	5	5	5	10	5	5	15	5	5	5	5	5	5	10	10	5	15	5	10	5	5	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	148	9	0	5	6	1	0	1	11	1	6	2	12	0	0	0	0	0	0	3	0	7	0	1	5	3	0	0	3	3	1	9	10	2	9	2	10	5	5	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	1	2	4	2	4	3	2	4	0	2	1	1	1	0	0	0	0	5	4	1	0	5	1	1	1	0	0	2	1	0	10	2	2	2	4	4	6	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	126	1	5	0	4	4	5	4	1	4	0	3	1	5	5	5	5	5	5	2	5	3	5	4	10	2	5	5	2	2	4	1	0	3	6	3	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	284	9	5	3	28	6	16	6	10	1	9	2	10	1	0	0	1	2	3	20	2	12	1	13	10	1	4	1	7	14	4	11	7	8	16	7	3	10	13	8					
		2.06%	3.20%	2.38%	1.20%	5.61%	3.68%	4.26%	3.26%	2.53%	1.59%	2.23%	1.30%	3.23%	1.15%	0.00%	0.00%	1.23%	2.41%	1.56%	8.33%	2.38%	4.35%	1.67%	2.98%	4.33%	0.37%	1.14%	0.94%	2.00%	3.59%	4.76%	0.84%	0.77%	1.47%	1.66%	1.43%	0.36%	2.38%	2.84%	0.96%					
19	2.Всероссийская политическая партия «Гражданская Сила»	59	2	0	2	3	0	0	1	2	0	3	0	0	0	2	0	0	0	0	2	4	0	0	3	2	0	1	0	1	2	2	8	8	1	4	2	1	2	0	1					
		0.43%	0.71%	0.00%	0.80%	0.60%	0.00%	0.00%	0.54%	0.51%	0.00%	0.74%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.83%	4.76%	0.00%	0.00%	0.69%	0.87%	0.00%	0.29%	0.00%	0.29%	0.51%	2.38%	0.61%	0.88%	0.18%	0.41%	0.41%	0.12%	0.48%	0.00%	0.12%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	1	1					
		0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.36%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.11%	0.18%	0.00%	0.20%	0.00%	0.00%	0.22%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1965	15	15	34	67	14	72	51	79	7	30	17	39	5	59	8	10	8	43	26	12	20	4	57	25	50	45	13	26	59	12	209	201	95	156	84	91	60	50	97					
		14.28%	5.34%	7.14%	13.60%	13.43%	8.59%	19.15%	27.72%	20.00%	11.11%	7.43%	11.04%	12.58%	5.75%	17.10%	15.38%	12.35%	9.64%	22.40%	10.83%	14.29%	7.25%	6.67%	13.07%	10.82%	18.45%	12.86%	12.26%	7.43%	15.13%	14.29%	16.00%	22.23%	17.50%	16.17%	17.14%	10.90%	14.29%	10.94%	11.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	2	0	0	1	0	0	5	5	6	1	4	2	0	2	3					
		0.30%	0.00%	0.00%	0.00%	0.40%	0.61%	0.00%	0.54%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.69%	0.43%	0.74%	0.00%	0.00%	0.29%	0.00%	0.00%	0.38%	0.55%	1.10%	0.10%	0.82%	0.24%	0.00%	0.44%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	23	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	2	0	4	2	1	2	1	1					
		0.17%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.36%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	1.19%	0.08%	0.22%	0.00%	0.41%	0.41%	0.12%	0.48%	0.22%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	1128	33	21	28	39	5	29	8	11	4	45	13	25	14	18	1	10	1	41	26	6	19	9	25	20	35	23	18	26	17	12	95	57	50	75	48	99	38	27	57					
		8.20%	11.74%	10.00%	11.20%	7.82%	3.07%	7.71%	4.35%	2.78%	6.35%	11.14%	8.44%	8.06%	16.09%	5.22%	1.92%	12.35%	1.20%	21.35%	10.83%	7.14%	6.88%	15.00%	5.73%	8.66%	12.92%	6.57%	16.98%	7.43%	4.36%	14.29%	7.27%	6.31%	9.21%	7.77%	9.80%	11.86%	9.05%	5.91%	6.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	758	19	4	8	25	14	25	6	20	14	8	2	19	1	7	10	3	6	4	5	8	5	0	12	12	11	26	2	18	11	0	90	64	31	55	25	58	30	36	64					
		5.51%	6.76%	1.90%	3.20%	5.01%	8.59%	6.65%	3.26%	5.06%	22.22%	1.98%	1.30%	6.13%	1.15%	2.03%	19.23%	3.70%	7.23%	2.08%	2.08%	9.52%	1.81%	0.00%	2.75%	5.19%	4.06%	7.43%	1.89%	5.14%	2.82%	0.00%	6.89%	7.08%	5.71%	5.70%	5.10%	6.95%	7.14%	7.88%	7.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	77	0	0	3	4	0	9	2	0	0	3	1	1	0	1	0	0	1	1	1	0	1	0	3	1	0	0	0	1	1	1	5	6	2	9	3	4	3	5	5					
		0.56%	0.00%	0.00%	1.20%	0.80%	0.00%	2.39%	1.09%	0.00%	0.00%	0.74%	0.65%	0.32%	0.00%	0.29%	0.00%	0.00%	1.20%	0.52%	0.42%	0.00%	0.36%	0.00%	0.69%	0.43%	0.00%	0.00%	0.00%	0.29%	0.26%	1.19%	0.38%	0.66%	0.37%	0.93%	0.61%	0.48%	0.71%	1.09%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9185	196	160	168	320	121	221	104	270	36	299	118	203	64	252	33	57	65	100	150	51	215	45	310	153	163	245	72	264	282	51	853	541	346	623	303	568	270	316	577					
		66.74%	69.75%	76.19%	67.20%	64.13%	74.23%	58.78%	56.52%	68.35%	57.14%	74.01%	76.62%	65.48%	73.56%	73.04%	63.46%	70.37%	78.31%	52.08%	62.50%	60.71%	77.90%	75.00%	71.10%	66.23%	60.15%	70.00%	67.92%	75.43%	72.31%	60.71%	65.31%	59.85%	63.72%	64.56%	61.84%	68.02%	64.29%	69.15%	69.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	79	1	0	2	5	2	2	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	3	0	2	0	0	14	3	1	10	6	4	1	0	12					
		0.57%	0.36%	0.00%	0.80%	1.00%	1.23%	0.53%	1.09%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	1.67%	0.00%	0.87%	0.74%	0.86%	0.00%	0.57%	0.00%	0.00%	1.07%	0.33%	0.18%	1.04%	1.22%	0.48%	0.24%	0.00%	1.44%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
