Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Краснозоренская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366					
1	"Число избирателей, внесенных в списки"	6185	1434	514	375	493	69	410	219	177	321	270	300	372	370	155	245	252	209					
2	"Число бюллетеней, полученных участковыми комиссиями"	6117	1392	512	396	481	70	391	211	177	309	277	306	377	368	152	240	253	205					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4247	998	282	307	405	45	324	155	132	266	168	163	283	261	97	122	137	102					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1060	38	135	15	73	20	46	50	42	38	83	104	64	56	52	86	90	68					
6	Число погашенных бюллетеней	810	356	95	74	3	5	21	6	3	5	26	39	30	51	3	32	26	35					
7	Число бюллетеней в переносных ящиках для голосования	1060	38	135	15	73	20	46	50	42	38	83	104	64	56	52	86	90	68					
8	Число бюллетеней в стационарных ящиках для голосования	4246	997	282	307	405	45	324	155	132	266	168	163	283	261	97	122	137	102					
9	Число недействительных бюллетеней	27	13	0	1	1	0	2	4	0	0	4	1	0	0	0	1	0	0					
10	Число действительных бюллетеней	5279	1022	417	321	477	65	368	201	174	304	247	266	347	317	149	207	227	170					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	20	7	7	7	1	5	5	2	7	5	5	6	6	4	4	5	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	10	1	2	2	0	0	1	0	1	0	0	1	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	15	6	0	0	0	0	2	0	0	1	0	0	0	1	0	3	0	2					
14	Число погашенных открепительных удостоверений	80	10	6	5	5	1	5	4	2	6	5	5	5	6	4	2	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	45	5	4	3	1	0	2	3	1	1	7	6	2	1	3	3	3	0					
		0.84%	0.48%	0.95%	0.93%	0.20%	0.0%	0.54%	1.46%	0.57%	0.32%	2.78%	2.24%	0.57%	0.31%	2.01%	1.44%	1.32%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	33	10	1	1	0	0	1	1	1	0	3	1	0	4	2	7	1	0					
		0.62%	0.96%	0.23%	0.31%	0.0%	0.0%	0.27%	0.48%	0.57%	0.0%	1.19%	0.37%	0.0%	1.26%	1.34%	3.36%	0.44%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	40	8	0	0	1	0	6	1	2	2	3	4	1	3	1	4	4	0					
