Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Апшеронская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357					
1	"Число избирателей, внесенных в список избирателей"	58333	2534	2382	224	2475	1263	1871	1363	1655	2202	1417	2103	2254	1800	2251	1752	364	205	1561	1200	1409	1724	1788	1627	178	348	1768	735	1004	580	767	179	621	992	1114	124	330	283	180	1428	38	404	103	134	46	979	190	747	532	463	1398	752	877	738	233	1829	599	216					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	57561	2397	2226	327	2286	1070	1682	1358	1653	2145	1346	1877	2234	1763	2130	1604	442	200	1617	1293	1415	2040	2042	1845	175	357	1798	738	940	525	724	188	622	1186	982	128	290	260	154	1360	39	366	136	106	40	1175	182	674	449	482	1376	727	802	677	216	1883	591	221					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	37358	1195	1007	195	1100	653	1076	1168	1300	1460	1173	1257	1705	1510	1274	1065	161	139	1126	766	880	1427	1057	1119	125	222	1071	459	716	271	444	117	374	515	730	87	214	148	125	1022	31	222	72	101	35	698	147	445	314	316	908	490	479	427	187	1374	493	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5628	66	81	29	77	417	82	79	190	112	76	87	115	53	432	83	63	20	169	250	161	233	339	109	42	23	212	129	93	101	59	9	47	129	115	37	59	53	22	242	3	100	31	5	5	87	5	56	46	43	92	47	75	130	15	139	46	8					
6	Число погашенных избирательных бюллетеней	14575	1136	1138	103	1109	0	524	111	163	573	97	533	414	200	424	456	218	41	322	277	374	380	646	617	8	112	515	150	131	153	221	62	201	542	137	4	17	59	7	96	5	44	33	0	0	390	30	173	89	123	376	190	248	120	14	370	52	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5628	66	81	29	77	417	82	79	190	112	76	87	115	53	432	83	63	20	169	250	161	233	339	109	42	23	212	129	93	101	59	9	47	129	115	37	59	53	22	242	3	100	31	5	5	87	5	56	46	43	92	47	75	130	15	139	46	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37358	1195	1007	195	1100	653	1076	1168	1300	1460	1173	1257	1705	1510	1274	1065	161	139	1126	766	880	1427	1057	1119	125	222	1071	459	716	271	444	117	374	515	730	87	214	148	125	1022	31	222	72	101	35	698	147	445	314	316	908	490	479	427	187	1374	493	166					
9	Число недействительных избирательных бюллетеней	430	0	45	0	29	1	18	0	0	0	0	20	0	27	37	3	5	2	8	0	0	0	19	0	0	6	22	7	10	10	3	1	0	0	17	0	0	0	6	20	1	6	16	0	2	0	0	0	0	0	7	0	20	13	0	42	3	4					
10	Число действительных избирательных бюллетеней	42556	1261	1043	224	1148	1069	1140	1247	1490	1572	1249	1324	1820	1536	1669	1145	219	157	1287	1016	1041	1660	1377	1228	167	239	1261	581	799	362	500	125	421	644	828	124	273	201	141	1244	33	316	87	106	38	785	152	501	360	359	993	537	534	544	202	1471	536	170					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1862	70	22	8	42	15	45	31	44	29	47	60	70	55	60	60	10	10	40	40	40	70	70	60	10	20	70	30	30	20	20	20	32	40	60	10	10	15	10	48	10	20	25	10	0	35	10	23	20	20	40	30	21	30	11	64	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1663	44	21	8	42	13	45	31	44	29	47	60	70	55	60	60	10	10	28	31	19	70	66	60	10	20	50	30	30	20	20	1	32	40	30	0	10	15	3	43	0	20	25	10	0	35	10	23	15	20	40	14	21	30	11	64	30	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	697	10	20	7	21	11	85	13	22	16	24	20	21	13	8	11	5	5	6	16	13	6	11	25	4	8	16	11	4	7	8	3	10	27	18	6	2	15	9	14	4	6	6	8	18	5	2	8	7	6	13	9	11	8	5	16	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	199	26	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	9	21	0	4	0	0	0	20	0	0	0	0	19	0	0	30	10	0	0	7	5	10	0	0	0	0	0	0	0	5	0	0	16	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	187	8	3	0	12	9	14	6	12	8	4	14	21	12	10	10	1	0	3	1	1	2	2	2	0	0	0	0	5	1	0	0	1	1	0	0	0	0	0	4	0	0	1	0	0	1	1	1	0	0	3	5	3	2	2	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4165	179	116	26	143	38	162	79	112	171	103	208	192	140	92	93	19	21	92	125	82	173	142	129	18	27	137	55	50	26	45	18	56	88	111	15	27	23	20	102	4	22	11	9	4	108	16	52	30	47	74	44	45	30	29	105	67	13					
		9.69%	14.20%	10.66%	11.61%	12.15%	3.55%	13.99%	6.34%	7.52%	10.88%	8.25%	15.48%	10.55%	8.96%	5.39%	8.10%	8.48%	13.21%	7.10%	12.30%	7.88%	10.42%	10.17%	10.50%	10.78%	11.02%	10.68%	9.35%	6.18%	6.99%	8.95%	14.29%	13.30%	13.66%	13.14%	12.10%	9.89%	11.44%	13.61%	8.07%	11.76%	6.83%	10.68%	8.49%	10.00%	13.76%	10.53%	10.38%	8.33%	13.09%	7.40%	8.19%	8.12%	5.39%	14.36%	6.94%	12.43%	7.47%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4170	235	189	22	203	47	177	257	162	99	109	22	143	156	83	124	23	25	152	46	94	108	153	85	20	31	189	40	33	39	49	23	45	59	70	15	35	30	22	91	2	23	7	6	1	90	10	21	45	26	108	56	29	38	24	124	41	14					
		9.70%	18.64%	17.37%	9.82%	17.25%	4.39%	15.28%	20.61%	10.87%	6.30%	8.73%	1.64%	7.86%	9.98%	4.87%	10.80%	10.27%	15.72%	11.74%	4.53%	9.03%	6.51%	10.96%	6.92%	11.98%	12.65%	14.73%	6.80%	4.08%	10.48%	9.74%	18.25%	10.69%	9.16%	8.28%	12.10%	12.82%	14.93%	14.97%	7.20%	5.88%	7.14%	6.80%	5.66%	2.50%	11.46%	6.58%	4.19%	12.50%	7.24%	10.80%	10.43%	5.23%	6.82%	11.88%	8.20%	7.61%	8.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	246	0	0	0	21	1	13	0	2	0	19	0	3	0	24	3	2	5	9	10	0	9	14	10	2	4	10	1	0	3	0	1	0	0	9	4	0	6	1	5	1	11	0	0	0	0	0	4	4	3	2	0	9	4	0	15	0	2					
		0.57%	0.00%	0.00%	0.00%	1.78%	0.09%	1.12%	0.00%	0.13%	0.00%	1.52%	0.00%	0.16%	0.00%	1.41%	0.26%	0.89%	3.14%	0.69%	0.98%	0.00%	0.54%	1.00%	0.81%	1.20%	1.63%	0.78%	0.17%	0.00%	0.81%	0.00%	0.79%	0.00%	0.00%	1.07%	3.23%	0.00%	2.99%	0.68%	0.40%	2.94%	3.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	1.11%	0.84%	0.20%	0.00%	1.62%	0.72%	0.00%	0.99%	0.00%	1.15%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7228	351	291	31	289	66	285	286	237	278	206	329	297	224	138	146	37	24	201	195	211	280	285	226	14	36	248	81	162	78	89	34	82	78	98	11	35	18	13	169	5	13	2	11	2	82	27	96	35	65	186	99	71	64	19	182	90	20					
		16.81%	27.84%	26.75%	13.84%	24.55%	6.17%	24.61%	22.94%	15.91%	17.68%	16.49%	24.48%	16.32%	14.33%	8.09%	12.72%	16.52%	15.09%	15.52%	19.19%	20.27%	16.87%	20.42%	18.40%	8.38%	14.69%	19.33%	13.78%	20.02%	20.97%	17.69%	26.98%	19.48%	12.11%	11.60%	8.87%	12.82%	8.96%	8.84%	13.37%	14.71%	4.04%	1.94%	10.38%	5.00%	10.45%	17.76%	19.16%	9.72%	18.11%	18.60%	18.44%	12.82%	11.49%	9.41%	12.03%	16.70%	11.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	280	0	0	0	22	6	20	0	7	0	0	0	2	0	20	10	3	1	35	0	0	5	32	5	0	6	14	6	8	7	0	4	0	0	10	0	0	0	2	15	0	12	0	0	0	0	0	0	9	0	3	0	5	1	0	7	0	3					
