Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Жуковская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №634	УИК №637	УИК №638	УИК №643	УИК №645	УИК №646	УИК №647	УИК №648	УИК №652	УИК №653	УИК №655	УИК №656	УИК №658									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	77693	1935	2394	2207	1956	2501	2544	2167	1809	2140	2136	1957	2263	2118	2140	1803	2424	2144	2061	2310	1978	2179	2122	2196	2247	2188	1872	2759	2108	2500	2405	1919	1961	1925	1955	2082	2288									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	57700	1500	1800	1600	1500	1800	1900	1600	1400	1600	1600	1500	1700	1600	1600	1400	1800	1600	1600	1700	1400	1600	1600	1600	1700	1600	1500	2100	1500	1800	1700	1400	1400	1400	1400	1500	1700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	25951	517	769	701	694	740	754	724	637	800	739	600	773	758	750	692	843	775	721	828	726	614	614	686	776	823	556	957	624	887	788	622	642	648	683	754	736									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	599	23	20	20	8	6	9	19	12	22	16	29	33	21	28	11	16	14	15	11	82	19	12	32	16	23	8	2	6	4	8	4	18	12	7	8	5									
6	Число погашенных избирательных бюллетеней	31139	960	1011	879	798	1054	1137	857	751	778	845	871	894	821	822	697	941	811	852	861	592	967	974	882	907	754	936	1143	870	909	904	774	740	740	710	738	959									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	596	23	17	20	8	6	9	19	12	22	16	29	33	21	28	11	16	14	15	11	82	19	12	32	16	23	8	2	6	4	8	4	18	12	7	8	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	25753	516	769	701	692	738	753	721	637	793	737	599	773	756	749	692	841	773	703	828	726	614	613	686	774	691	556	955	624	886	780	618	641	645	683	754	736									
9	Число недействительных избирательных бюллетеней	606	8	19	15	11	22	23	16	21	18	12	24	13	19	27	16	20	9	15	31	14	23	19	14	18	20	11	11	15	21	6	10	17	14	10	20	24									
10	Число действительных избирательных бюллетеней	25743	531	767	706	689	722	739	724	628	797	741	604	793	758	750	687	837	778	703	808	794	610	606	704	772	694	553	946	615	869	782	612	642	643	680	742	717									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1620	45	45	45	45	45	46	45	44	45	45	45	45	45	45	45	45	45	45	45	45	46	44	45	45	45	45	45	45	45	45	45	45	45	45	45	45									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	385	7	11	12	9	12	24	6	9	11	9	9	11	18	15	9	11	9	8	16	12	6	9	4	12	9	9	8	6	21	23	6	11	10	5	8	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	928	5	6	20	6	0	7	3	4	43	14	9	14	8	6	58	9	6	8	8	12	16	6	3	23	6	553	13	7	6	2	8	5	10	11	5	8									
14	Число погашенных неиспользованных открепительных удостоверений	1235	38	34	33	36	33	22	39	35	34	36	36	34	27	30	36	34	36	37	29	33	40	35	41	33	36	36	37	39	24	22	39	34	35	40	37	35									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	155	0	2	4	2	7	3	5	3	1	4	5	4	8	4	6	7	6	4	7	1	2	4	4	7	9	5	8	3	12	4	0	3	3	2	4	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	932	15	27	19	23	39	19	31	22	35	24	16	36	28	19	27	26	30	24	25	30	22	18	22	23	17	29	37	29	40	32	24	23	27	26	22	26									
		3.54%	2.78%	3.44%	2.64%	3.29%	5.24%	2.49%	4.19%	3.39%	4.29%	3.19%	2.55%	4.47%	3.60%	2.45%	3.84%	3.03%	3.81%	3.34%	2.98%	3.71%	3.48%	2.88%	3.06%	2.91%	2.38%	5.14%	3.87%	4.60%	4.49%	4.06%	3.86%	3.49%	4.11%	3.77%	2.89%	3.51%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	570	19	15	14	10	14	24	13	8	16	18	10	16	16	19	16	23	24	13	19	11	18	25	11	12	18	14	20	8	22	15	10	13	23	12	13	18									
		2.16%	3.53%	1.91%	1.94%	1.43%	1.88%	3.15%	1.76%	1.23%	1.96%	2.39%	1.59%	1.99%	2.06%	2.45%	2.28%	2.68%	3.05%	1.81%	2.26%	1.36%	2.84%	4.00%	1.53%	1.52%	2.52%	2.48%	2.09%	1.27%	2.47%	1.90%	1.61%	1.97%	3.50%	1.74%	1.71%	2.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	930	19	19	21	30	26	20	28	28	37	23	34	27	20	35	19	35	32	28	28	33	18	21	34	39	32	11	29	23	17	28	18	25	17	20	29	27									
		3.53%	3.53%	2.42%	2.91%	4.29%	3.49%	2.62%	3.78%	4.31%	4.54%	3.05%	5.41%	3.35%	2.57%	4.50%	2.70%	4.08%	4.07%	3.90%	3.34%	4.08%	2.84%	3.36%	4.74%	4.94%	4.48%	1.95%	3.03%	3.65%	1.91%	3.55%	2.89%	3.79%	2.59%	2.90%	3.81%	3.64%									
