Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Ярославская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310					
1	"Число избирателей, внесенных в списки"	40397	1601	1578	2691	985	1746	1267	436	121	578	1376	1239	1340	335	186	880	1234	707	233	594	812	913	755	2703	510	2596	1370	210	1925	327	1562	2277	1282	1218	1268	516	300	726					
2	"Число бюллетеней, полученных участковыми комиссиями"	39000	1540	1510	2515	930	1770	1300	449	126	585	1295	1145	1295	367	199	875	1270	685	222	610	815	915	755	2505	550	2400	1280	202	1960	389	1435	2090	1182	1140	1165	510	304	715					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20824	890	890	1596	410	611	686	282	51	252	672	617	723	300	76	422	803	368	111	367	332	456	359	1488	355	1609	593	73	1006	118	533	1216	633	552	630	245	188	311					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3092	81	56	24	123	88	95	31	12	74	97	147	42	0	35	108	40	26	42	67	165	95	58	159	34	12	178	46	83	52	390	106	74	122	122	49	11	148					
6	Число погашенных бюллетеней	15084	569	564	895	397	1071	519	136	63	259	526	381	530	67	88	345	427	291	69	176	318	364	338	858	161	779	509	83	871	219	512	768	475	466	413	216	105	256					
7	Число бюллетеней в переносных ящиках для голосования	3091	81	56	24	123	88	95	31	12	74	97	147	42	0	35	108	40	26	42	67	165	95	58	158	34	12	178	46	83	52	390	106	74	122	122	49	11	148					
8	Число бюллетеней в стационарных ящиках для голосования	20813	890	890	1591	410	611	686	282	51	252	672	617	723	300	76	422	803	368	111	367	332	456	359	1488	355	1609	592	73	1006	118	533	1211	633	552	630	245	188	311					
9	Число недействительных бюллетеней	504	51	19	39	5	37	18	4	3	0	0	15	7	3	2	14	19	7	1	8	10	17	2	38	5	21	17	2	23	2	15	22	22	23	16	4	1	12					
10	Число действительных бюллетеней	23400	920	927	1576	528	662	763	309	60	326	769	749	758	297	109	516	824	387	152	426	487	534	415	1608	384	1600	753	117	1066	168	908	1295	685	651	736	290	198	447					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1299	49	50	50	30	50	30	20	20	20	50	50	50	20	20	30	30	20	20	30	30	30	30	50	20	50	50	20	50	20	50	50	30	50	50	30	20	30					
