Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Корткеросская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582					
1	"Число избирателей, внесенных в списки избирателей"	18386	528	1321	199	164	153	88	716	842	1725	1163	182	525	357	693	344	664	220	460	1639	526	602	501	265	1093	683	291	675	159	244	1364					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18300	530	1350	190	160	140	90	710	820	1740	1110	170	520	340	700	340	670	210	450	1660	540	580	500	270	1100	680	290	680	150	240	1370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10815	270	659	110	111	100	58	452	557	1181	739	104	324	197	402	215	343	135	262	897	308	372	279	182	547	394	197	421	120	156	723					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1091	26	84	13	17	11	4	26	23	28	63	12	31	20	40	8	21	9	73	64	63	66	76	8	64	67	26	31	7	14	96					
6	Число погашенных избирательных бюллетеней	6394	234	607	67	32	29	28	232	240	531	308	54	165	123	258	117	306	66	115	699	169	142	145	80	489	219	67	228	23	70	551					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1091	26	84	13	17	11	4	26	23	28	63	12	31	20	40	8	21	9	73	64	63	66	76	8	64	67	26	31	7	14	96					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10814	270	659	110	111	100	58	452	556	1181	739	104	324	197	402	215	343	135	262	897	308	372	279	182	547	394	197	421	120	156	723					
9	Число недействительных избирательных бюллетеней	115	6	7	2	0	0	0	1	6	9	8	2	8	4	4	4	6	1	2	10	0	4	2	1	7	4	2	7	1	0	7					
10	Число действительных избирательных бюллетеней	11790	290	736	121	128	111	62	477	573	1200	794	114	347	213	438	219	358	143	333	951	371	434	353	189	604	457	221	445	126	170	812					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	168	3	10	3	3	3	2	5	5	13	7	3	4	4	5	4	4	3	4	10	22	4	4	3	12	3	4	5	2	2	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	154	3	10	3	3	3	2	5	5	13	5	3	1	4	4	4	4	3	4	10	22	4	3	3	12	3	3	5	1	2	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	103	0	5	2	1	2	1	4	6	13	10	2	5	5	2	6	2	3	1	7	6	1	1	0	2	5	0	4	2	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	0	1	0	1	1	4	5	4	0	3	0	0	1	1	0	1	1	0	0	1	0	0	3	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	624	1	27	2	3	2	0	7	16	50	37	5	10	13	15	10	9	9	51	74	10	12	13	2	33	47	14	70	30	20	32					
