Выборы Президента Российской Федерации																																																								
Дата голосования: 04.03.2012																																																								
																																																								
Наименование Избирательной комиссии:    Шилкинская																																																								
																																																								
Сводная таблица итогов голосования																																																								
																																																								
	Число участковых избирательных комиссий	45																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	45																																																						
																																																								
		Сумма	УИК №862	УИК №863	УИК №864	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907									
1	Число избирателей, включенных в список избирателей	34057	2252	2611	2228	1361	1780	222	1888	465	2143	1909	1740	1839	2315	296	152	219	1745	631	162	438	111	395	244	70	490	80	772	189	483	726	206	115	431	132	183	334	148	108	165	668	91	143	956	294	127									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	32702	2000	2450	2100	1250	1650	217	1900	483	1950	1850	1650	1750	2100	303	151	216	1700	632	159	452	110	399	238	70	500	83	768	187	503	740	208	114	457	141	199	335	150	107	182	671	104	150	900	296	127									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	17483	1125	1326	1225	757	792	110	984	211	1026	957	978	975	1010	157	83	144	686	295	96	262	72	236	143	45	252	42	409	63	218	448	105	92	292	86	128	225	83	75	110	342	55	102	483	106	72									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1736	33	34	48	23	47	0	99	28	116	89	41	53	47	93	17	6	105	116	12	17	9	12	10	1	78	14	50	72	97	61	49	11	48	8	20	27	5	0	18	33	9	15	11	35	19									
6	Число погашенных избирательных бюллетеней	13483	842	1090	827	470	811	107	817	244	808	804	631	722	1043	53	51	66	909	221	51	173	29	151	85	24	170	27	309	52	188	231	54	11	117	47	51	83	62	32	54	296	40	33	406	155	36									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1736	33	34	48	23	47	0	99	28	116	89	41	53	47	93	17	6	105	116	12	17	9	12	10	1	78	14	50	72	97	61	49	11	48	8	20	27	5	0	18	33	9	15	11	35	19									
8	Число бюллетеней в стационарных ящиках для голосования	17476	1125	1326	1225	757	792	110	984	211	1022	957	976	975	1010	157	83	144	686	295	96	262	72	236	143	44	252	42	409	63	218	448	105	92	292	86	128	225	83	75	110	342	55	102	483	106	72									
9	Число недействительных избирательных бюллетеней	225	12	17	19	12	15	0	11	3	12	10	13	9	17	2	1	1	4	4	2	1	0	1	2	1	5	0	3	0	3	5	2	0	4	3	1	5	1	2	1	7	0	1	7	3	3									
10	Число действительных избирательных бюллетеней	18987	1146	1343	1254	768	824	110	1072	236	1126	1036	1004	1019	1040	248	99	149	787	407	106	278	81	247	151	44	325	56	456	135	312	504	152	103	336	91	147	247	87	73	127	368	64	116	487	138	88									
11	Число полученных открепительных  удостоверений	614	11	20	16	16	15	5	18	5	45	45	45	35	40	5	5	5	35	10	5	10	5	10	5	3	10	3	10	5	10	10	5	3	38	10	21	3	3	3	6	15	15	10	15	3	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	544	11	20	16	16	15	4	18	2	44	45	45	33	39	1	3	4	35	10	0	10	5	8	5	2	5	0	10	3	6	10	2	0	37	6	20	2	1	1	6	12	14	10	6	0	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям	350	9	22	25	15	9	1	4	2	10	5	10	8	6	83	1	5	7	53	1	5	3	7	5	0	2	0	2	3	1	4	0	0	13	0	3	0	1	4	3	4	3	6	3	2	0									
14	Число неиспользованных открепительных удостоверений	70	0	0	0	0	0	1	0	3	1	0	0	2	1	4	2	1	0	0	5	0	0	2	0	1	5	3	0	2	4	0	3	3	1	4	1	1	2	2	0	3	1	0	9	3	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	36	5	5	7	2	1	1	0	0	5	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	Жириновский Владимир Вольфович	1768	134	157	123	59	110	9	109	18	65	85	69	61	89	17	9	16	65	66	18	20	12	28	13	11	37	9	28	21	23	60	4	8	53	21	22	18	6	10	16	27	7	10	22	2	1									
