Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Красноярская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785					
1	"Число избирателей, включенных в списки избирателей"	39784	190	630	135	520	1506	2295	1017	316	1063	2043	2023	1874	388	222	2076	2125	1746	1662	2198	1446	1359	866	380	180	871	859	499	480	276	1063	415	486	314	454	578	390	736	795	375	452	141	383	315	226	520	264	632					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37232	200	600	138	500	1400	2000	1000	300	1000	1950	2000	1550	350	230	2000	1850	1700	1600	2000	1400	1200	800	350	175	800	800	450	450	250	1050	400	450	300	450	550	350	700	800	350	450	139	350	300	200	500	250	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24952	135	383	105	334	809	1381	641	162	811	1476	1616	1308	263	150	1000	1225	808	843	1259	663	701	447	161	58	693	697	396	394	193	649	246	317	173	301	376	300	607	667	302	290	86	198	219	181	337	200	391					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2881	30	58	17	30	93	99	139	93	69	143	196	200	60	33	75	46	92	50	38	56	19	79	63	34	25	28	32	23	41	151	54	46	54	41	56	50	27	37	36	42	22	71	16	5	57	43	112					
6	Число погашенных избирательных бюллетеней	9399	35	159	16	136	498	520	220	45	120	331	188	42	27	47	925	579	800	707	703	681	480	274	126	83	82	75	22	33	16	250	100	87	73	108	118	0	66	96	12	118	31	81	65	14	106	7	97					
