Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Дульдургинская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34					
1	"Число избирателей, внесенных в списки избирателей"	9687	850	1345	2374	685	220	545	136	211	447	1026	626	560	662					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9646	871	1229	2323	691	222	532	137	222	490	1068	624	559	678					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7476	727	905	1773	582	187	468	115	168	366	779	438	381	587					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1063	28	71	118	99	16	34	18	33	81	186	173	131	75					
6	Число погашенных избирательных бюллетеней	1107	116	253	432	10	19	30	4	21	43	103	13	47	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1063	28	71	118	99	16	34	18	33	81	186	173	131	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7476	727	905	1773	582	187	468	115	168	366	779	438	381	587					
9	Число недействительных избирательных бюллетеней	55	10	8	8	7	3	2	0	1	4	2	3	3	4					
10	Число действительных избирательных бюллетеней	8484	745	968	1883	674	200	500	133	200	443	963	608	509	658					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	398	25	50	50	39	17	19	3	20	29	50	32	32	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	23	34	47	39	17	5	1	20	25	50	32	32	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	123	6	34	28	5	3	4	2	4	13	13	4	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	47	2	16	3	0	0	14	2	0	4	0	0	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	150	12	25	30	6	3	6	0	1	14	33	6	8	6					
		1.76%	1.59%	2.56%	1.59%	0.88%	1.48%	1.20%	0.00%	0.50%	3.13%	3.42%	0.98%	1.56%	0.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	0	0	3	1	0	1	0	0	0	5	0	1	3					
		0.16%	0.00%	0.00%	0.16%	0.15%	0.00%	0.20%	0.00%	0.00%	0.00%	0.52%	0.00%	0.20%	0.45%					
20	3.Политическая партия «Демократическая партия России»	4	0	2	0	0	0	0	0	0	2	0	0	0	0					
		0.05%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	572	54	79	169	5	9	96	11	13	11	50	4	44	27					
		6.70%	7.15%	8.09%	8.94%	0.73%	4.43%	19.12%	8.27%	6.47%	2.46%	5.18%	0.65%	8.59%	4.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	0	0	2	0	0	0	0	1	0	0	0	0	1					
		0.05%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.15%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	2	3	0	0	0	0	0	1	1	2	0	1					
		0.13%	0.13%	0.20%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.10%	0.33%	0.00%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	643	91	115	144	13	14	58	27	26	26	72	10	22	25					
		7.53%	12.05%	11.78%	7.62%	1.91%	6.90%	11.55%	20.30%	12.94%	5.82%	7.46%	1.64%	4.30%	3.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	156	18	30	39	10	1	13	3	2	9	15	6	5	5					
		1.83%	2.38%	3.07%	2.06%	1.47%	0.49%	2.59%	2.26%	0.99%	2.01%	1.55%	0.98%	0.98%	0.76%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	23	1	2	7	4	0	3	1	0	0	1	1	2	1					
		0.27%	0.13%	0.20%	0.37%	0.59%	0.00%	0.60%	0.75%	0.00%	0.00%	0.10%	0.16%	0.39%	0.15%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6880	566	713	1477	630	171	321	91	156	376	785	579	426	589					
		80.57%	74.97%	73.05%	78.11%	92.51%	84.24%	63.94%	68.42%	77.61%	84.12%	81.35%	94.76%	83.20%	88.97%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	27	2	0	9	5	2	2	0	1	4	1	0	1	0					
		0.32%	0.26%	0.00%	0.48%	0.73%	0.99%	0.40%	0.00%	0.50%	0.89%	0.10%	0.00%	0.20%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
