Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Нерчинско-Заводская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666					
1	"Число избирателей, внесенных в списки избирателей"	8316	512	569	257	99	212	114	195	228	922	92	333	248	559	2078	296	33	67	245	249	190	284	534					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8139	500	560	246	96	210	111	200	230	938	90	334	238	553	2010	286	33	66	237	227	198	289	487					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	105	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5463	240	344	164	86	136	58	127	197	575	83	215	204	420	1219	199	32	53	177	191	144	230	369					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	424	36	62	11	5	11	7	18	11	21	0	23	15	27	118	18	0	0	13	6	16	6	0					
6	Число погашенных избирательных бюллетеней	2147	119	154	71	5	63	46	55	22	342	7	96	19	106	673	69	1	13	47	30	38	53	118					
7	Число избирательных бюллетеней в переносных ящиках для голосования	529	141	62	11	5	11	7	18	11	21	0	23	15	27	118	18	0	0	13	6	16	6	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5463	240	344	164	86	136	58	127	197	575	83	215	204	420	1219	199	32	53	177	191	144	230	369					
9	Число недействительных избирательных бюллетеней	84	0	5	0	2	2	0	6	4	6	1	8	0	15	9	3	0	1	7	4	0	2	9					
10	Число действительных избирательных бюллетеней	5908	381	401	175	89	145	65	139	204	590	82	230	219	432	1328	214	32	52	183	193	160	234	360					
