Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Заинская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466					
1	"Число избирателей, внесенных в список избирателей"	31858	1132	943	1264	1623	789	723	1280	846	923	856	939	1039	1215	1220	1253	2089	1132	1507	1543	1348	946	1857	1673	1822	1896					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32055	1149	953	1275	1615	805	736	1286	838	931	862	943	1048	1223	1233	1255	2103	1144	1520	1544	1358	949	1869	1671	1834	1911					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29496	1055	878	1179	1463	724	664	1214	795	880	787	854	944	1113	1093	1173	1946	1023	1434	1458	1251	856	1751	1540	1654	1767					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	531	20	13	31	30	28	17	15	7	6	17	25	34	20	17	18	31	6	9	13	4	11	16	35	77	31					
6	Число погашенных избирательных бюллетеней	2028	74	62	65	122	53	55	57	36	45	58	64	70	90	123	64	126	115	77	73	103	82	102	96	103	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	531	20	13	31	30	28	17	15	7	6	17	25	34	20	17	18	31	6	9	13	4	11	16	35	77	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29496	1055	878	1179	1463	724	664	1214	795	880	787	854	944	1113	1093	1173	1946	1023	1434	1458	1251	856	1751	1540	1654	1767					
9	Число недействительных избирательных бюллетеней	67	7	4	0	5	3	0	4	2	3	4	6	0	0	9	1	3	6	2	1	4	0	0	3	0	0					
10	Число действительных избирательных бюллетеней	29960	1068	887	1210	1488	749	681	1225	800	883	800	873	978	1133	1101	1190	1974	1023	1441	1470	1251	867	1767	1572	1731	1798					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	575	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23					
