Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Пинежская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707					
1	"Число избирателей, внесенных в списки избирателей"	23112	480	807	361	242	257	532	354	810	873	189	87	366	264	727	254	522	162	383	577	1313	2069	374	1002	68	191	415	559	1155	524	1411	321	156	326	232	124	124	139	322	351	256	341	1582	1071	134	77	144	84					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21900	450	800	350	220	250	510	320	770	820	200	95	340	280	700	250	500	170	370	530	1200	1900	340	910	55	170	400	530	1100	500	1350	300	160	310	230	118	140	150	330	330	225	320	1450	1000	135	90	150	82					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12676	265	459	189	140	128	303	238	475	493	127	61	215	117	426	189	283	77	216	381	802	1097	257	546	39	121	186	290	557	287	713	178	97	203	97	87	79	55	150	193	84	185	875	510	46	29	88	43					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1121	33	17	8	5	10	20	11	72	23	23	4	30	11	37	13	12	11	48	17	10	79	23	5	0	1	61	8	43	36	31	9	6	23	9	5	7	9	70	12	77	15	50	27	48	21	12	19					
6	Число погашенных избирательных бюллетеней	8103	152	324	153	75	112	187	71	223	304	50	30	95	152	237	48	205	82	106	132	388	724	60	359	16	48	153	232	500	177	606	113	57	84	124	26	54	86	110	125	64	120	525	463	41	40	50	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1121	33	17	8	5	10	20	11	72	23	23	4	30	11	37	13	12	11	48	17	10	79	23	5	0	1	61	8	43	36	31	9	6	23	9	5	7	9	70	12	77	15	50	27	48	21	12	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12675	265	459	189	140	128	303	238	475	493	127	61	215	117	426	189	283	77	216	381	802	1097	257	546	38	121	186	290	557	287	713	178	97	203	97	87	79	55	150	193	84	185	875	510	46	29	88	43					
9	Число недействительных избирательных бюллетеней	83	0	0	1	0	1	1	5	3	7	0	0	2	1	1	3	1	0	2	3	7	4	5	2	0	0	0	0	3	1	3	2	0	1	1	1	3	0	1	1	0	3	7	6	1	0	0	0					
10	Число действительных избирательных бюллетеней	13713	298	476	196	145	137	322	244	544	509	150	65	243	127	462	199	294	88	262	395	805	1172	275	549	38	122	247	298	597	322	741	185	103	225	105	91	83	64	219	204	161	197	918	531	93	50	100	62					
