Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Хабаровск, Железнодорожная																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №350	УИК №361									
1	Число избирателей, включенных в список избирателей	112221	2415	2461	1960	2548	2330	796	2734	2705	2710	2759	2596	2816	1299	1920	2335	2173	1807	1298	2432	1886	2631	586	2231	2612	2008	2541	2401	2731	1858	2421	1524	2549	1392	2519	1912	2439	2668	732	2621	2860	2535	2493	2360	2439	1944	1900	1938	2573	264	1345	2446	2460	153	155									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	113490	2000	2600	2100	2600	2300	700	2800	2700	2700	2700	2600	2900	1200	1900	2500	2200	1800	1300	2400	1900	2700	590	2200	2600	2100	2600	2500	2800	1800	2400	1500	2600	1400	2500	1900	2500	2600	800	2700	2900	2600	2500	2300	2400	1900	2100	2000	2500	500	1300	2400	2400	500	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	65522	1447	1478	1385	1429	1128	557	1454	1760	1545	1648	1545	1893	869	897	1495	1191	1053	724	1316	1039	1474	298	1164	1309	1291	1369	1254	1702	1119	1400	872	1443	720	1391	1196	1544	1498	333	2069	1739	1572	1545	1477	1450	1104	1856	1106	1179	24	791	921	1151	153	155									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3719	88	116	36	52	60	15	58	20	28	36	45	47	25	35	135	97	37	23	52	81	87	283	51	26	65	53	111	60	31	62	93	71	51	42	50	49	88	352	82	48	45	21	101	113	100	7	22	66	240	29	47	87	0	0									
6	Число погашенных избирательных бюллетеней	44249	465	1006	679	1119	1112	128	1288	920	1127	1016	1010	960	306	968	870	912	710	553	1032	780	1139	9	985	1265	744	1178	1135	1038	650	938	535	1086	629	1067	654	907	1014	115	549	1113	983	934	722	837	696	237	872	1255	236	480	1432	1162	347	345									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3719	88	116	36	52	60	15	58	20	28	36	45	47	25	35	135	97	37	23	52	81	87	283	51	26	65	53	111	60	31	62	93	71	51	42	50	49	88	352	82	48	45	21	101	113	100	7	22	66	240	29	47	87	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	65507	1447	1478	1385	1429	1128	557	1454	1760	1543	1644	1543	1893	869	897	1495	1189	1052	724	1316	1039	1474	298	1164	1309	1291	1369	1254	1702	1119	1400	872	1443	720	1391	1196	1544	1498	333	2069	1739	1571	1545	1476	1449	1104	1855	1106	1179	24	791	921	1151	153	155									
9	Число недействительных избирательных бюллетеней	881	16	26	17	17	14	9	16	27	10	16	28	30	16	11	26	15	13	10	20	10	12	25	13	16	16	18	14	16	13	17	8	23	12	18	7	23	13	12	24	21	14	19	63	18	8	27	10	19	2	8	13	10	1	1									
10	Число действительных избирательных бюллетеней	68345	1519	1568	1404	1464	1174	563	1496	1753	1561	1664	1560	1910	878	921	1604	1271	1076	737	1348	1110	1549	556	1202	1319	1340	1404	1351	1746	1137	1445	957	1491	759	1415	1239	1570	1573	673	2127	1766	1602	1547	1514	1544	1196	1835	1118	1226	262	812	955	1228	152	154									
11	Число полученных открепительных  удостоверений	2657	45	40	50	63	50	12	60	57	47	55	53	120	40	40	50	45	46	24	45	40	43	15	40	40	40	60	55	40	40	35	30	45	25	40	40	50	60	0	308	46	55	65	55	51	40	140	52	45	0	40	40	40	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2464	44	40	47	63	50	9	53	57	46	53	52	105	28	40	50	41	45	16	45	38	43	8	40	40	38	48	36	40	32	34	23	45	19	30	34	50	53	0	302	44	44	64	47	51	40	134	51	44	0	37	38	33	0	0									
