Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Закаменская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в список избирателей"	18366	221	317	919	349	314	213	178	534	191	392	473	288	155	381	730	294	451	451	140	629	638	226	711	926	1100	1602	1540	1279	912	557	636	619					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17218	220	318	980	345	321	181	164	515	195	385	465	285	155	383	665	306	437	451	137	603	612	227	685	879	1048	1455	1280	1064	808	476	584	589					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	750	70	57	85	19	46	5	10	37	0	76	0	56	17	33	0	41	35	54	5	36	61	0	7	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10970	120	219	595	286	241	163	141	419	180	263	354	199	117	325	486	223	293	339	129	409	336	213	457	479	528	823	588	641	472	263	317	352					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1568	29	41	100	23	23	9	12	51	10	42	60	18	16	16	84	28	102	58	3	85	61	13	64	46	73	90	95	182	60	12	28	34					
6	Число погашенных избирательных бюллетеней	3930	1	1	200	17	11	4	1	8	5	4	51	12	5	9	95	14	7	0	0	73	154	1	157	354	447	542	597	241	276	201	239	203					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2318	99	98	185	42	69	14	22	88	10	118	60	74	33	49	84	69	137	112	8	121	122	13	71	46	73	90	95	182	60	12	28	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10964	120	219	595	286	241	163	141	419	180	263	354	199	117	325	486	223	293	339	129	409	336	213	457	479	528	823	587	636	472	263	317	352					
9	Число недействительных избирательных бюллетеней	162	8	3	4	2	0	1	0	2	1	21	3	1	1	0	2	3	4	0	1	17	9	2	4	10	10	9	15	11	8	4	1	5					
10	Число действительных избирательных бюллетеней	13120	211	314	776	326	310	176	163	505	189	360	411	272	149	374	568	289	426	451	136	513	449	224	524	515	591	904	667	807	524	271	344	381					
