Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Кызылская городская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32					
1	"Число избирателей, внесенных в списки избирателей"	49101	1290	2028	1207	2122	1193	899	2191	679	1036	850	878	1590	1616	2734	1260	1950	1237	1067	1205	1354	2012	1102	3029	2669	1102	2086	1808	1941	1167	2172	937	690					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	58860	1360	2600	1430	2880	1620	1580	3140	930	1360	1220	1300	2300	2330	2600	1260	2370	1200	1210	1430	1290	2200	1240	2750	2700	1420	2470	2250	2300	1340	2370	1160	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	32215	681	1437	621	1359	767	698	1364	476	735	543	678	1130	1294	2001	816	1577	711	622	634	629	1341	731	1661	1362	697	1410	1293	1392	769	1453	777	556					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4431	150	132	254	234	182	151	307	77	44	88	57	66	322	72	30	210	31	81	245	27	116	91	41	937	86	25	110	64	60	71	55	15					
6	Число погашенных избирательных бюллетеней	22206	529	1031	555	1287	671	731	1469	376	581	587	565	1104	714	527	414	581	458	507	551	635	743	418	1048	397	637	1035	847	844	511	846	328	679					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4429	150	131	254	234	182	151	307	77	44	88	56	66	322	72	30	210	31	81	245	27	116	91	41	937	86	25	110	64	60	71	55	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	32214	681	1437	620	1359	767	698	1364	476	735	543	678	1130	1294	2001	816	1577	711	622	634	629	1341	731	1661	1362	697	1410	1293	1392	769	1453	777	556					
9	Число недействительных избирательных бюллетеней	285	12	19	7	18	9	2	12	2	6	2	2	10	22	13	18	24	2	1	4	8	3	3	9	14	1	6	12	8	7	16	6	7					
10	Число действительных избирательных бюллетеней	36358	819	1549	867	1575	940	847	1659	551	773	629	732	1186	1594	2060	828	1763	740	702	875	648	1454	819	1693	2285	782	1429	1391	1448	822	1508	826	564					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	590	10	20	10	30	10	10	20	45	10	20	20	20	20	35	20	10	10	10	20	10	20	10	30	30	20	20	30	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	477	3	19	9	30	10	6	11	38	9	13	19	19	19	23	12	10	4	3	10	8	20	6	25	30	14	19	27	20	18	10	4	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	265	7	4	2	4	6	9	33	24	11	4	10	11	9	9	4	4	4	3	5	4	7	5	5	17	6	21	9	2	4	6	4	12					
14	Число погашенных неиспользованных открепительных удостоверений	113	7	1	1	0	0	4	9	7	1	7	1	1	1	12	8	0	6	7	10	2	0	4	5	0	6	1	3	0	2	0	6	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	156	5	5	1	11	4	9	12	3	6	9	1	5	5	10	3	2	7	5	4	8	4	1	3	6	5	3	3	7	0	3	4	2					
16	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	314	1	14	11	9	5	9	11	3	7	3	5	16	15	17	14	16	4	5	5	4	10	9	11	27	8	11	9	16	2	26	8	3					
		0.86%	0.12%	0.89%	1.26%	0.56%	0.53%	1.06%	0.66%	0.54%	0.90%	0.48%	0.68%	1.34%	0.93%	0.82%	1.65%	0.90%	0.54%	0.71%	0.57%	0.61%	0.69%	1.09%	0.65%	1.17%	1.02%	0.77%	0.64%	1.10%	0.24%	1.71%	0.96%	0.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	126	0	3	4	2	5	1	10	1	0	0	2	7	11	7	6	17	2	0	1	0	8	2	7	3	2	3	6	6	4	4	2	0					
		0.34%	0.00%	0.19%	0.46%	0.13%	0.53%	0.12%	0.60%	0.18%	0.00%	0.00%	0.27%	0.59%	0.68%	0.34%	0.71%	0.95%	0.27%	0.00%	0.11%	0.00%	0.55%	0.24%	0.41%	0.13%	0.26%	0.21%	0.43%	0.41%	0.48%	0.26%	0.24%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	0	0	5	0	0	2	0	0	0	2	1	0	0	0	0	1	2	1	0	2	1	0	1	2	0	0	2	3	0	0	0	0					
		0.07%	0.00%	0.00%	0.57%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.32%	0.14%	0.00%	0.00%	0.00%	0.00%	0.06%	0.27%	0.14%	0.00%	0.30%	0.07%	0.00%	0.06%	0.09%	0.00%	0.00%	0.14%	0.21%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1798	33	87	59	77	47	28	80	18	34	45	33	82	111	142	77	73	39	17	16	11	51	33	105	76	30	62	70	73	39	91	33	26					
		4.91%	3.97%	5.55%	6.75%	4.83%	4.95%	3.30%	4.79%	3.25%	4.36%	7.13%	4.50%	6.86%	6.87%	6.85%	9.10%	4.09%	5.26%	2.42%	1.82%	1.68%	3.50%	4.01%	6.17%	3.31%	3.83%	4.32%	4.99%	5.01%	4.70%	5.97%	3.97%	4.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	79	1	0	8	2	1	0	2	1	2	0	1	3	2	7	5	7	0	0	2	0	3	1	4	4	0	2	2	4	1	13	1	0					
		0.22%	0.12%	0.00%	0.92%	0.13%	0.11%	0.00%	0.12%	0.18%	0.26%	0.00%	0.14%	0.25%	0.12%	0.34%	0.59%	0.39%	0.00%	0.00%	0.23%	0.00%	0.21%	0.12%	0.24%	0.17%	0.00%	0.14%	0.14%	0.27%	0.12%	0.85%	0.12%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	141	2	2	3	5	6	6	3	5	3	0	1	3	6	7	8	4	2	2	0	2	6	2	10	13	1	6	4	11	7	6	2	3					
		0.38%	0.24%	0.13%	0.34%	0.31%	0.63%	0.71%	0.18%	0.90%	0.39%	0.00%	0.14%	0.25%	0.37%	0.34%	0.95%	0.22%	0.27%	0.28%	0.00%	0.30%	0.41%	0.24%	0.59%	0.57%	0.13%	0.42%	0.29%	0.76%	0.84%	0.39%	0.24%	0.53%					
