Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
"Наименование Избирательной комиссии:    Новокузнецк, Новоильинская"																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592					
1	"Число избирателей, внесенных в список избирателей"	57731	2288	1454	2004	1569	2866	2815	2711	2763	267	2852	2076	2096	2005	2023	2483	2774	2092	1869	2194	2408	2000	2716	2390	387	2414	2396	1819					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	54050	2000	1300	2000	1500	2500	2500	2500	2500	260	2500	2000	2000	2000	2000	2300	2500	2000	1800	2000	2300	2000	2500	2300	390	2300	2300	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31064	1306	733	1041	956	1440	1220	1503	1312	197	1667	1059	1200	1133	998	1326	1428	1100	1015	1134	1255	1102	1715	1346	207	1333	1327	1011					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1148	89	43	35	36	23	59	43	38	32	17	38	43	34	35	52	42	20	23	26	24	38	32	29	174	48	37	38					
6	Число погашенных избирательных бюллетеней	21838	605	524	924	508	1037	1221	954	1150	31	816	903	757	833	967	922	1030	880	762	840	1021	860	753	925	9	919	936	751					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1148	89	43	35	36	23	59	43	38	32	17	38	43	34	35	52	42	20	23	26	24	38	32	29	174	48	37	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30998	1306	727	1041	926	1440	1220	1503	1312	197	1667	1057	1197	1120	995	1322	1428	1099	1015	1134	1254	1101	1715	1346	207	1331	1327	1011					
9	Число недействительных избирательных бюллетеней	697	26	19	15	5	29	23	24	34	16	30	25	41	21	25	35	29	32	28	30	26	30	37	24	13	29	30	21					
10	Число действительных избирательных бюллетеней	31449	1369	751	1061	957	1434	1256	1522	1316	213	1654	1070	1199	1133	1005	1339	1441	1087	1010	1130	1252	1109	1710	1351	368	1350	1334	1028					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1960	80	60	80	60	80	80	80	80	20	80	80	80	80	80	80	80	80	60	80	80	80	80	80	20	80	80	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	913	45	13	30	29	41	65	56	52	6	72	21	51	33	33	43	43	23	21	40	28	26	27	26	0	29	30	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	513	12	8	9	12	21	21	16	18	8	14	21	12	11	3	20	21	9	16	8	13	10	191	13	2	8	6	10					
14	Число погашенных неиспользованных открепительных удостоверений	1047	35	47	50	31	39	15	24	28	14	8	59	29	47	47	37	37	57	39	40	52	54	53	54	20	51	50	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	2	2	0	2	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4827	168	111	148	146	256	160	243	193	26	229	165	181	190	163	215	218	163	152	154	212	184	272	244	9	248	208	169					
		15.02%	12.04%	14.42%	13.75%	15.18%	17.50%	12.51%	15.72%	14.30%	11.35%	13.60%	15.07%	14.60%	16.46%	15.83%	15.65%	14.83%	14.57%	14.64%	13.28%	16.59%	16.15%	15.57%	17.75%	2.36%	17.98%	15.25%	16.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7140	290	171	234	193	341	284	340	253	23	484	305	333	284	227	283	318	266	247	265	265	247	348	312	15	288	310	214					
		22.21%	20.79%	22.21%	21.75%	20.06%	23.31%	22.20%	21.99%	18.74%	10.04%	28.74%	27.85%	26.85%	24.61%	22.04%	20.60%	21.63%	23.77%	23.80%	22.84%	20.74%	21.69%	19.92%	22.69%	3.94%	20.88%	22.73%	20.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	419	16	15	20	18	25	17	22	20	2	26	15	15	22	10	17	20	8	12	9	20	8	19	16	4	14	9	20					
		1.30%	1.15%	1.95%	1.86%	1.87%	1.71%	1.33%	1.42%	1.48%	0.87%	1.54%	1.37%	1.21%	1.91%	0.97%	1.24%	1.36%	0.71%	1.16%	0.78%	1.56%	0.70%	1.09%	1.16%	1.05%	1.02%	0.66%	1.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3289	51	76	100	106	171	147	169	119	17	145	112	138	129	123	163	186	116	111	120	148	124	185	137	9	158	117	112					
		10.23%	3.66%	9.87%	9.29%	11.02%	11.69%	11.49%	10.93%	8.81%	7.42%	8.61%	10.23%	11.13%	11.18%	11.94%	11.86%	12.65%	10.37%	10.69%	10.34%	11.58%	10.89%	10.59%	9.96%	2.36%	11.46%	8.58%	10.68%					
