Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
"Наименование Избирательной комиссии:    Новокузнецк, Новоильинская"																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756					
1	"Число избирателей, внесенных в списки избирателей"	51304	2075	2790	2527	308	2463	2440	2325	1835	1503	1974	1611	2201	1812	2233	1924	2153	2613	2550	2621	2672	2158	1873	2238	2405					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50550	2000	2700	2500	350	2500	2500	2400	1800	1400	2000	1600	2100	1800	2100	1900	2200	2500	2500	2500	2600	2100	1900	2200	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39075	1625	2416	1850	182	1679	1718	2063	1513	895	1330	1466	1484	1288	1688	1536	1666	1882	2128	2085	2131	1813	1476	1495	1666					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2076	31	71	57	126	74	89	100	47	308	80	47	52	28	45	126	146	123	96	169	75	60	45	40	41					
6	Число погашенных избирательных бюллетеней	9399	344	213	593	42	747	693	237	240	197	590	87	564	484	367	238	388	495	276	246	394	227	379	665	693					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2076	31	71	57	126	74	89	100	47	308	80	47	52	28	45	126	146	123	96	169	75	60	45	40	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39050	1607	2416	1850	182	1679	1718	2063	1510	895	1330	1462	1484	1288	1688	1536	1666	1882	2128	2085	2131	1813	1476	1495	1666					
9	Число недействительных избирательных бюллетеней	345	3	33	6	6	2	13	2	20	7	16	14	22	13	9	10	10	25	30	2	26	12	22	24	18					
10	Число действительных избирательных бюллетеней	40781	1635	2454	1901	302	1751	1794	2161	1537	1196	1394	1495	1514	1303	1724	1652	1802	1980	2194	2252	2180	1861	1499	1511	1689					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1900	80	60	60	0	60	100	140	70	80	50	50	60	100	80	90	80	100	100	130	170	50	70	50	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1893	80	60	60	0	60	100	140	70	80	50	44	60	100	80	90	80	100	100	130	170	50	69	50	70					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	882	29	156	32	11	24	41	25	7	23	4	18	12	13	15	14	115	52	166	95	12	2	4	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	383	9	10	17	0	16	14	12	11	5	9	8	15	16	23	24	12	21	29	14	29	17	27	21	24					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	546	25	33	5	1	33	10	36	20	28	0	30	26	15	30	28	18	43	44	16	29	22	22	29	3					
		1.33%	1.53%	1.33%	0.26%	0.32%	1.88%	0.55%	1.66%	1.28%	2.33%	0.00%	1.99%	1.69%	1.14%	1.73%	1.68%	0.99%	2.14%	1.98%	0.71%	1.31%	1.17%	1.45%	1.89%	0.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	635	23	31	5	1	37	16	30	25	17	35	22	38	32	19	27	26	33	39	28	66	30	20	33	2					
		1.54%	1.40%	1.25%	0.26%	0.32%	2.11%	0.89%	1.39%	1.61%	1.41%	2.48%	1.46%	2.47%	2.43%	1.10%	1.62%	1.43%	1.65%	1.75%	1.24%	2.99%	1.60%	1.31%	2.15%	0.12%					
20	3.Политическая партия «Демократическая партия России»	52	1	3	2	0	1	2	0	3	3	3	3	4	6	0	0	3	7	2	1	0	3	2	2	1					
		0.13%	0.06%	0.12%	0.10%	0.00%	0.06%	0.11%	0.00%	0.19%	0.25%	0.21%	0.20%	0.26%	0.46%	0.00%	0.00%	0.17%	0.35%	0.09%	0.04%	0.00%	0.16%	0.13%	0.13%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2788	89	132	289	4	151	116	142	104	73	93	119	113	62	77	74	108	126	147	148	173	103	84	129	132					
		6.78%	5.43%	5.31%	15.15%	1.30%	8.61%	6.42%	6.56%	6.68%	6.07%	6.60%	7.89%	7.36%	4.71%	4.44%	4.45%	5.96%	6.28%	6.61%	6.57%	7.84%	5.50%	5.52%	8.40%	7.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	499	18	33	4	1	21	7	12	14	4	13	14	15	20	14	8	19	18	22	170	17	20	9	8	18					
		1.21%	1.10%	1.33%	0.21%	0.32%	1.20%	0.39%	0.55%	0.90%	0.33%	0.92%	0.93%	0.98%	1.52%	0.81%	0.48%	1.05%	0.90%	0.99%	7.54%	0.77%	1.07%	0.59%	0.52%	1.05%					
23	6.Политическая партия «Партия социальной справедливости»	118	3	9	8	0	5	5	7	6	9	0	10	3	2	1	0	6	5	6	5	7	6	4	9	2					
		0.29%	0.18%	0.36%	0.42%	0.00%	0.29%	0.28%	0.32%	0.39%	0.75%	0.00%	0.66%	0.20%	0.15%	0.06%	0.00%	0.33%	0.25%	0.27%	0.22%	0.32%	0.32%	0.26%	0.59%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	4317	219	271	145	6	219	182	215	125	147	226	144	133	176	187	183	238	168	200	259	305	195	174	194	6					
		10.50%	13.37%	10.90%	7.60%	1.95%	12.49%	10.07%	9.94%	8.03%	12.22%	16.03%	9.54%	8.66%	13.37%	10.79%	11.01%	13.13%	8.38%	8.99%	11.49%	13.83%	10.41%	11.44%	12.64%	0.35%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1698	34	132	95	0	5	161	122	93	49	0	75	71	72	54	79	22	115	118	14	125	107	70	79	6					
		4.13%	2.08%	5.31%	4.98%	0.00%	0.29%	8.91%	5.64%	5.97%	4.07%	0.00%	4.97%	4.62%	5.47%	3.12%	4.75%	1.21%	5.74%	5.31%	0.62%	5.67%	5.71%	4.60%	5.15%	0.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	215	9	10	6	0	14	11	11	7	14	0	8	14	12	13	7	12	9	11	6	17	9	5	7	3					
		0.52%	0.55%	0.40%	0.31%	0.00%	0.80%	0.61%	0.51%	0.45%	1.16%	0.00%	0.53%	0.91%	0.91%	0.75%	0.42%	0.66%	0.45%	0.49%	0.27%	0.77%	0.48%	0.33%	0.46%	0.18%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29369	1205	1761	1339	289	1226	1272	1555	1120	833	1024	1043	1061	882	1306	1217	1307	1425	1580	1599	1403	1332	1087	990	1513					
		71.41%	73.57%	70.81%	70.21%	93.83%	69.94%	70.39%	71.89%	71.93%	69.24%	72.62%	69.12%	69.08%	67.02%	75.36%	73.23%	72.13%	71.07%	71.04%	70.94%	63.60%	71.12%	71.47%	64.50%	88.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	544	9	39	3	0	39	12	31	20	19	0	27	36	24	23	29	43	31	25	6	38	34	22	31	3					
		1.32%	0.55%	1.57%	0.16%	0.00%	2.22%	0.66%	1.43%	1.28%	1.58%	0.00%	1.79%	2.34%	1.82%	1.33%	1.74%	2.37%	1.55%	1.12%	0.27%	1.72%	1.82%	1.45%	2.02%	0.18%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
