Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Тальменская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
1	"Число избирателей, внесенных в списки"	36043	1246	279	374	583	369	667	87	274	584	300	1595	122	102	203	872	379	354	195	1542	548	283	1686	1722	1640	1422	224	241	931	343	137	539	377	221	44	1272	1325	1328	1286	1249	1384	1177	1182	598	1261	1175	1174	1147					
2	"Число бюллетеней, полученных участковыми комиссиями"	33452	1226	263	329	526	336	599	76	238	514	260	1373	110	88	177	732	340	324	167	1368	492	255	1485	1522	1395	1203	214	224	1343	298	120	487	334	203	55	1151	1182	1217	1206	1145	1248	1100	1083	1058	1144	1076	1118	1048					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19836	679	165	226	352	231	371	66	199	369	206	1032	105	74	123	498	197	207	119	864	341	199	809	912	715	637	157	123	896	226	97	300	253	135	37	657	650	685	691	571	543	605	605	563	564	601	587	594					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1590	58	13	42	31	38	57	10	8	28	24	16	5	7	13	35	35	34	22	43	80	10	36	24	49	61	8	32	35	31	5	39	14	15	7	30	52	50	61	39	154	27	25	35	64	37	22	29					
6	Число погашенных бюллетеней	12025	489	85	61	143	67	171	0	31	117	30	325	0	7	41	199	108	83	26	461	71	46	639	586	631	505	49	69	412	41	18	148	67	53	11	464	480	482	454	535	551	468	453	460	516	438	509	425					
7	Число бюллетеней в переносных ящиках для голосования	1590	58	13	42	31	38	57	10	8	28	24	16	5	7	13	35	35	34	22	43	80	10	36	24	49	61	8	32	35	31	5	39	14	15	7	30	52	50	61	39	154	27	25	35	64	37	22	29					
8	Число бюллетеней в стационарных ящиках для голосования	19799	666	165	226	352	230	371	66	199	369	206	1016	105	74	123	498	197	207	119	864	341	199	808	912	715	637	157	122	896	226	97	300	253	135	37	656	650	685	690	571	542	605	603	563	564	601	587	594					
9	Число недействительных бюллетеней	267	0	3	1	6	9	4	0	3	1	0	25	5	1	1	13	3	4	0	9	16	2	8	11	15	6	1	2	8	3	1	16	4	3	0	5	7	2	10	8	16	6	10	0	8	8	1	2					
10	Число действительных бюллетеней	21122	724	175	267	377	259	424	76	204	396	230	1007	105	80	135	520	229	237	141	898	405	207	836	925	749	692	164	152	923	254	101	323	263	147	44	681	695	733	741	602	680	626	618	598	620	630	608	621					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	365	5	5	10	5	5	8	2	5	5	5	8	5	2	5	5	5	5	5	5	5	5	10	10	10	10	5	5	8	5	5	5	5	5	2	10	10	50	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	154	5	1	5	5	0	0	0	1	0	2	6	2	0	0	4	0	0	0	3	2	0	7	7	8	8	0	2	3	5	1	0	5	0	0	8	1	25	1	7	4	4	2	6	5	2	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	189	4	4	1	2	1	3	1	7	0	1	9	4	0	1	4	0	2	2	10	1	2	9	3	20	16	1	1	17	11	3	2	4	0	5	7	4	4	1	1	3	3	1	5	2	0	2	5					
14	Число погашенных открепительных удостоверений	211	0	4	5	0	5	8	2	4	5	3	2	3	2	5	1	5	5	5	2	3	5	3	3	2	2	5	3	5	0	4	5	0	5	2	2	9	25	9	3	6	6	8	4	5	8	8	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	281	9	8	3	1	5	4	1	4	7	3	13	3	1	3	12	0	1	1	12	7	0	7	11	18	7	5	3	10	6	0	2	4	1	0	12	5	7	11	7	8	11	7	7	4	2	17	11					
		1.31%	1.24%	4.49%	1.11%	0.26%	1.86%	0.93%	1.31%	1.93%	1.76%	1.30%	1.25%	2.72%	1.23%	2.20%	2.25%	0.0%	0.41%	0.70%	1.32%	1.66%	0.0%	0.82%	1.17%	2.35%	1.00%	3.03%	1.94%	1.07%	2.33%	0.0%	0.58%	1.49%	0.66%	0.0%	1.74%	0.71%	0.95%	1.46%	1.14%	1.14%	1.74%	1.11%	1.17%	0.63%	0.31%	2.79%	1.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	480	33	4	1	8	3	5	3	3	9	14	19	1	1	1	8	0	5	3	34	16	3	12	22	14	18	1	2	25	2	2	5	6	8	1	15	16	21	8	12	21	26	10	11	12	11	12	13					
