Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Дубненская городская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
1	"Число избирателей, внесенных в список"	55024	1666	1833	1480	2065	2887	2941	2787	2186	1393	1585	1913	2641	1756	1594	1955	1590	1635	1758	1800	1699	2932	1886	1610	1498	1727	2880	2846	481					
2	Число полученных избирательных бюллетеней	56300	1704	1867	1526	2091	2988	2986	2893	2200	1431	1601	1940	2823	1783	1617	1977	1605	1656	1773	1811	1715	2977	1921	1654	1504	1774	2991	2896	596					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30413	930	969	831	1202	1533	1642	1621	1267	734	809	981	1385	996	846	1033	846	878	1005	1023	926	1602	1054	922	903	1019	1605	1558	293					
5	"Число избирательных бюллетеней, выданных вне помещения"	631	25	27	36	14	22	28	22	23	33	20	11	29	14	18	22	13	7	11	22	20	50	29	25	24	21	21	35	9					
6	Число погашенных избирательных бюллетеней	25256	749	871	659	875	1433	1316	1250	910	664	772	948	1409	773	753	922	746	771	757	766	769	1325	838	707	577	734	1365	1303	294					
7	Число избирательных бюллетеней в переносных ящиках	631	25	27	36	14	22	28	22	23	33	20	11	29	14	18	22	13	7	11	22	20	50	29	25	24	21	21	35	9					
8	Число бюллетеней в стационарных ящиках для голосования	30330	930	968	831	1202	1515	1635	1620	1264	734	809	980	1383	995	841	1031	843	878	1004	1019	922	1582	1054	922	901	1019	1602	1553	293					
9	Число недействительных избирательных бюллетеней	190	8	7	4	9	9	9	11	10	5	8	7	7	2	3	7	2	5	6	12	4	9	10	6	4	6	7	12	1					
10	Число действительных избирательных бюллетеней	30771	947	988	863	1207	1528	1654	1631	1277	762	821	984	1405	1007	856	1046	854	880	1009	1029	938	1623	1073	941	921	1034	1616	1576	301					
11	Число полученных открепительных  удостоверений	850	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	Число выданных открепительных удостоверений	396	7	7	1	9	12	17	33	16	8	12	10	24	10	5	12	13	7	10	18	14	25	19	22	11	26	16	13	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	259	9	1	8	6	9	24	8	8	7	8	4	6	0	10	8	8	4	13	19	6	8	3	9	15	17	22	9	10					
14	Число неиспользованных открепительных удостоверений	454	23	23	29	21	18	13	7	14	22	18	20	6	20	25	18	17	23	20	12	16	5	11	8	19	4	14	17	11					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	2855	91	74	76	132	115	131	189	124	71	49	74	97	79	78	101	87	70	97	103	111	175	123	103	106	95	131	160	13					
		9.22%	9.53%	7.44%	8.77%	10.86%	7.48%	7.88%	11.51%	9.63%	9.26%	5.91%	7.47%	6.87%	7.83%	9.08%	9.59%	10.16%	7.91%	9.56%	9.89%	11.78%	10.72%	11.36%	10.88%	11.46%	9.13%	8.07%	10.08%	4.30%					
19	. Малышкин Олег Александрович	443	19	6	8	16	16	20	18	20	16	12	21	31	7	18	17	13	20	13	14	16	12	19	8	11	19	19	31	3					
		1.43%	1.99%	0.60%	0.92%	1.32%	1.04%	1.20%	1.10%	1.55%	2.09%	1.45%	2.12%	2.20%	0.69%	2.10%	1.61%	1.52%	2.26%	1.28%	1.34%	1.70%	0.74%	1.75%	0.84%	1.19%	1.83%	1.17%	1.95%	0.99%					
20	. Миронов Сергей Михайлович	284	12	4	9	14	12	10	14	10	4	12	8	13	14	4	7	12	11	8	16	9	16	11	6	9	8	15	15	1					
		0.92%	1.26%	0.40%	1.04%	1.15%	0.78%	0.60%	0.85%	0.78%	0.52%	1.45%	0.81%	0.92%	1.39%	0.47%	0.66%	1.40%	1.24%	0.79%	1.54%	0.96%	0.98%	1.02%	0.63%	0.97%	0.77%	0.92%	0.94%	0.33%					
21	. Путин Владимир Владимирович	18785	589	648	521	756	1008	1040	974	780	446	558	613	975	634	510	603	503	535	607	606	539	936	596	512	533	609	1015	938	201					
		60.67%	61.68%	65.13%	60.09%	62.17%	65.58%	62.54%	59.32%	60.61%	58.15%	67.31%	61.86%	69.05%	62.83%	59.37%	57.26%	58.76%	60.45%	59.80%	58.21%	57.22%	57.35%	55.03%	54.07%	57.62%	58.56%	62.54%	59.07%	66.56%					
22	. Хакамада Ирина Муцуовна	2288	58	43	53	65	77	89	101	78	58	55	80	88	66	64	105	86	68	86	81	81	176	106	86	86	108	97	129	18					
		7.39%	6.07%	4.32%	6.11%	5.35%	5.01%	5.35%	6.15%	6.06%	7.56%	6.63%	8.07%	6.23%	6.54%	7.45%	9.97%	10.05%	7.68%	8.47%	7.78%	8.60%	10.78%	9.79%	9.08%	9.30%	10.38%	5.98%	8.12%	5.96%					
23	. Харитонов Николай Михайлович	3767	111	153	145	136	203	245	212	178	109	77	96	100	134	114	128	75	115	97	125	93	201	136	142	119	110	216	166	31					
		12.17%	11.62%	15.38%	16.72%	11.18%	13.21%	14.73%	12.91%	13.83%	14.21%	9.29%	9.69%	7.08%	13.28%	13.27%	12.16%	8.76%	12.99%	9.56%	12.01%	9.87%	12.32%	12.56%	14.99%	12.86%	10.58%	13.31%	10.45%	10.26%					
																																			
24	Против всех	2349	67	60	51	88	97	119	123	87	58	58	92	101	73	68	85	78	61	101	84	89	107	82	84	57	85	123	137	34					
		7.59%	7.02%	6.03%	5.88%	7.24%	6.31%	7.16%	7.49%	6.76%	7.56%	7.00%	9.28%	7.15%	7.23%	7.92%	8.07%	9.11%	6.89%	9.95%	8.07%	9.45%	6.56%	7.57%	8.87%	6.16%	8.17%	7.58%	8.63%	11.26%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
