Выборы Президента Российской Федерации																																							
Дата голосования: 18.03.2018																																							
																																							
Наименование Избирательной комиссии:    Дубненская городская																																							
																																							
Сводная таблица итогов голосования																																							
																																							
	Число участковых избирательных комиссий	28																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	28																																					
																																							
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
1	"Число избирателей, включенных в список избирателей"	55007	2566	2608	2583	1714	1267	1223	1363	2572	2486	1877	1049	2795	1760	1366	2672	1867	2729	1384	2788	2938	2843	1306	1128	1007	1390	2425	1826	1475									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52750	2500	2400	2400	1700	1200	1200	1300	2500	2500	1800	1000	2700	1700	1300	2700	1800	2800	1300	2700	2900	2700	1200	1000	900	1300	2350	1700	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	34013	1597	1472	1725	1129	867	794	831	1637	1562	1176	622	1681	1014	833	1665	1156	1659	848	1763	1759	1740	833	677	603	826	1481	1088	975									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	708	43	81	29	23	8	15	11	35	36	15	7	17	18	21	19	24	38	14	17	39	40	25	12	15	37	23	44	2									
6	Число погашенных избирательных бюллетеней	18029	860	847	646	548	325	391	458	828	902	609	371	1002	668	446	1016	620	1103	438	920	1102	920	342	311	282	437	846	568	223									
7	Число избирательных бюллетеней в переносных ящиках для голосования	706	43	81	29	23	8	15	9	35	36	15	7	17	18	21	19	24	38	14	17	39	40	25	12	15	37	23	44	2									
8	Число бюллетеней в стационарных ящиках для голосования	33947	1594	1459	1724	1126	866	794	825	1636	1562	1176	622	1681	1014	830	1657	1155	1659	848	1746	1759	1740	833	677	603	824	1479	1083	975									
9	Число недействительных избирательных бюллетеней	431	20	24	17	14	9	7	9	18	15	9	8	30	15	7	24	10	18	12	21	19	24	16	15	5	14	19	12	20									
10	Число действительных избирательных бюллетеней	34222	1617	1516	1736	1135	865	802	825	1653	1583	1182	621	1668	1017	844	1652	1169	1679	850	1742	1779	1756	842	674	613	847	1483	1115	957									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
13	Бабурин Сергей Николаевич	360	13	18	20	16	8	8	10	18	9	12	11	16	9	6	24	11	21	2	13	17	23	6	7	10	10	17	13	12									
		1.04%	0.79%	1.17%	1.14%	1.39%	0.92%	0.99%	1.20%	1.08%	0.56%	1.01%	1.75%	0.94%	0.87%	0.71%	1.43%	0.93%	1.24%	0.23%	0.74%	0.95%	1.29%	0.70%	1.02%	1.62%	1.16%	1.13%	1.15%	1.23%									
14	Грудинин Павел Николаевич	4585	212	177	232	175	109	127	110	214	246	168	78	206	128	104	217	158	230	119	254	255	228	109	92	104	94	169	122	148									
