Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
"Наименование Избирательной комиссии:    Владивосток, Советская"																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327					
1	"Число избирателей, внесенных в списки"	85238	543	2292	2054	1932	2192	1710	2451	2277	1424	2473	567	990	1632	2089	1938	1195	880	501	579	2024	1207	1072	2571	1860	2608	2867	2944	2371	2510	2202	2576	2297	3046	2790	1173	2048	2594	2210	1929	2815	1510	2977	2813	505					
2	"Число бюллетеней, полученных участковыми комиссиями"	77996	500	2050	1900	1750	2000	1650	2250	2050	1300	2000	500	950	1550	1850	1750	1100	800	400	550	1850	1100	1000	2400	1700	2400	2650	2750	2250	2350	2050	2400	2150	2750	2600	1100	1900	2350	2100	1800	2350	1300	2800	2600	396					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33433	255	774	752	673	704	695	819	667	580	887	191	374	585	847	544	376	262	189	369	1041	418	325	1035	759	996	1233	1071	1075	1044	922	996	974	1313	1325	525	858	1220	1050	737	871	489	1337	1253	23					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1631	11	76	2	32	8	0	12	45	24	108	69	0	6	21	29	27	97	28	56	17	5	46	26	16	24	26	25	27	19	18	20	14	7	36	12	19	30	26	16	143	1	29	31	347					
6	Число погашенных бюллетеней	42932	234	1200	1146	1045	1288	955	1419	1338	696	1005	240	576	959	982	1177	697	441	183	125	792	677	629	1339	925	1380	1391	1654	1148	1287	1110	1384	1162	1430	1239	563	1023	1100	1024	1047	1336	810	1434	1316	26					
7	Число бюллетеней в переносных ящиках для голосования	1631	11	76	2	32	8	0	12	45	24	108	69	0	6	21	29	27	97	28	56	17	5	46	26	16	24	26	25	27	19	18	20	14	7	36	12	19	30	26	16	143	1	29	31	347					
8	Число бюллетеней в стационарных ящиках для голосования	33355	255	774	752	673	696	695	819	667	580	886	191	374	585	840	544	375	262	189	369	1041	418	325	1035	759	996	1232	1069	1075	1042	922	982	974	1310	1325	523	856	1218	1048	736	844	489	1337	1250	23					
9	Число недействительных бюллетеней	619	7	11	21	25	14	30	41	11	11	11	4	9	2	27	9	3	29	0	61	31	13	2	9	8	9	13	8	9	17	10	17	11	8	12	4	6	20	12	8	19	4	14	27	2					
10	Число действительных бюллетеней	34367	259	839	733	680	690	665	790	701	593	983	256	365	589	834	564	399	330	217	364	1027	410	369	1052	767	1011	1245	1086	1093	1044	930	985	977	1309	1349	531	869	1228	1062	744	968	486	1352	1254	368					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1217	27	27	27	27	27	27	27	27	27	27	27	27	27	27	13	27	27	27	27	27	13	27	30	30	30	58	30	30	30	23	30	30	30	30	30	30	30	30	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	491	3	9	9	4	12	4	17	8	14	12	5	4	6	21	5	4	2	2	0	9	7	4	12	3	13	47	14	11	16	12	22	15	18	16	11	14	21	17	13	11	8	24	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	476	2	6	4	9	5	0	3	16	8	7	8	5	7	14	34	11	11	25	4	16	7	9	8	7	7	9	6	7	4	49	3	6	16	11	6	6	17	10	9	27	3	14	17	23					
14	Число погашенных открепительных удостоверений	726	24	18	18	23	15	23	10	19	13	15	22	23	21	6	8	23	25	25	27	18	6	23	18	27	17	11	16	19	14	11	8	15	12	14	19	16	9	13	17	19	22	6	18	0					
15	Число открепительных удостоверений выданных ТИК	33	0	0	0	3	1	0	1	2	1	1	1	0	0	3	1	1	0	1	0	0	0	0	0	1	1	0	1	2	1	1	1	1	1	1	0	1	0	1	2	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	361	3	14	4	6	10	6	4	6	6	12	1	5	4	10	3	3	3	2	2	19	8	3	10	6	10	16	18	12	5	7	4	6	11	12	8	10	16	10	5	12	8	17	19	5					
		1.03%	1.12%	1.64%	0.53%	0.85%	1.42%	0.86%	0.48%	0.84%	0.99%	1.20%	0.38%	1.33%	0.67%	1.16%	0.52%	0.74%	0.83%	0.92%	0.47%	1.79%	1.89%	0.80%	0.94%	0.77%	0.98%	1.27%	1.64%	1.08%	0.47%	0.74%	0.39%	0.60%	0.83%	0.88%	1.49%	1.14%	1.28%	0.93%	0.66%	1.21%	1.63%	1.24%	1.48%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1330	6	16	22	26	19	12	18	29	18	42	6	15	32	18	27	17	4	11	4	47	13	10	64	34	26	49	60	40	42	31	40	34	57	50	21	40	64	36	36	54	29	47	53	11					
		3.80%	2.25%	1.88%	2.91%	3.68%	2.69%	1.72%	2.16%	4.07%	2.98%	4.22%	2.30%	4.01%	5.41%	2.09%	4.71%	4.22%	1.11%	5.06%	0.94%	4.44%	3.07%	2.69%	6.03%	4.38%	2.54%	3.89%	5.48%	3.62%	3.95%	3.29%	3.99%	3.44%	4.32%	3.67%	3.92%	4.57%	5.12%	3.35%	4.78%	5.47%	5.91%	3.44%	4.13%	2.97%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1200	12	36	33	45	26	25	20	17	22	36	12	8	14	40	20	19	5	11	21	37	13	9	36	28	36	36	37	38	40	36	29	37	28	59	30	26	34	31	17	18	9	57	38	19					
		3.42%	4.51%	4.23%	4.37%	6.38%	3.69%	3.59%	2.40%	2.38%	3.64%	3.62%	4.61%	2.13%	2.36%	4.64%	3.49%	4.72%	1.39%	5.06%	4.94%	3.49%	3.07%	2.42%	3.39%	3.61%	3.52%	2.86%	3.38%	3.44%	3.77%	3.82%	2.89%	3.74%	2.12%	4.33%	5.60%	2.97%	2.72%	2.88%	2.26%	1.82%	1.83%	4.17%	2.96%	5.13%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4669	20	67	93	60	84	73	72	82	71	75	35	26	56	64	85	39	30	17	20	114	32	53	183	138	179	118	210	160	173	124	172	170	221	219	114	162	161	157	119	125	68	169	224	35					
		13.34%	7.51%	7.88%	12.33%	8.51%	11.93%	10.50%	8.66%	11.51%	11.75%	7.54%	13.46%	6.95%	9.47%	7.43%	14.83%	9.70%	8.35%	7.83%	4.70%	10.77%	7.56%	14.28%	17.24%	17.80%	17.54%	9.37%	19.19%	14.51%	16.30%	13.19%	17.16%	17.20%	16.78%	16.09%	21.30%	18.51%	12.90%	14.61%	15.82%	12.66%	13.87%	12.37%	17.48%	9.45%					
22	"5. ""За Русь Святую"""	161	3	12	2	5	8	2	1	6	7	5	0	1	1	2	2	2	2	0	4	7	6	0	3	1	5	0	4	8	8	3	4	0	0	3	5	8	7	1	0	2	2	8	7	4					
		0.46%	1.12%	1.41%	0.26%	0.70%	1.13%	0.28%	0.12%	0.84%	1.15%	0.50%	0.0%	0.26%	0.16%	0.23%	0.34%	0.49%	0.55%	0.0%	0.94%	0.66%	1.41%	0.0%	0.28%	0.12%	0.49%	0.0%	0.36%	0.72%	0.75%	0.31%	0.39%	0.0%	0.0%	0.22%	0.93%	0.91%	0.56%	0.09%	0.0%	0.20%	0.40%	0.58%	0.54%	1.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	133	0	2	4	3	8	3	1	3	5	2	2	0	4	0	4	1	0	0	5	9	0	0	6	3	4	3	6	3	1	3	5	1	4	4	1	6	4	3	5	3	1	4	3	4					
		0.38%	0.0%	0.23%	0.53%	0.42%	1.13%	0.43%	0.12%	0.42%	0.82%	0.20%	0.76%	0.0%	0.67%	0.0%	0.69%	0.24%	0.0%	0.0%	1.17%	0.85%	0.0%	0.0%	0.56%	0.38%	0.39%	0.23%	0.54%	0.27%	0.09%	0.31%	0.49%	0.10%	0.30%	0.29%	0.18%	0.68%	0.32%	0.27%	0.66%	0.30%	0.20%	0.29%	0.23%	1.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	454	3	11	6	8	11	13	10	18	7	23	3	9	11	8	10	4	7	2	2	30	7	10	12	11	15	12	14	2	10	12	11	9	14	10	10	6	30	11	6	17	4	10	10	5					
		1.29%	1.12%	1.29%	0.79%	1.13%	1.56%	1.87%	1.20%	2.52%	1.15%	2.31%	1.15%	2.40%	1.86%	0.92%	1.74%	0.99%	1.94%	0.92%	0.47%	2.83%	1.65%	2.69%	1.13%	1.41%	1.47%	0.95%	1.27%	0.18%	0.94%	1.27%	1.09%	0.91%	1.06%	0.73%	1.86%	0.68%	2.40%	1.02%	0.79%	1.72%	0.81%	0.73%	0.78%	1.35%					
25	"8. ""Народно-республиканская партия России"""	53	0	3	0	0	1	1	3	0	2	0	0	0	1	1	1	1	0	0	1	5	4	0	2	0	0	0	2	0	1	1	3	3	4	0	0	0	3	1	1	2	0	4	2	0					
		0.15%	0.0%	0.35%	0.0%	0.0%	0.14%	0.14%	0.36%	0.0%	0.33%	0.0%	0.0%	0.0%	0.16%	0.11%	0.17%	0.24%	0.0%	0.0%	0.23%	0.47%	0.94%	0.0%	0.18%	0.0%	0.0%	0.0%	0.18%	0.0%	0.09%	0.10%	0.29%	0.30%	0.30%	0.0%	0.0%	0.0%	0.24%	0.09%	0.13%	0.20%	0.0%	0.29%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	205	0	3	4	2	8	1	6	3	7	2	1	4	5	7	1	3	0	1	1	6	0	2	5	8	4	5	13	3	8	5	10	4	13	5	4	9	12	0	4	8	5	5	6	2					
		0.58%	0.0%	0.35%	0.53%	0.28%	1.13%	0.14%	0.72%	0.42%	1.15%	0.20%	0.38%	1.06%	0.84%	0.81%	0.17%	0.74%	0.0%	0.46%	0.23%	0.56%	0.0%	0.53%	0.47%	1.03%	0.39%	0.39%	1.18%	0.27%	0.75%	0.53%	0.99%	0.40%	0.98%	0.36%	0.74%	1.02%	0.96%	0.0%	0.53%	0.81%	1.02%	0.36%	0.46%	0.54%					
27	"10. ""Аграрная партия России"""	734	6	14	20	11	9	15	12	21	13	14	4	10	14	13	7	5	9	5	23	19	7	3	16	19	39	30	12	15	17	23	20	25	20	31	17	14	20	36	10	18	8	45	29	16					
		2.09%	2.25%	1.64%	2.65%	1.56%	1.27%	2.15%	1.44%	2.94%	2.15%	1.40%	1.53%	2.67%	2.36%	1.50%	1.22%	1.24%	2.50%	2.30%	5.41%	1.79%	1.65%	0.80%	1.50%	2.45%	3.82%	2.38%	1.09%	1.36%	1.60%	2.44%	1.99%	2.53%	1.51%	2.27%	3.17%	1.6%	1.60%	3.35%	1.32%	1.82%	1.63%	3.29%	2.26%	4.32%					
28	"11. ""Истинные патриоты России"""	35	0	1	0	0	1	0	3	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	11	1	0	0	2	0	0	1	1	0	0	1	2	0	0					
		0.10%	0.0%	0.11%	0.0%	0.0%	0.14%	0.0%	0.36%	0.0%	0.16%	0.10%	0.0%	0.53%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.09%	0.07%	0.09%	0.18%	0.0%	1.17%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.08%	0.09%	0.0%	0.0%	0.20%	0.14%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	187	3	5	2	2	0	6	6	2	1	5	1	5	1	7	2	1	1	0	3	6	1	0	2	6	5	5	2	5	8	5	9	3	9	5	4	6	9	12	1	6	3	6	13	3					
		0.53%	1.12%	0.58%	0.26%	0.28%	0.0%	0.86%	0.72%	0.28%	0.16%	0.50%	0.38%	1.33%	0.16%	0.81%	0.34%	0.24%	0.27%	0.0%	0.70%	0.56%	0.23%	0.0%	0.18%	0.77%	0.49%	0.39%	0.18%	0.45%	0.75%	0.53%	0.89%	0.30%	0.68%	0.36%	0.74%	0.68%	0.72%	1.11%	0.13%	0.60%	0.61%	0.43%	1.01%	0.81%					
30	"13. ""Демократическая партия России"""	99	1	2	2	8	1	5	0	1	1	4	1	0	0	0	2	0	1	0	2	5	4	1	3	1	6	3	5	4	0	4	3	3	4	2	0	2	2	5	1	1	0	4	3	2					
		0.28%	0.37%	0.23%	0.26%	1.13%	0.14%	0.71%	0.0%	0.14%	0.16%	0.40%	0.38%	0.0%	0.0%	0.0%	0.34%	0.0%	0.27%	0.0%	0.47%	0.47%	0.94%	0.26%	0.28%	0.12%	0.58%	0.23%	0.45%	0.36%	0.0%	0.42%	0.29%	0.30%	0.30%	0.14%	0.0%	0.22%	0.16%	0.46%	0.13%	0.10%	0.0%	0.29%	0.23%	0.54%					
31	"14. ""Великая Россия - Евразийский Союз"""	60	0	10	0	4	1	2	4	1	0	2	0	0	0	2	2	0	1	0	1	2	0	0	0	0	2	3	0	0	1	1	0	1	3	1	0	1	2	3	1	6	1	1	1	0					
		0.17%	0.0%	1.17%	0.0%	0.56%	0.14%	0.28%	0.48%	0.14%	0.0%	0.20%	0.0%	0.0%	0.0%	0.23%	0.34%	0.0%	0.27%	0.0%	0.23%	0.18%	0.0%	0.0%	0.0%	0.0%	0.19%	0.23%	0.0%	0.0%	0.09%	0.10%	0.0%	0.10%	0.22%	0.07%	0.0%	0.11%	0.16%	0.27%	0.13%	0.60%	0.20%	0.07%	0.07%	0.0%					
32	"15. ""Партия СЛОН"""	62	1	2	1	0	1	3	0	0	1	2	0	0	0	0	0	1	0	0	1	3	1	1	1	3	0	3	2	2	2	1	1	1	2	4	2	5	1	5	0	5	1	3	0	0					
		0.17%	0.37%	0.23%	0.13%	0.0%	0.14%	0.43%	0.0%	0.0%	0.16%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.23%	0.28%	0.23%	0.26%	0.09%	0.38%	0.0%	0.23%	0.18%	0.18%	0.18%	0.10%	0.09%	0.10%	0.15%	0.29%	0.37%	0.57%	0.08%	0.46%	0.0%	0.50%	0.20%	0.21%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3566	23	72	78	70	66	68	78	54	87	75	24	22	65	67	55	43	19	38	9	76	35	39	105	100	98	112	88	114	128	125	100	120	183	151	48	102	139	142	79	73	46	164	143	43					
		10.19%	8.64%	8.47%	10.34%	9.92%	9.37%	9.78%	9.38%	7.58%	14.40%	7.54%	9.23%	5.88%	10.99%	7.78%	9.59%	10.69%	5.29%	17.51%	2.11%	7.18%	8.27%	10.51%	9.89%	12.90%	9.60%	8.90%	8.04%	10.34%	12.06%	13.29%	9.98%	12.14%	13.89%	11.09%	8.97%	11.65%	11.13%	13.22%	10.50%	7.39%	9.38%	12.00%	11.16%	11.62%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	74	1	0	6	1	3	3	1	0	1	7	1	2	2	1	2	3	1	1	0	6	0	0	1	1	1	2	0	2	0	3	5	2	0	5	1	1	1	1	1	1	1	0	1	2					
		0.21%	0.37%	0.0%	0.79%	0.14%	0.42%	0.43%	0.12%	0.0%	0.16%	0.70%	0.38%	0.53%	0.33%	0.11%	0.34%	0.74%	0.27%	0.46%	0.0%	0.56%	0.0%	0.0%	0.09%	0.12%	0.09%	0.15%	0.0%	0.18%	0.0%	0.31%	0.49%	0.20%	0.0%	0.36%	0.18%	0.11%	0.08%	0.09%	0.13%	0.10%	0.20%	0.0%	0.07%	0.54%					
35	"18. ""ЛДПР"""	5844	48	154	136	126	158	109	194	144	89	213	32	107	118	163	79	96	56	33	40	267	104	48	182	95	149	157	162	146	161	136	169	152	182	174	72	129	237	162	118	216	93	194	190	54					
		16.70%	18.04%	18.11%	18.03%	17.87%	22.44%	15.68%	23.34%	20.22%	14.73%	21.42%	12.30%	28.60%	19.96%	18.93%	13.78%	23.88%	15.59%	15.20%	9.41%	25.23%	24.58%	12.93%	17.15%	12.25%	14.60%	12.48%	14.80%	13.24%	15.17%	14.46%	16.86%	15.38%	13.81%	12.78%	13.45%	14.74%	18.99%	15.08%	15.69%	21.88%	18.97%	14.20%	14.83%	14.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	507	8	9	13	9	11	7	11	12	4	9	3	1	15	9	13	4	5	2	8	15	7	6	12	10	12	26	15	12	22	15	14	21	27	20	9	13	14	20	15	9	8	17	13	2					
		1.44%	3.00%	1.05%	1.72%	1.27%	1.56%	1.00%	1.32%	1.68%	0.66%	0.90%	1.15%	0.26%	2.53%	1.04%	2.26%	0.99%	1.39%	0.92%	1.88%	1.41%	1.65%	1.61%	1.13%	1.29%	1.17%	2.06%	1.37%	1.08%	2.07%	1.59%	1.39%	2.12%	2.05%	1.46%	1.68%	1.48%	1.12%	1.86%	1.99%	0.91%	1.63%	1.24%	1.01%	0.54%					
37	"20. ""Политическая партия ""Единая Россия"""	8102	58	239	156	119	121	189	171	179	147	302	86	65	155	300	120	92	129	60	121	214	85	123	254	159	208	477	225	287	231	188	191	190	269	308	91	170	252	203	170	242	103	299	279	75					
		23.15%	21.80%	28.11%	20.68%	16.87%	17.18%	27.19%	20.57%	25.14%	24.33%	30.38%	33.07%	17.37%	26.22%	34.84%	20.94%	22.88%	35.93%	27.64%	28.47%	20.22%	20.09%	33.15%	23.93%	20.51%	20.39%	37.91%	20.56%	26.04%	21.77%	20.0%	19.06%	19.23%	20.42%	22.63%	17.00%	19.42%	20.19%	18.90%	22.60%	24.51%	21.02%	21.88%	21.77%	20.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	47	0	2	2	2	0	1	0	1	1	2	0	2	0	1	2	0	2	1	4	2	1	0	1	3	4	3	2	2	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	0					
		0.13%	0.0%	0.23%	0.26%	0.28%	0.0%	0.14%	0.0%	0.14%	0.16%	0.20%	0.0%	0.53%	0.0%	0.11%	0.34%	0.0%	0.55%	0.46%	0.94%	0.18%	0.23%	0.0%	0.09%	0.38%	0.39%	0.23%	0.18%	0.18%	0.0%	0.0%	0.19%	0.20%	0.0%	0.0%	0.0%	0.11%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	112	1	5	1	4	1	0	3	3	3	6	1	0	4	1	0	0	1	0	0	5	1	1	3	3	4	2	4	4	1	4	3	4	6	2	2	5	8	3	1	2	4	3	2	1					
		0.32%	0.37%	0.58%	0.13%	0.56%	0.14%	0.0%	0.36%	0.42%	0.49%	0.60%	0.38%	0.0%	0.67%	0.11%	0.0%	0.0%	0.27%	0.0%	0.0%	0.47%	0.23%	0.26%	0.28%	0.38%	0.39%	0.15%	0.36%	0.36%	0.09%	0.42%	0.29%	0.40%	0.45%	0.14%	0.37%	0.57%	0.64%	0.27%	0.13%	0.20%	0.81%	0.21%	0.15%	0.27%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4705	48	130	101	138	98	82	133	101	68	72	32	42	41	94	106	51	42	30	76	70	73	44	95	98	149	122	149	175	147	150	144	152	188	232	74	128	144	164	119	82	50	236	171	64					
		13.44%	18.04%	15.29%	13.39%	19.57%	13.92%	11.79%	16.00%	14.18%	11.25%	7.24%	12.30%	11.22%	6.93%	10.91%	18.49%	12.68%	11.69%	13.82%	17.88%	6.61%	17.25%	11.85%	8.95%	12.64%	14.60%	9.69%	13.61%	15.88%	13.85%	15.95%	14.37%	15.38%	14.27%	17.04%	13.83%	14.62%	11.53%	15.27%	15.82%	8.30%	10.20%	17.27%	13.34%	17.29%					
																																																			
41	Против всех	1667	14	30	47	31	44	39	39	18	31	72	11	39	45	26	21	14	12	3	16	62	8	16	56	40	54	60	55	57	38	42	45	37	64	50	18	25	66	55	35	66	41	57	47	21					
		4.76%	5.26%	3.52%	6.23%	4.39%	6.25%	5.61%	4.69%	2.52%	5.13%	7.24%	4.23%	10.42%	7.61%	3.01%	3.66%	3.48%	3.34%	1.38%	3.76%	5.86%	1.89%	4.31%	5.27%	5.16%	5.29%	4.76%	5.02%	5.17%	3.58%	4.46%	4.49%	3.74%	4.85%	3.67%	3.36%	2.85%	5.28%	5.12%	4.65%	6.68%	8.36%	4.17%	3.66%	5.67%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
