Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Сокольская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699					
1	"Число избирателей, включенных в списки избирателей"	43946	746	796	907	851	1596	1861	2065	1776	1785	1314	1752	1588	1520	1525	830	962	1824	1606	1718	1659	988	537	1573	1578	2045	1675	303	257	207	315	159	97	534	113	987	194	475	291	638	826	208	418	691	87	69					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40156	670	700	820	810	1450	1700	1880	1630	1625	1220	1600	1435	1360	1400	755	855	1660	1460	1570	1510	890	485	1435	1420	1860	1515	270	245	190	302	155	84	475	95	945	175	420	270	600	755	190	395	665	120	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	23328	329	353	480	541	909	973	1329	964	1103	763	907	883	932	790	350	438	926	790	950	839	445	227	789	827	1219	871	130	165	112	126	74	56	186	39	474	98	290	171	329	409	101	208	357	23	53					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2404	44	53	28	17	42	20	30	38	32	36	17	28	36	57	56	90	34	33	38	51	61	47	21	20	35	66	72	25	38	103	34	20	149	39	130	28	56	45	130	191	33	72	132	62	15					
6	Число погашенных избирательных бюллетеней	14424	297	294	312	252	499	707	521	628	490	421	676	524	392	553	349	327	700	637	582	620	384	211	625	573	606	578	68	55	40	73	47	8	140	17	341	49	74	54	141	155	56	115	176	35	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2404	44	53	28	17	42	20	30	38	32	36	17	28	36	57	56	90	34	33	38	51	61	47	21	20	35	66	72	25	38	103	34	20	149	39	130	28	56	45	130	191	33	72	132	62	15					
8	Число бюллетеней в стационарных ящиках для голосования	23326	329	353	480	541	909	973	1329	963	1103	763	907	883	932	790	350	438	925	790	950	839	445	227	789	827	1219	871	130	165	112	126	74	56	186	39	474	98	290	171	329	409	101	208	357	23	53					
9	Число недействительных избирательных бюллетеней	220	7	7	5	4	12	11	14	5	14	3	7	9	12	3	3	6	4	5	10	10	6	1	7	8	16	8	0	0	1	1	0	0	1	0	4	0	2	0	2	2	3	0	4	2	1					
10	Число действительных избирательных бюллетеней	25510	366	399	503	554	939	982	1345	996	1121	796	917	902	956	844	403	522	955	818	978	880	500	273	803	839	1238	929	202	190	149	228	108	76	334	78	600	126	344	216	457	598	131	280	485	83	67					
11	Число полученных открепительных  удостоверений	776	8	5	10	83	20	40	30	20	25	30	20	13	15	20	10	15	15	15	18	15	5	5	20	15	21	50	5	15	8	20	20	5	10	5	15	5	5	10	35	10	5	25	35	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	598	6	4	5	80	16	35	27	15	14	25	19	9	13	19	4	4	9	11	15	12	4	2	18	7	20	38	1	7	8	20	12	1	5	0	11	2	5	3	28	9	4	16	35	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	414	5	37	11	11	15	17	18	7	20	5	12	15	28	9	4	7	10	11	10	5	15	5	13	13	17	14	2	3	7	3	1	1	5	6	6	6	7	2	11	4	1	0	4	5	6					
14	Число неиспользованных открепительных удостоверений	178	2	1	5	3	4	5	3	5	11	5	1	4	2	1	6	11	6	4	3	3	1	3	2	8	1	12	4	8	0	0	8	4	5	5	4	3	0	7	7	1	1	9	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	14	1	0	0	0	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
