Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Волосовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66					
1	"Число избирателей, внесенных в список избирателей"	33873	2224	2175	1988	2146	958	2094	1112	693	1750	270	1199	1225	1189	1551	446	596	610	1493	1116	1746	1022	1086	307	1124	554	585	1424	1108	82					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28850	1800	1800	1800	1800	700	1800	1000	700	1500	200	1000	1000	1000	1000	400	500	500	1200	1000	1500	1000	1000	300	1000	500	500	1200	1000	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16320	1015	1118	934	1158	394	1555	446	398	891	67	551	533	456	685	196	342	268	799	441	803	388	475	104	638	283	185	693	479	25					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2111	11	25	22	13	21	36	165	54	83	98	25	44	125	94	84	78	31	81	124	102	116	151	70	73	13	125	111	80	56					
6	Число погашенных избирательных бюллетеней	10419	774	657	844	629	285	209	389	248	526	35	424	423	419	221	120	80	201	320	435	595	496	374	126	289	204	190	396	441	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2111	11	25	22	13	21	36	165	54	83	98	25	44	125	94	84	78	31	81	124	102	116	151	70	73	13	125	111	80	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16293	1012	1117	934	1153	394	1555	446	398	887	67	551	529	456	685	193	342	268	798	441	801	388	475	104	634	283	185	693	479	25					
9	Число недействительных избирательных бюллетеней	456	36	16	28	33	9	24	19	11	14	1	18	14	16	28	7	10	11	8	10	25	19	19	4	28	3	7	22	16	0					
10	Число действительных избирательных бюллетеней	17948	987	1126	928	1133	406	1567	592	441	956	164	558	559	565	751	270	410	288	871	555	878	485	607	170	679	293	303	782	543	81					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	765	40	40	40	40	20	40	20	40	25	20	20	20	30	30	20	30	20	30	40	20	25	30	20	20	20	20	25	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	567	33	27	29	29	14	18	8	38	22	4	16	10	23	24	20	19	2	26	40	20	25	30	9	15	20	17	23	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	594	19	26	40	52	39	19	5	9	8	10	8	11	12	145	36	15	11	21	16	14	11	9	8	11	5	2	10	7	15					
14	Число погашенных неиспользованных открепительных удостоверений	198	7	13	11	11	6	22	12	2	3	16	4	10	7	6	0	11	18	4	0	0	0	0	11	5	0	3	2	14	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4209	260	335	265	301	101	234	111	109	202	30	130	152	113	173	59	83	50	236	139	209	134	129	28	118	105	81	156	150	16					
		22.87%	25.42%	29.33%	27.72%	25.81%	24.34%	14.71%	18.17%	24.12%	20.82%	18.18%	22.57%	26.53%	19.45%	22.21%	21.30%	19.76%	16.72%	26.85%	24.60%	23.15%	26.59%	20.61%	16.09%	16.69%	35.47%	26.13%	19.40%	26.83%	19.75%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2474	138	179	158	139	60	163	74	59	139	26	97	91	73	106	45	35	46	111	83	123	61	84	20	93	28	45	112	80	6					
		13.44%	13.49%	15.67%	16.53%	11.92%	14.46%	10.25%	12.11%	13.05%	14.33%	15.76%	16.84%	15.88%	12.56%	13.61%	16.25%	8.33%	15.38%	12.63%	14.69%	13.62%	12.10%	13.42%	11.49%	13.15%	9.46%	14.52%	13.93%	14.31%	7.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	6	6	7	20	3	10	4	2	12	1	3	3	2	5	0	3	1	4	5	9	1	9	2	7	2	1	8	4	0					
		0.76%	0.59%	0.53%	0.73%	1.72%	0.72%	0.63%	0.65%	0.44%	1.24%	0.61%	0.52%	0.52%	0.34%	0.64%	0.00%	0.71%	0.33%	0.46%	0.88%	0.99%	0.20%	1.44%	1.15%	0.99%	0.68%	0.32%	0.99%	0.72%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2386	191	163	143	193	56	134	60	60	123	18	74	83	83	95	21	32	26	119	86	112	43	106	22	76	57	41	100	53	16					
		12.96%	18.67%	14.27%	14.96%	16.55%	13.49%	8.42%	9.82%	13.27%	12.68%	10.91%	12.85%	14.49%	14.29%	12.20%	7.58%	7.62%	8.70%	13.54%	15.22%	12.40%	8.53%	16.93%	12.64%	10.75%	19.26%	13.23%	12.44%	9.48%	19.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	445	58	41	32	38	17	28	11	12	16	3	13	8	7	15	2	6	3	12	15	17	7	10	2	16	10	10	22	14	0					
		2.42%	5.67%	3.59%	3.35%	3.26%	4.10%	1.76%	1.80%	2.65%	1.65%	1.82%	2.26%	1.40%	1.20%	1.93%	0.72%	1.43%	1.00%	1.37%	2.65%	1.88%	1.39%	1.60%	1.15%	2.26%	3.38%	3.23%	2.74%	2.50%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8203	324	393	318	439	166	992	327	195	461	85	240	216	283	354	141	251	161	387	227	404	237	269	96	364	91	124	380	236	42					
		44.57%	31.67%	34.41%	33.26%	37.65%	40.00%	62.35%	53.52%	43.14%	47.53%	51.52%	41.67%	37.70%	48.71%	45.44%	50.90%	59.76%	53.85%	44.03%	40.18%	44.74%	47.02%	42.97%	55.17%	51.49%	30.74%	40.00%	47.26%	42.22%	51.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	91	10	9	5	3	3	6	5	4	3	1	1	6	4	3	2	0	1	2	0	4	2	0	0	5	0	1	4	6	1					
		0.49%	0.98%	0.79%	0.52%	0.26%	0.72%	0.38%	0.82%	0.88%	0.31%	0.61%	0.17%	1.05%	0.69%	0.39%	0.72%	0.00%	0.33%	0.23%	0.00%	0.44%	0.40%	0.00%	0.00%	0.71%	0.00%	0.32%	0.50%	1.07%	1.23%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
