15	Жириновский Владимир Вольфович	577	8	3	2	0	22	8	10	4	1	22	3	3	17	10	3	45	3	1	8	14	21	2	10	2	17	19	4	7	15	46	42	4	10	9	3	6	6	18	1	22	4	2	2	4	7	9	4	5	89									
		5.10%	1.39%	3.80%	1.60%	0.00%	9.24%	9.64%	3.13%	6.90%	4.00%	7.86%	4.62%	6.67%	4.15%	5.52%	6.52%	8.49%	4.17%	1.43%	6.72%	5.11%	7.00%	1.85%	6.33%	3.92%	9.34%	7.09%	3.28%	6.80%	4.07%	4.15%	7.01%	5.97%	9.09%	4.89%	5.00%	5.41%	8.57%	7.06%	0.98%	8.40%	4.26%	1.02%	3.51%	1.35%	16.67%	3.45%	3.39%	1.87%	5.13%									
16	Путин Владимир Владимирович	9257	481	63	107	69	172	65	278	50	22	197	57	41	359	144	41	393	63	63	99	216	236	100	129	45	156	207	85	84	286	861	462	61	90	152	44	86	55	199	92	207	84	181	48	257	31	234	94	237	1474									
		81.75%	83.80%	79.75%	85.60%	95.83%	72.27%	78.31%	87.15%	86.21%	88.00%	70.36%	87.69%	91.11%	87.56%	79.56%	89.13%	74.15%	87.50%	90.00%	83.19%	78.83%	78.67%	92.59%	81.65%	88.24%	85.71%	77.24%	69.67%	81.55%	77.51%	77.71%	77.13%	91.04%	81.82%	82.61%	73.33%	77.48%	78.57%	78.04%	90.20%	79.01%	89.36%	92.35%	84.21%	86.53%	73.81%	89.66%	79.66%	88.43%	84.91%									
17	Собчак Ксения Анатольевна	74	8	1	0	1	2	0	1	0	1	2	0	0	2	0	0	3	1	2	0	5	0	1	1	0	0	0	1	2	6	8	1	0	0	0	0	1	0	3	0	1	0	1	3	2	0	0	0	1	13									
		0.65%	1.39%	1.27%	0.00%	1.39%	0.84%	0.00%	0.31%	0.00%	4.00%	0.71%	0.00%	0.00%	0.49%	0.00%	0.00%	0.57%	1.39%	2.86%	0.00%	1.82%	0.00%	0.93%	0.63%	0.00%	0.00%	0.00%	0.82%	1.94%	1.63%	0.72%	0.17%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	1.18%	0.00%	0.38%	0.00%	0.51%	5.26%	0.67%	0.00%	0.00%	0.00%	0.37%	0.75%									
18	Сурайкин Максим Александрович	46	1	0	1	0	1	0	1	0	0	1	0	1	2	0	0	6	1	0	0	1	1	1	2	0	0	0	2	0	1	4	1	0	0	0	0	1	0	2	0	3	0	0	0	4	0	0	1	1	6									
		0.41%	0.17%	0.00%	0.80%	0.00%	0.42%	0.00%	0.31%	0.00%	0.00%	0.36%	0.00%	2.22%	0.49%	0.00%	0.00%	1.13%	1.39%	0.00%	0.00%	0.36%	0.33%	0.93%	1.27%	0.00%	0.00%	0.00%	1.64%	0.00%	0.27%	0.36%	0.17%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.78%	0.00%	1.15%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.85%	0.37%	0.35%									
19	Титов Борис Юрьевич	30	1	0	0	0	0	0	3	0	0	2	0	0	1	0	0	2	0	0	0	2	1	0	2	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	7									
		0.26%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.71%	0.00%	0.00%	0.24%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.73%	0.33%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.36%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.34%	0.00%	0.00%	0.00%	0.37%	0.40%									
20	Явлинский Григорий Алексеевич	26	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	4									
		0.23%	0.35%	0.00%	0.80%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.55%	0.00%	0.75%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.38%	1.06%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
