Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Бугульминская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172					
1	"Число избирателей, внесенных в списки избирателей"	15355	142	366	798	170	480	639	208	472	372	147	562	872	256	374	507	294	146	501	691	311	232	423	462	147	455	532	629	1024	2832	311					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15113	145	370	785	170	460	620	210	471	360	147	545	860	256	350	500	290	150	500	680	300	220	420	460	144	440	560	620	990	2790	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14213	117	350	766	164	447	572	206	451	334	135	529	812	254	350	449	285	138	414	666	276	216	394	442	130	406	488	620	865	2668	269					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	761	24	16	8	6	13	45	0	17	26	12	16	46	0	0	44	5	6	84	14	24	0	26	18	14	34	34	0	125	73	31					
6	Число погашенных избирательных бюллетеней	139	4	4	11	0	0	3	4	3	0	0	0	2	2	0	7	0	6	2	0	0	4	0	0	0	0	38	0	0	49	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	761	24	16	8	6	13	45	0	17	26	12	16	46	0	0	44	5	6	84	14	24	0	26	18	14	34	34	0	125	73	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14213	117	350	766	164	447	572	206	451	334	135	529	812	254	350	449	285	138	414	666	276	216	394	442	130	406	488	620	865	2668	269					
9	Число недействительных избирательных бюллетеней	267	0	11	1	3	46	22	0	27	0	0	3	5	0	4	1	41	0	0	0	66	0	0	2	0	0	0	2	10	23	0					
10	Число действительных избирательных бюллетеней	14707	141	355	773	167	414	595	206	441	360	147	542	853	254	346	492	249	144	498	680	234	216	420	458	144	440	522	618	980	2718	300					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	5	10	15	5	10	15	5	10	10	5	10	25	5	10	15	10	5	20	20	10	10	10	10	5	25	20	15	30	46	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	230	5	10	12	3	2	15	0	10	7	1	8	5	4	0	15	2	0	0	4	0	0	9	7	0	11	20	3	30	46	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	132	3	7	5	1	1	4	3	3	0	2	5	5	0	10	1	8	2	0	7	4	3	0	2	5	7	1	3	19	15	6					
