Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Пролетарская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822					
1	"Число избирателей, внесенных в список избирателей"	76969	2318	2276	2168	2023	122	1823	2240	2118	2155	1915	2574	2321	2230	2707	2472	2468	477	2399	2136	2310	2494	2200	2814	2818	2674	2453	2472	2311	2015	2697	2448	2763	2763	2795					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	76438	2294	2259	2256	2040	130	1799	2217	2086	2131	1891	2579	2355	2113	2722	2406	2414	525	2332	2149	2423	2506	2173	2803	2771	2674	2477	2436	2297	1980	2716	2315	2714	2621	2834					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	69836	2148	1930	1894	1795	37	1646	2111	1996	2039	1675	2461	2157	2018	2456	2233	2368	176	2255	2021	2143	2286	2068	2562	2618	2390	2323	2103	2076	1635	2152	2240	2663	2407	2754					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3162	54	233	123	137	85	58	57	49	22	110	61	75	75	132	67	43	301	23	29	100	81	44	70	29	65	79	127	55	286	334	30	47	40	41					
6	Число погашенных избирательных бюллетеней	3440	92	96	239	108	8	95	49	41	70	106	57	123	20	134	106	3	48	54	99	180	139	61	171	124	219	75	206	166	59	230	45	4	174	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3162	54	233	123	137	85	58	57	49	22	110	61	75	75	132	67	43	301	23	29	100	81	44	70	29	65	79	127	55	286	334	30	47	40	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	69704	2139	1930	1889	1795	37	1646	2111	1996	2039	1673	2461	2130	2018	2438	2230	2368	176	2247	2021	2110	2283	2068	2562	2618	2390	2323	2103	2076	1635	2152	2240	2663	2406	2731					
9	Число недействительных избирательных бюллетеней	767	9	25	52	110	0	5	11	5	0	15	14	114	0	30	22	98	3	13	16	46	31	0	5	2	7	0	10	5	7	15	88	0	9	0					
10	Число действительных избирательных бюллетеней	72099	2184	2138	1960	1822	122	1699	2157	2040	2061	1768	2508	2091	2093	2540	2275	2313	474	2257	2034	2164	2333	2112	2627	2645	2448	2402	2220	2126	1914	2471	2182	2710	2437	2772					
