Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Пролетарская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871					
1	"Число избирателей, внесенных в списки избирателей"	76299	1919	2285	2049	1883	190	1639	2191	1619	2778	1989	2710	2517	2149	2734	2442	2838	257	1838	2110	2337	2723	2334	2102	2768	2800	2422	2385	2363	2126	2758	2646	2739	2739	2920					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	74557	1800	2200	2000	2100	200	1600	2200	1600	2600	2000	2600	2400	2100	2700	2400	2700	257	1800	2100	2400	2600	2200	2000	2700	2700	2400	2300	2300	2150	2700	2550	2700	2700	2800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	66879	1746	1889	1728	1612	171	1394	1902	1210	2242	1755	2484	2246	1977	2370	2134	2640	203	1728	2070	2186	2334	1900	1669	2612	2647	2262	1981	2134	1725	2500	2227	2229	2411	2561					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2999	52	128	123	114	19	97	39	54	51	55	63	62	53	176	69	53	54	17	30	81	87	37	118	18	44	63	212	112	321	147	296	38	77	39					
6	Число погашенных избирательных бюллетеней	4679	2	183	149	374	10	109	259	336	307	190	53	92	70	154	197	7	0	55	0	133	179	263	213	70	9	75	107	54	104	53	27	433	212	200					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2999	52	128	123	114	19	97	39	54	51	55	63	62	53	176	69	53	54	17	30	81	87	37	118	18	44	63	212	112	321	147	296	38	77	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	66863	1746	1889	1728	1612	171	1394	1902	1210	2231	1755	2484	2246	1977	2370	2129	2640	203	1728	2070	2186	2334	1900	1669	2612	2647	2262	1981	2134	1725	2500	2227	2229	2411	2561					
9	Число недействительных избирательных бюллетеней	784	109	8	16	23	1	8	26	53	45	14	15	1	25	22	81	4	6	13	6	30	12	156	5	3	2	6	5	7	4	8	9	20	0	41					
10	Число действительных избирательных бюллетеней	69078	1689	2009	1835	1703	189	1483	1915	1211	2237	1796	2532	2307	2005	2524	2117	2689	251	1732	2094	2237	2409	1781	1782	2627	2689	2319	2188	2239	2042	2639	2514	2247	2488	2559					
