Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Cараевская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15032	293	153	235	412	282	246	160	164	314	146	139	147	497	324	915	466	679	311	520	267	609	359	149	495	307	342	218	156	246	201	899	1880	1604	897									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14186	281	148	222	387	264	232	151	159	296	135	130	137	478	309	868	441	649	292	490	256	577	342	141	477	284	316	202	147	236	187	855	1738	1512	847									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5415	158	72	125	153	112	75	58	53	121	66	58	45	184	132	301	145	218	106	242	142	187	171	77	134	135	150	116	73	90	72	311	663	415	255									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2341	49	43	31	91	27	61	27	23	37	20	43	36	163	65	105	109	230	103	111	41	116	63	41	132	47	77	36	32	38	30	38	94	124	58									
6	Число погашенных избирательных бюллетеней	6430	74	33	66	143	125	96	66	83	138	49	29	56	131	112	462	187	201	83	137	73	274	108	23	211	102	89	50	42	108	85	506	981	973	534									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2341	49	43	31	91	27	61	27	23	37	20	43	36	163	65	105	109	230	103	111	41	116	63	41	132	47	77	36	32	38	30	38	94	124	58									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5415	158	72	125	153	112	75	58	53	121	66	58	45	184	132	301	145	218	106	242	142	187	171	77	134	135	150	116	73	90	72	311	663	415	255									
9	Число недействительных избирательных бюллетеней	99	3	0	0	2	3	0	0	0	4	0	0	0	0	2	13	2	2	0	8	3	5	2	0	5	2	2	0	1	5	8	7	12	5	3									
10	Число действительных избирательных бюллетеней	7657	204	115	156	242	136	136	85	76	154	86	101	81	347	195	393	252	446	209	345	180	298	232	118	261	180	225	152	104	123	94	342	745	534	310									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	123	1	1	1	2	1	2	1	1	2	1	2	1	3	2	4	4	4	2	6	1	3	3	1	3	2	3	2	1	1	2	14	20	13	13									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	47	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	2	3	1	1	2	0	1	1	2	0	0	1	0	8	5	9	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	0	0	0	2	3	0	1	0	2	1	1	2	0	1	1	0	1	1	1	1	2	1	0	3	4	2	3	1	1	1	0	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	76	1	0	0	0	1	2	1	1	2	1	2	0	3	2	4	4	3	0	3	0	2	1	1	2	1	1	2	1	0	2	6	15	4	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	66	2	1	0	1	2	0	0	0	2	0	0	0	2	1	3	2	5	0	4	5	6	2	0	1	0	0	0	1	5	0	4	3	7	7									
		0.85%	0.97%	0.87%	0.00%	0.41%	1.44%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.58%	0.51%	0.74%	0.79%	1.12%	0.00%	1.13%	2.73%	1.98%	0.85%	0.00%	0.38%	0.00%	0.00%	0.00%	0.95%	3.91%	0.00%	1.15%	0.40%	1.30%	2.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	215	4	1	4	14	5	2	4	0	8	2	2	2	4	1	12	1	14	5	10	4	13	8	2	7	5	8	7	0	4	4	14	12	21	11									
		2.77%	1.93%	0.87%	2.56%	5.74%	3.60%	1.47%	4.71%	0.00%	5.06%	2.33%	1.98%	2.47%	1.15%	0.51%	2.96%	0.39%	3.13%	2.39%	2.83%	2.19%	4.29%	3.42%	1.69%	2.63%	2.75%	3.52%	4.61%	0.00%	3.13%	3.92%	4.01%	1.59%	3.90%	3.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	137	4	3	0	5	2	2	1	1	5	0	0	0	4	1	6	5	10	8	8	2	5	3	0	3	4	2	6	1	5	3	9	11	8	10									
		1.77%	1.93%	2.61%	0.00%	2.05%	1.44%	1.47%	1.18%	1.32%	3.16%	0.00%	0.00%	0.00%	1.15%	0.51%	1.48%	1.97%	2.23%	3.83%	2.27%	1.09%	1.65%	1.28%	0.00%	1.13%	2.20%	0.88%	3.95%	0.95%	3.91%	2.94%	2.58%	1.45%	1.48%	3.19%									
