Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Шолоховская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №2521	УИК №2590					
1	"Число избирателей, внесенных в список"	21937	1965	1466	505	172	149	2917	2541	2529	405	124	96	576	432	202	569	170	136	1084	271	95	840	129	350	102	1028	223	199	105	1069	121	363	169	529	145	96	65					
2	Число полученных избирательных бюллетеней	21941	1991	1449	508	167	148	2891	2522	2516	406	119	94	575	439	202	571	170	137	1085	275	92	840	135	357	106	1040	228	197	105	1070	130	360	169	535	153	92	67					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14225	1167	888	312	116	100	1745	1648	1581	262	97	78	406	267	122	452	94	112	828	183	69	598	79	191	74	710	138	136	73	684	92	257	126	339	93	57	51					
5	"Число избирательных бюллетеней, выданных вне помещения"	2617	190	108	64	17	36	243	183	100	42	9	12	88	85	58	73	57	12	115	52	18	157	38	121	23	167	61	52	20	181	17	32	32	92	28	25	9					
6	Число погашенных избирательных бюллетеней	5099	634	453	132	34	12	903	691	835	102	13	4	81	87	22	46	19	13	142	40	5	85	18	45	9	163	29	9	12	205	21	71	11	104	32	10	7					
7	Число избирательных бюллетеней в переносных ящиках	2617	190	108	64	17	36	243	183	100	42	9	12	88	85	58	73	57	12	115	52	18	157	38	121	23	167	61	52	20	181	17	32	32	92	28	25	9					
8	Число бюллетеней в стационарных ящиках для голосования	14218	1167	888	312	116	100	1744	1647	1580	262	97	78	406	267	122	451	93	112	827	183	69	598	79	191	74	709	138	136	73	684	92	257	126	339	93	57	51					
9	Число недействительных избирательных бюллетеней	119	12	6	5	0	0	20	19	14	4	0	0	8	0	1	1	0	0	1	1	0	10	0	1	0	3	0	0	0	5	0	5	1	2	0	0	0					
10	Число действительных избирательных бюллетеней	16716	1345	990	371	133	136	1967	1811	1666	300	106	90	486	352	179	523	150	124	941	234	87	745	117	311	97	873	199	188	93	860	109	284	157	429	121	82	60					
11	Число полученных открепительных  удостоверений	490	20	15	5	8	5	45	45	40	5	5	5	10	5	5	15	10	5	47	10	5	20	5	10	5	15	5	5	5	22	11	5	3	49	10	5	5					
12	Число выданных открепительных удостоверений	398	20	15	5	8	5	39	37	22	5	5	0	3	3	0	13	1	5	47	9	5	20	5	10	5	12	1	0	1	19	9	0	0	49	10	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	191	3	6	2	1	1	30	30	22	3	6	1	4	2	1	6	2	2	16	3	6	8	2	3	1	4	0	3	2	6	2	2	0	1	2	6	2					
14	Число неиспользованных открепительных удостоверений	92	0	0	0	0	0	6	8	18	0	0	5	7	2	5	2	9	0	0	1	0	0	0	0	0	3	4	5	4	3	2	5	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	10	0	0	0	0	0	1	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	735	55	60	10	5	1	119	119	111	7	4	1	35	8	7	21	3	5	37	4	3	14	0	6	0	29	3	0	6	27	6	5	1	21	0	1	1					
		4.37%	4.05%	6.02%	2.66%	3.76%	0.74%	5.99%	6.50%	6.61%	2.30%	3.77%	1.11%	7.09%	2.27%	3.89%	4.01%	2.00%	4.03%	3.93%	1.70%	3.45%	1.85%	0.00%	1.92%	0.00%	3.31%	1.51%	0.00%	6.45%	3.12%	5.50%	1.73%	0.63%	4.87%	0.00%	1.22%	1.67%					
19	. Малышкин Олег Александрович	680	56	54	24	5	6	75	70	63	8	5	1	33	16	8	9	3	3	24	6	2	32	19	10	6	44	3	15	10	28	8	9	4	10	4	7	0					
		4.04%	4.13%	5.42%	6.38%	3.76%	4.41%	3.77%	3.83%	3.75%	2.63%	4.72%	1.11%	6.68%	4.55%	4.44%	1.72%	2.00%	2.42%	2.55%	2.55%	2.30%	4.24%	16.24%	3.21%	6.19%	5.02%	1.51%	7.98%	10.75%	3.24%	7.34%	3.11%	2.53%	2.32%	3.31%	8.54%	0.00%					
20	. Миронов Сергей Михайлович	123	6	2	3	2	1	14	12	6	3	4	1	7	2	2	4	1	1	8	2	0	9	2	1	2	2	1	3	0	6	3	6	0	3	3	0	1					
		0.73%	0.44%	0.20%	0.80%	1.50%	0.74%	0.70%	0.66%	0.36%	0.99%	3.77%	1.11%	1.42%	0.57%	1.11%	0.76%	0.67%	0.81%	0.85%	0.85%	0.00%	1.19%	1.71%	0.32%	2.06%	0.23%	0.50%	1.60%	0.00%	0.69%	2.75%	2.08%	0.00%	0.70%	2.48%	0.00%	1.67%					
21	. Путин Владимир Владимирович	10927	923	586	258	99	98	1186	1080	1064	224	76	75	301	250	101	377	91	82	685	169	78	506	64	219	44	547	148	96	57	622	50	209	128	237	94	53	50					
		64.91%	68.02%	58.84%	68.62%	74.44%	72.06%	59.69%	59.02%	63.33%	73.68%	71.70%	83.33%	60.93%	71.02%	56.11%	71.95%	60.67%	66.13%	72.72%	71.91%	89.66%	67.02%	54.70%	70.19%	45.36%	62.44%	74.37%	51.06%	61.29%	71.91%	45.87%	72.32%	81.01%	54.99%	77.69%	64.63%	83.33%					
22	. Хакамада Ирина Муцуовна	311	22	27	7	1	1	58	31	45	2	2	1	6	3	5	14	6	3	11	1	0	9	1	5	2	11	2	3	0	13	4	3	2	6	0	2	2					
		1.85%	1.62%	2.71%	1.86%	0.75%	0.74%	2.92%	1.69%	2.68%	0.66%	1.89%	1.11%	1.21%	0.85%	2.78%	2.67%	4.00%	2.42%	1.17%	0.43%	0.00%	1.19%	0.85%	1.60%	2.06%	1.26%	1.01%	1.60%	0.00%	1.50%	3.67%	1.04%	1.27%	1.39%	0.00%	2.44%	3.33%					
23	. Харитонов Николай Михайлович	3419	230	223	61	19	25	443	396	296	53	14	10	97	68	46	90	44	27	145	46	4	149	30	68	41	227	41	71	20	148	33	46	22	146	15	19	6					
		20.31%	16.95%	22.39%	16.22%	14.29%	18.38%	22.29%	21.64%	17.62%	17.43%	13.21%	11.11%	19.64%	19.32%	25.56%	17.18%	29.33%	21.77%	15.39%	19.57%	4.60%	19.74%	25.64%	21.79%	42.27%	25.91%	20.60%	37.77%	21.51%	17.11%	30.28%	15.92%	13.92%	33.87%	12.40%	23.17%	10.00%					
																																											
24	Против всех	521	53	38	8	2	4	72	103	81	3	1	1	7	5	10	8	2	3	31	6	0	26	1	2	2	13	1	0	0	16	5	6	0	6	5	0	0					
		3.09%	3.91%	3.82%	2.13%	1.50%	2.94%	3.62%	5.63%	4.82%	0.99%	0.94%	1.11%	1.42%	1.42%	5.56%	1.53%	1.33%	2.42%	3.29%	2.55%	0.00%	3.44%	0.85%	0.64%	2.06%	1.48%	0.50%	0.00%	0.00%	1.85%	4.59%	2.08%	0.00%	1.39%	4.13%	0.00%	0.00%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
