Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Баксанская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20					
1	"Число избирателей, внесенных в списки"	34190	1285	2315	2443	1187	1105	2189	1111	1767	2188	2470	1150	2138	1594	1540	754	820	2637	1942	1243	2312					
2	"Число бюллетеней, полученных участковыми комиссиями"	34640	1218	2326	2970	1135	1105	2231	1116	1886	2124	2381	1273	2148	1602	1562	754	818	2495	1940	1244	2312					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29914	1180	2221	2353	1091	1059	2089	1061	1496	1990	2084	1114	1666	1230	1264	705	604	1966	1582	917	2242					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1452	0	0	0	39	40	100	5	119	60	16	6	425	300	50	5	16	54	206	11	0					
6	Число погашенных бюллетеней	3273	38	105	617	5	6	42	50	271	74	281	153	57	72	247	44	198	475	152	316	70					
7	Число бюллетеней в переносных ящиках для голосования	1452	0	0	0	39	40	100	5	119	60	16	6	425	300	50	5	16	54	206	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	29793	1177	2221	2353	1091	1059	2089	1061	1496	1990	2084	1114	1547	1230	1265	705	604	1966	1582	917	2242					
9	Число недействительных бюллетеней	312	3	0	0	13	75	5	0	0	0	31	2	6	0	6	0	8	136	0	25	2					
10	Число действительных бюллетеней	30933	1174	2221	2353	1117	1024	2184	1066	1615	2050	2069	1118	1966	1530	1309	710	612	1884	1788	903	2240					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	209	10	12	11	10	10	12	10	11	10	10	10	10	10	10	10	10	10	10	11	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	0	2	5	0	6	6	0	1	4	6	4	3	4	2	0	5	10	0	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	2	3	0	0	0	1	1	1	2	0	2	0	0	1	0	0	9	1	5	0					
14	Число погашенных открепительных удостоверений	143	10	10	6	10	4	6	10	10	6	4	6	7	6	8	10	5	0	10	7	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	46	3	0	0	8	0	10	0	0	0	10	0	0	0	0	0	0	0	12	3	0					
		0.14%	0.25%	0.0%	0.0%	0.70%	0.0%	0.45%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.32%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	526	17	131	10	13	0	35	27	31	15	12	22	80	15	35	3	19	34	27	0	0					
