Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Предгорная																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058					
1	"Число избирателей, внесенных в список избирателей"	80078	2823	1617	1427	2083	2278	2581	2424	2541	2779	2652	2699	2636	748	1095	600	2863	2949	2955	1458	1045	2128	1866	435	274	279	2740	2501	2371	1184	1627	604	2969	1574	942	280	272	529	672	1219	1228	1780	2671	2595	1706	1569	1810					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71460	2500	1400	1300	1900	2000	2300	2100	2200	2500	2400	2400	2400	670	950	590	2600	2600	2600	1300	1000	1900	1700	400	250	250	2500	2200	2000	1000	1500	500	2600	1500	850	250	250	500	600	1100	1100	1600	2400	2300	1500	1400	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31912	1518	819	823	587	790	826	994	982	1091	945	943	1009	301	826	77	1249	1030	1105	625	563	679	661	158	71	90	1458	760	1509	219	731	267	1556	627	382	100	95	241	182	306	480	618	1001	730	432	684	772					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3330	264	68	91	128	144	207	37	137	31	55	46	38	18	29	96	31	238	147	32	48	31	28	11	33	16	178	71	90	157	150	61	135	38	18	16	20	35	56	31	27	42	45	44	26	36	50					
6	Число погашенных избирательных бюллетеней	36218	718	513	386	1185	1066	1267	1069	1081	1378	1400	1411	1353	351	95	417	1320	1332	1348	643	389	1190	1011	231	146	144	864	1369	401	624	619	172	909	835	450	134	135	224	362	763	593	940	1354	1526	1042	680	778					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3330	264	68	91	128	144	207	37	137	31	55	46	38	18	29	96	31	238	147	32	48	31	28	11	33	16	178	71	90	157	150	61	135	38	18	16	20	35	56	31	27	42	45	44	26	36	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31756	1518	819	823	587	790	826	994	982	1091	945	937	1009	301	826	77	1249	1030	958	625	563	679	661	158	71	90	1458	760	1509	219	731	267	1556	627	382	100	95	241	182	306	480	618	1001	727	432	684	772					
9	Число недействительных избирательных бюллетеней	680	2	17	10	7	17	5	40	26	19	22	36	25	12	5	2	23	16	6	17	7	13	16	4	2	0	17	13	21	10	72	10	19	25	8	3	1	9	4	7	6	18	20	12	15	30	11					
10	Число действительных избирательных бюллетеней	34406	1780	870	904	708	917	1028	991	1093	1103	978	947	1022	307	850	171	1257	1252	1099	640	604	697	673	165	102	106	1619	818	1578	366	809	318	1672	640	392	113	114	267	234	330	501	642	1026	759	443	690	811					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	15	15	15	15	15	15	15	15	16	16	16	16	7	10	5	15	15	15	10	10	15	15	5	5	5	15	15	15	10	15	5	15	15	16	3	5	5	5	10	10	10	10	15	10	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	287	2	10	4	7	12	11	10	14	11	6	13	12	2	0	0	9	13	11	5	3	4	3	0	0	2	15	12	1	4	3	0	6	8	6	0	1	3	0	2	2	3	6	12	8	11	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	212	3	4	0	4	5	3	5	9	3	4	9	6	0	5	2	11	2	66	5	3	3	2	2	2	2	4	3	1	4	3	2	4	2	2	1	2	3	2	1	3	4	3	2	2	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	268	13	5	11	8	3	4	5	1	5	10	3	4	5	10	5	6	2	4	5	7	11	12	5	5	3	0	3	14	6	12	5	9	7	10	3	4	2	5	8	8	7	4	3	2	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3808	63	61	64	85	129	158	107	153	174	138	145	153	47	32	20	241	176	138	97	46	95	83	20	5	13	133	100	92	41	40	36	83	42	49	14	4	40	36	17	53	81	170	101	70	122	41					
		10.85%	3.54%	6.88%	7.00%	11.89%	13.81%	15.30%	10.38%	13.67%	15.51%	13.80%	14.75%	14.61%	14.73%	3.74%	11.56%	18.83%	13.88%	12.49%	14.76%	7.53%	13.38%	12.05%	11.83%	4.81%	12.26%	8.13%	12.03%	5.75%	10.90%	4.54%	10.98%	4.91%	6.32%	12.25%	12.07%	3.48%	14.49%	15.13%	5.04%	10.45%	12.27%	16.25%	13.10%	15.28%	16.94%	4.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4880	120	38	40	165	225	220	97	151	154	150	101	163	46	5	27	238	307	259	130	56	165	113	36	22	24	160	192	110	43	28	57	77	33	61	3	6	50	34	23	72	164	177	154	82	144	158					
		13.91%	6.73%	4.28%	4.38%	23.08%	24.09%	21.30%	9.41%	13.49%	13.73%	15.00%	10.27%	15.57%	14.42%	0.58%	15.61%	18.59%	24.21%	23.44%	19.79%	9.17%	23.24%	16.40%	21.30%	21.15%	22.64%	9.78%	23.10%	6.88%	11.44%	3.18%	17.38%	4.55%	4.96%	15.25%	2.59%	5.22%	18.12%	14.29%	6.82%	14.20%	24.85%	16.92%	19.97%	17.90%	20.00%	19.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	293	8	5	11	7	7	13	16	14	15	11	14	9	4	8	3	20	10	3	8	0	5	8	0	0	1	9	6	9	0	2	0	13	4	2	2	2	1	3	2	4	1	8	5	5	11	4					
		0.84%	0.45%	0.56%	1.20%	0.98%	0.75%	1.26%	1.55%	1.25%	1.34%	1.10%	1.42%	0.86%	1.25%	0.94%	1.73%	1.56%	0.79%	0.27%	1.22%	0.00%	0.70%	1.16%	0.00%	0.00%	0.94%	0.55%	0.72%	0.56%	0.00%	0.23%	0.00%	0.77%	0.60%	0.50%	1.72%	1.74%	0.36%	1.26%	0.59%	0.79%	0.15%	0.76%	0.65%	1.09%	1.53%	0.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6469	69	30	47	236	235	297	268	265	301	303	268	270	112	55	28	299	279	310	28	38	184	204	34	8	27	50	242	34	108	30	60	49	177	132	39	33	52	44	48	84	186	291	194	118	138	165					
		18.44%	3.87%	3.38%	5.14%	33.01%	25.16%	28.75%	25.99%	23.68%	26.83%	30.30%	27.26%	25.79%	35.11%	6.43%	16.18%	23.36%	22.00%	28.05%	4.26%	6.22%	25.92%	29.61%	20.12%	7.69%	25.47%	3.06%	29.12%	2.13%	28.72%	3.41%	18.29%	2.90%	26.62%	33.00%	33.62%	28.70%	18.84%	18.49%	14.24%	16.57%	28.18%	27.82%	25.16%	25.76%	19.17%	20.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	560	10	5	8	7	29	19	11	38	28	22	19	28	1	20	3	35	8	18	9	5	14	15	3	4	2	10	5	19	2	6	0	23	15	4	0	0	1	3	2	6	6	33	27	7	12	18					
		1.60%	0.56%	0.56%	0.88%	0.98%	3.10%	1.84%	1.07%	3.40%	2.50%	2.20%	1.93%	2.67%	0.31%	2.34%	1.73%	2.73%	0.63%	1.63%	1.37%	0.82%	1.97%	2.18%	1.78%	3.85%	1.89%	0.61%	0.60%	1.19%	0.53%	0.68%	0.00%	1.36%	2.26%	1.00%	0.00%	0.00%	0.36%	1.26%	0.59%	1.18%	0.91%	3.15%	3.50%	1.53%	1.67%	2.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18270	1507	730	734	204	288	316	488	470	428	348	399	393	95	726	88	422	469	369	364	458	234	247	71	63	39	1256	271	1282	172	703	165	1423	368	142	54	69	121	114	238	281	201	342	276	159	262	421					
		52.07%	84.57%	82.30%	80.31%	28.53%	30.84%	30.59%	47.33%	42.00%	38.15%	34.80%	40.59%	37.54%	29.78%	84.91%	50.87%	32.97%	36.99%	33.39%	55.40%	74.96%	32.96%	35.85%	42.01%	60.58%	36.79%	76.77%	32.61%	80.18%	45.74%	79.80%	50.30%	84.15%	55.34%	35.50%	46.55%	60.00%	43.84%	47.90%	70.62%	55.42%	30.45%	32.70%	35.80%	34.72%	36.39%	51.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	126	3	1	0	4	4	5	4	2	3	6	1	6	2	4	2	2	3	2	4	1	0	3	1	0	0	1	2	32	0	0	0	4	1	2	1	0	2	0	0	1	3	5	2	2	1	4					
		0.36%	0.17%	0.11%	0.00%	0.56%	0.43%	0.48%	0.39%	0.18%	0.27%	0.60%	0.10%	0.57%	0.63%	0.47%	1.16%	0.16%	0.24%	0.18%	0.61%	0.16%	0.00%	0.44%	0.59%	0.00%	0.00%	0.06%	0.24%	2.00%	0.00%	0.00%	0.00%	0.24%	0.15%	0.50%	0.86%	0.00%	0.72%	0.00%	0.00%	0.20%	0.45%	0.48%	0.26%	0.44%	0.14%	0.49%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
