Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Зиминская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386					
1	"Число избирателей, внесенных в список"	10157	117	194	194	1292	265	577	292	78	212	591	437	229	316	324	233	190	502	110	146	1076	762	324	125	371	419	574	207					
2	Число полученных избирательных бюллетеней	9490	119	196	193	1200	243	537	271	76	196	548	406	212	294	293	212	191	465	106	148	992	706	298	127	352	385	532	192					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5539	53	98	76	635	127	290	121	56	100	343	250	122	216	195	116	100	278	92	81	593	486	178	65	191	231	326	120					
5	"Число избирательных бюллетеней, выданных вне помещения"	532	10	13	9	39	8	7	33	0	25	18	6	1	9	0	12	13	56	0	6	17	46	26	18	46	76	21	17					
6	Число погашенных избирательных бюллетеней	3419	56	85	108	526	108	240	117	20	71	187	150	89	69	98	84	78	131	14	61	382	174	94	44	115	78	185	55					
7	Число избирательных бюллетеней в переносных ящиках	532	10	13	9	39	8	7	33	0	25	18	6	1	9	0	12	13	56	0	6	17	46	26	18	46	76	21	17					
8	Число бюллетеней в стационарных ящиках для голосования	5539	53	98	76	635	127	290	121	56	100	343	250	122	216	195	116	100	278	92	81	593	486	178	65	191	231	326	120					
9	Число недействительных избирательных бюллетеней	48	1	3	0	7	2	2	0	1	0	3	2	3	0	1	0	2	1	0	0	5	5	3	0	1	1	3	2					
10	Число действительных избирательных бюллетеней	6023	62	108	85	667	133	295	154	55	125	358	254	120	225	194	128	111	333	92	87	605	527	201	83	236	306	344	135					
11	Число полученных открепительных  удостоверений	179	5	5	5	11	8	10	5	5	5	8	9	6	6	5	5	5	7	5	5	12	12	5	5	5	5	10	5					
12	Число выданных открепительных удостоверений	42	0	0	0	6	0	0	0	0	1	0	6	0	0	0	0	0	2	0	1	10	4	0	2	3	0	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	1	3	1	5	1	2	0	3	2	1	2	2	0	5	1	1	1	1	1	5	2	2	3	3	0	2	1					
14	Число неиспользованных открепительных удостоверений	137	5	5	5	5	8	10	5	5	4	8	3	6	6	5	5	5	5	5	4	2	8	5	3	2	5	4	4					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	170	1	7	0	17	1	16	0	0	4	12	15	3	4	0	4	4	11	5	0	20	3	8	0	7	7	9	12					
