Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Каменская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
1	"Число избирателей, внесенных в списки"	18941	398	183	363	774	915	316	443	100	588	450	328	234	167	1460	106	1352	1170	133	506	152	156	454	273	113	273	331	104	691	166	538	371	156	793	152	1097	629	380	354	904	65	156	258	389					
2	"Число бюллетеней, полученных участковыми комиссиями"	19019	401	183	368	774	936	314	445	102	594	448	330	233	167	1452	106	1350	1172	152	508	159	157	460	269	113	269	334	106	705	171	537	370	155	777	153	1087	632	377	348	918	68	160	260	399					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11901	295	146	244	446	652	185	233	59	336	312	231	121	102	978	89	742	749	121	354	117	103	320	133	70	173	165	77	409	137	333	262	96	554	100	565	443	163	201	482	54	71	209	269					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	744	0	0	10	46	20	41	42	5	16	28	7	6	0	0	0	12	8	0	13	0	0	5	63	4	30	55	0	18	0	23	0	0	9	14	0	35	66	42	42	0	35	13	36					
6	Число погашенных бюллетеней	6374	106	37	114	282	264	88	170	38	242	108	92	106	65	474	17	596	415	31	141	42	54	135	73	39	66	114	29	278	34	181	108	59	214	39	522	154	148	105	394	14	54	38	94					
7	Число бюллетеней в переносных ящиках для голосования	744	0	0	10	46	20	41	42	5	16	28	7	6	0	0	0	12	8	0	13	0	0	5	63	4	30	55	0	18	0	23	0	0	9	14	0	35	66	42	42	0	35	13	36					
8	Число бюллетеней в стационарных ящиках для голосования	11894	295	146	244	446	652	185	233	59	336	312	231	121	102	971	89	742	749	121	354	117	103	320	133	70	173	165	77	409	137	333	262	96	554	100	565	443	163	201	482	54	71	209	269					
9	Число недействительных бюллетеней	249	9	0	0	14	0	2	0	0	1	0	3	0	0	8	0	15	38	0	1	1	1	8	0	0	0	0	0	58	0	3	3	0	23	0	44	2	2	1	3	0	5	3	1					
10	Число действительных бюллетеней	12389	286	146	254	478	672	224	275	64	351	340	235	127	102	963	89	739	719	121	366	116	102	317	196	74	203	220	77	369	137	353	259	96	540	114	521	476	227	242	521	54	101	219	304					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	249	8	5	6	8	10	5	8	4	7	6	5	5	5	8	4	10	10	3	7	4	4	6	5	4	5	5	4	6	4	7	5	4	7	4	10	6	5	5	8	3	4	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	1	1	0	4	5	0	3	0	0	0	0	0	0	3	0	1	3	0	0	1	0	0	2	0	2	0	0	0	0	3	0	0	1	0	2	1	1	1	4	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	69	1	0	0	3	2	6	1	1	0	1	1	3	2	8	1	1	1	0	1	0	2	0	3	3	3	0	1	2	1	1	2	1	7	1	0	2	1	3	1	0	0	2	0					
14	Число погашенных открепительных удостоверений	207	7	4	6	4	5	5	5	4	7	6	5	5	5	5	4	9	7	3	7	3	4	6	3	4	3	5	4	6	4	4	5	4	6	4	8	5	4	4	4	3	4	5	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	165	3	0	0	6	2	4	2	3	10	1	6	2	7	13	0	19	8	0	2	3	0	4	4	3	3	2	1	11	3	4	2	0	7	0	11	4	0	0	8	2	1	4	0					
