Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Теучежская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в списки"	13500	1210	1262	259	202	98	203	581	1148	2437	373	215	1196	212	650	571	145	192	383	1484	477	202					
2	"Число бюллетеней, полученных участковыми комиссиями"	13240	1194	1240	251	191	98	202	579	1128	2381	370	206	1182	208	643	571	139	189	369	1444	462	193					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10364	881	918	191	153	85	133	382	922	1877	294	183	950	118	590	466	131	167	345	1071	326	181					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	498	21	89	13	10	0	8	31	62	54	14	0	48	12	27	14	6	0	0	61	25	3					
6	Число погашенных бюллетеней	2378	292	233	47	28	13	61	166	144	450	62	23	184	78	26	91	2	22	24	312	111	9					
7	Число бюллетеней в переносных ящиках для голосования	498	21	89	13	10	0	8	31	62	54	14	0	48	12	27	14	6	0	0	61	25	3					
8	Число бюллетеней в стационарных ящиках для голосования	10364	881	918	191	153	85	133	382	922	1877	294	183	950	118	590	466	131	167	345	1071	326	181					
9	Число недействительных бюллетеней	156	6	6	2	1	0	2	14	12	0	12	0	24	3	11	10	3	4	0	36	4	6					
10	Число действительных бюллетеней	10706	896	1001	202	162	85	139	399	972	1931	296	183	974	127	606	470	134	163	345	1096	347	178					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	105	2	8	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	13	1	8	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	92	1	0	5	5	5	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	124	3	0	7	3	0	3	3	12	0	10	4	16	10	5	14	0	4	2	9	14	5					
		1.14%	0.33%	0.0%	3.43%	1.84%	0.0%	2.12%	0.72%	1.21%	0.0%	3.24%	2.18%	1.60%	7.69%	0.81%	2.91%	0.0%	2.39%	0.57%	0.79%	3.98%	2.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	15	6	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0					
		0.13%	0.66%	0.29%	0.0%	0.0%	1.17%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	1.19%	0.0%	0.08%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	34	7	2	4	0	0	4	0	7	0	0	0	0	2	0	1	0	3	0	0	2	2					
		0.31%	0.77%	0.19%	1.96%	0.0%	0.0%	2.83%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.20%	0.0%	1.79%	0.0%	0.0%	0.56%	1.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	32	6	0	0	1	0	0	2	4	1	0	0	0	2	3	6	0	2	0	3	2	0					
		0.29%	0.66%	0.0%	0.0%	0.61%	0.0%	0.0%	0.48%	0.40%	0.05%	0.0%	0.0%	0.0%	1.53%	0.48%	1.25%	0.0%	1.19%	0.0%	0.26%	0.56%	0.0%					
22	"5. ""За Русь Святую"""	16	6	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	1	0					
		0.14%	0.66%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1					
		0.09%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	6	0	1	0	0	3	0	0	1	0	0	1	1	2	2	3	1	0	1	3	0					
		0.23%	0.66%	0.0%	0.49%	0.0%	0.0%	2.12%	0.0%	0.0%	0.05%	0.0%	0.0%	0.10%	0.76%	0.32%	0.41%	2.18%	0.59%	0.0%	0.08%	0.85%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	2	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.10%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.08%	0.56%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	66	9	4	0	0	0	0	6	5	0	0	1	7	0	4	4	1	4	3	7	7	4					
		0.60%	0.99%	0.39%	0.0%	0.0%	0.0%	0.0%	1.45%	0.50%	0.0%	0.0%	0.54%	0.70%	0.0%	0.64%	0.83%	0.72%	2.39%	0.86%	0.61%	1.99%	2.17%					
28	"11. ""Истинные патриоты России"""	8	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0					
		0.07%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	13	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	4	2					
		0.11%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.24%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.59%	0.0%	0.17%	1.13%	1.08%					
30	"13. ""Демократическая партия России"""	6	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0					
		0.05%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.28%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	2	2	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	1.25%	0.0%	1.19%	0.57%	0.08%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.08%	0.56%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	67	13	0	2	4	1	3	0	6	1	4	0	8	1	2	6	0	7	4	3	2	0					
		0.61%	1.44%	0.0%	0.98%	2.45%	1.17%	2.12%	0.0%	0.60%	0.05%	1.29%	0.0%	0.80%	0.76%	0.32%	1.25%	0.0%	4.19%	1.15%	0.26%	0.56%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	4	4	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.59%	0.28%	0.35%	1.13%	0.0%					
35	"18. ""ЛДПР"""	62	9	0	1	2	0	5	0	4	1	4	0	2	1	3	0	0	7	1	3	9	10					
		0.57%	0.99%	0.0%	0.49%	1.22%	0.0%	3.54%	0.0%	0.40%	0.05%	1.29%	0.0%	0.20%	0.76%	0.48%	0.0%	0.0%	4.19%	0.28%	0.26%	2.56%	5.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	36	10	0	0	0	0	1	3	9	2	0	0	1	1	3	2	0	1	1	0	2	0					
		0.33%	1.10%	0.0%	0.0%	0.0%	0.0%	0.70%	0.72%	0.91%	0.10%	0.0%	0.0%	0.10%	0.76%	0.48%	0.41%	0.0%	0.59%	0.28%	0.0%	0.56%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	9157	721	960	166	146	76	105	348	810	1836	216	171	838	84	516	337	100	103	320	933	226	145					
		84.30%	79.93%	95.33%	81.37%	89.57%	89.41%	74.46%	84.26%	82.31%	95.08%	70.12%	93.44%	83.96%	64.61%	83.63%	70.20%	72.99%	61.67%	92.75%	82.42%	64.38%	78.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	0	0	0	0	0	0	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	2.30%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	900	73	22	18	5	7	11	30	97	84	52	6	88	17	65	82	30	20	8	119	57	9					
		8.28%	8.09%	2.18%	8.82%	3.06%	8.23%	7.80%	7.26%	9.85%	4.35%	16.88%	3.27%	8.81%	13.07%	10.53%	17.08%	21.89%	11.97%	2.31%	10.51%	16.23%	4.89%					
																												
41	Против всех	90	20	6	2	1	0	4	6	10	0	2	0	10	3	0	6	0	5	2	5	8	0					
		0.82%	2.21%	0.59%	0.98%	0.61%	0.0%	2.83%	1.45%	1.01%	0.0%	0.64%	0.0%	1.00%	2.30%	0.0%	1.25%	0.0%	2.99%	0.57%	0.44%	2.27%	0.0%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
