Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Брейтовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, внесенных в список избирателей"	6236	108	230	405	105	80	390	335	249	379	108	126	147	96	228	1689	1291	270					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6530	125	245	445	120	85	400	340	280	380	110	125	160	115	270	1730	1310	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2492	59	63	156	28	43	122	134	58	188	47	35	76	21	89	732	570	71					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1111	21	88	120	44	7	164	82	116	54	26	44	23	51	61	62	53	95					
6	Число погашенных избирательных бюллетеней	2927	45	94	169	48	35	114	124	106	138	37	46	61	43	120	936	687	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1111	21	88	120	44	7	164	82	116	54	26	44	23	51	61	62	53	95					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2492	59	63	156	28	43	122	134	58	188	47	35	76	21	89	732	570	71					
9	Число недействительных избирательных бюллетеней	27	1	0	2	0	0	1	0	3	3	0	1	0	0	0	6	4	6					
10	Число действительных избирательных бюллетеней	3576	79	151	274	72	50	285	216	171	239	73	78	99	72	150	788	619	160					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	243	15	10	20	5	10	20	10	10	10	5	5	5	5	22	40	35	16					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	155	15	10	14	4	2	16	7	10	10	1	0	5	5	22	12	6	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	1	5	0	1	2	4	2	0	6	0	1	1	0	0	11	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	88	0	0	6	1	8	4	3	0	0	4	5	0	0	0	28	29	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	792	9	31	66	10	7	45	40	29	32	16	12	15	11	22	233	174	40					
		21.98%	11.25%	20.53%	23.91%	13.89%	14.00%	15.73%	18.52%	16.67%	13.22%	21.92%	15.19%	15.15%	15.28%	14.67%	29.35%	27.93%	24.10%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	602	8	20	48	6	14	42	35	34	56	15	10	22	13	21	123	104	31					
		16.71%	10.00%	13.25%	17.39%	8.33%	28.00%	14.69%	16.20%	19.54%	23.14%	20.55%	12.66%	22.22%	18.06%	14.00%	15.49%	16.69%	18.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	0	4	4	0	1	1	5	4	1	0	0	0	1	17	16	2					
		1.55%	0.00%	0.00%	1.45%	5.56%	0.00%	0.35%	0.46%	2.87%	1.65%	1.37%	0.00%	0.00%	0.00%	0.67%	2.14%	2.57%	1.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	666	19	10	36	10	9	55	28	17	65	8	13	34	11	25	188	121	17					
		18.48%	23.75%	6.62%	13.04%	13.89%	18.00%	19.23%	12.96%	9.77%	26.86%	10.96%	16.46%	34.34%	15.28%	16.67%	23.68%	19.42%	10.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	0	1	1	0	0	2	7	3	8	0	0	4	0	0	10	8	4					
		1.33%	0.00%	0.66%	0.36%	0.00%	0.00%	0.70%	3.24%	1.72%	3.31%	0.00%	0.00%	4.04%	0.00%	0.00%	1.26%	1.28%	2.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1396	43	89	119	42	20	138	105	83	74	33	43	24	36	81	209	192	65					
		38.75%	53.75%	58.94%	43.12%	58.33%	40.00%	48.25%	48.61%	47.70%	30.58%	45.21%	54.43%	24.24%	50.00%	54.00%	26.32%	30.82%	39.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	0	0	0	0	0	2	0	0	0	0	0	0	1	0	8	4	1					
		0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	1.01%	0.64%	0.60%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
