Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Брейтовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
1	"Число избирателей, внесенных в списки избирателей"	6357	1641	1213	310	104	241	433	94	73	400	353	274	409	103	147	169	126	267					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6500	1615	1210	280	120	240	450	110	75	430	350	300	430	110	150	180	140	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3123	890	650	105	64	90	177	50	46	151	220	83	240	52	49	102	25	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1456	134	75	143	22	99	175	35	12	176	54	149	79	37	43	40	84	99					
6	Число погашенных избирательных бюллетеней	1921	591	485	32	34	51	98	25	17	103	76	68	111	21	58	38	31	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1456	134	75	143	22	99	175	35	12	176	54	149	79	37	43	40	84	99					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3123	890	650	105	64	90	177	50	46	151	220	83	240	52	49	102	25	129					
9	Число недействительных избирательных бюллетеней	17	4	2	0	0	4	0	0	0	1	1	1	1	1	1	0	0	1					
10	Число действительных избирательных бюллетеней	4562	1020	723	248	86	185	352	85	58	326	273	231	318	88	91	142	109	227					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	182	41	15	5	18	5	25	3	5	15	5	5	5	12	3	5	3	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	147	27	6	0	18	5	25	3	0	15	5	5	5	12	1	5	3	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	59	19	6	3	1	4	1	1	4	6	2	4	4	0	1	0	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	35	14	9	5	0	0	0	0	5	0	0	0	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	266	55	43	10	4	10	13	5	0	38	17	21	19	10	4	10	5	2					
		5.81%	5.37%	5.93%	4.03%	4.65%	5.29%	3.69%	5.88%	0.00%	11.62%	6.20%	9.05%	5.96%	11.24%	4.35%	7.04%	4.59%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	7	5	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0					
		0.39%	0.68%	0.69%	0.81%	0.00%	0.00%	0.00%	1.18%	0.00%	0.61%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	3	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1					
		0.17%	0.29%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.43%	0.31%	0.00%	0.00%	0.00%	0.00%	0.44%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	341	102	58	15	7	8	30	5	8	18	10	5	35	6	7	7	4	16					
		7.45%	9.96%	8.00%	6.05%	8.14%	4.23%	8.52%	5.88%	13.79%	5.50%	3.65%	2.16%	10.97%	6.74%	7.61%	4.93%	3.67%	7.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.20%	0.39%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	4	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0					
