Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Кемеровская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
1	"Число избирателей, внесенных в списки"	27167	1582	1022	287	1527	1898	264	992	2462	1084	1783	923	780	298	1801	756	1486	1415	127	1736	172	391	619	170	484	111	886	115	873	503	298	322					
2	"Число бюллетеней, полученных участковыми комиссиями"	26020	1500	1000	280	1500	1800	340	900	2400	1000	1700	840	700	250	1700	700	1350	1350	121	1700	160	350	600	166	450	105	800	128	850	700	280	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14193	996	512	140	750	875	232	400	1363	735	783	469	385	148	981	386	714	867	97	808	87	106	341	107	253	53	458	79	380	411	140	137					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2029	116	48	44	60	104	32	128	40	40	138	56	76	24	72	47	59	20	11	131	39	172	22	13	25	16	116	36	101	92	57	94					
6	Число погашенных бюллетеней	9798	388	440	96	690	821	76	372	997	225	779	315	239	78	647	267	577	463	13	761	34	72	237	46	172	36	226	13	369	197	83	69					
7	Число бюллетеней в переносных ящиках для голосования	2029	116	48	44	60	104	32	128	40	40	138	56	76	24	72	47	59	20	11	131	39	172	22	13	25	16	116	36	101	92	57	94					
8	Число бюллетеней в стационарных ящиках для голосования	14183	996	512	140	750	875	232	397	1360	735	783	469	383	148	981	386	712	867	97	808	87	106	341	107	253	53	458	79	380	411	140	137					
9	Число недействительных бюллетеней	325	12	18	2	18	6	8	9	20	13	29	9	16	7	13	8	17	3	0	26	6	5	13	12	8	2	19	2	10	3	8	3					
10	Число действительных бюллетеней	15887	1100	542	182	792	973	256	516	1380	762	892	516	443	165	1040	425	754	884	108	913	120	273	350	108	270	67	555	113	471	500	189	228					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	25	5	2	10	20	6	19	15	15	40	2	8	1	5	5	5	15	5	8	3	5	4	3	5	3	10	3	15	30	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	132	4	3	2	2	6	0	19	7	4	40	2	3	0	2	0	0	11	2	5	0	2	1	0	2	0	3	0	0	8	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	142	1	3	0	12	4	0	5	11	0	4	1	9	2	4	0	0	5	2	4	4	24	2	1	4	3	1	22	3	6	0	5					
14	Число погашенных открепительных удостоверений	168	21	2	0	8	14	6	0	8	11	0	0	5	1	3	5	5	4	3	3	3	3	3	3	3	3	7	3	15	22	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
