Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Сосновоборская городская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860					
1	"Число избирателей, внесенных в списки"	53359	2450	2718	2889	2893	2780	2900	2973	2931	2770	2966	2773	2913	2921	2569	2376	2883	2755	2520	3015	364					
2	"Число бюллетеней, полученных участковыми комиссиями"	50650	2600	2600	2800	2700	2600	2800	2800	2800	2600	2800	2600	2800	2800	2400	2200	2700	2600	2400	2800	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30291	1046	1592	1660	1648	1326	1703	1815	1785	1586	1577	1518	1611	1772	1448	1395	1837	1686	1536	1703	47					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	746	116	37	39	29	14	39	20	21	28	22	12	15	27	12	11	5	109	7	26	157					
6	Число погашенных бюллетеней	19613	1438	971	1101	1023	1260	1058	965	994	986	1201	1070	1174	1001	940	794	858	805	857	1071	46					
7	Число бюллетеней в переносных ящиках для голосования	744	115	37	39	29	14	39	20	20	28	22	12	15	27	12	11	5	109	7	26	157					
8	Число бюллетеней в стационарных ящиках для голосования	30202	1044	1592	1670	1639	1326	1703	1795	1776	1586	1555	1518	1611	1766	1436	1395	1829	1679	1532	1703	47					
9	Число недействительных бюллетеней	205	9	18	16	14	8	11	13	9	10	11	7	14	11	6	11	12	19	4	2	0					
10	Число действительных бюллетеней	30741	1150	1611	1693	1654	1332	1731	1802	1787	1604	1566	1523	1612	1782	1442	1395	1822	1769	1535	1727	204					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	730	60	30	30	30	52	30	48	50	30	30	30	30	30	28	30	50	50	31	31	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	390	43	17	23	18	34	15	20	26	17	13	12	18	10	14	10	26	36	18	17	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	355	6	8	12	12	37	6	9	24	16	3	3	23	16	10	5	13	20	3	7	122					
14	Число погашенных открепительных удостоверений	340	17	13	7	12	18	15	28	24	13	17	18	12	20	14	20	24	14	13	14	27					
15	Число открепительных удостоверений выданных ТИК	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	195	8	18	12	12	9	9	7	14	4	13	12	8	11	11	7	10	15	6	6	3					
		0.63%	0.69%	1.10%	0.70%	0.71%	0.67%	0.51%	0.38%	0.77%	0.24%	0.82%	0.78%	0.49%	0.61%	0.75%	0.49%	0.54%	0.83%	0.38%	0.34%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2412	86	121	117	123	94	114	155	114	112	94	139	122	131	91	121	170	157	154	185	12					
		7.79%	7.42%	7.42%	6.84%	7.37%	7.01%	6.54%	8.53%	6.34%	6.93%	5.96%	9.08%	7.50%	7.30%	6.28%	8.60%	9.26%	8.78%	10.00%	10.69%	5.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	883	28	61	53	58	23	59	50	45	65	43	45	49	69	32	40	53	35	33	33	9					
		2.85%	2.41%	3.74%	3.10%	3.47%	1.71%	3.38%	2.75%	2.50%	4.02%	2.72%	2.94%	3.01%	3.84%	2.20%	2.84%	2.88%	1.95%	2.14%	1.90%	4.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2269	66	113	127	104	78	118	158	150	105	118	117	130	144	100	116	158	107	97	155	8					
		7.33%	5.69%	6.93%	7.43%	6.23%	5.82%	6.77%	8.70%	8.35%	6.50%	7.48%	7.64%	7.99%	8.03%	6.90%	8.25%	8.61%	5.98%	6.30%	8.96%	3.92%					
22	"5. ""За Русь Святую"""	125	6	4	2	11	9	9	5	6	6	8	7	5	3	5	6	5	15	9	4	0					
		0.40%	0.51%	0.24%	0.11%	0.65%	0.67%	0.51%	0.27%	0.33%	0.37%	0.50%	0.45%	0.30%	0.16%	0.34%	0.42%	0.27%	0.83%	0.58%	0.23%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	7	2	5	1	8	2	5	5	1	2	1	2	1	7	5	7	2	2	3	0					
		0.21%	0.60%	0.12%	0.29%	0.05%	0.59%	0.11%	0.27%	0.27%	0.06%	0.12%	0.06%	0.12%	0.05%	0.48%	0.35%	0.38%	0.11%	0.12%	0.17%	0.0%					
