Выборы Президента Российской Федерации																																																								
																																																								
"Наименование Избирательной комиссии:    Рязань, Железнодорожная"																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582					
1	"Число избирателей, внесенных в список"	117038	3004	3017	2760	2769	2860	2356	2208	2986	2164	2847	2671	2451	2233	2512	2255	2222	2522	2313	2664	2232	325	1080	2528	2761	2581	2173	2481	2058	2322	2268	1978	2073	2137	2396	2641	2804	2586	2447	2227	2899	2924	2936	2290	2245	2010	1746	2131	2576	2369					
2	Число полученных избирательных бюллетеней	112380	2840	3000	2650	2700	2690	2200	2100	2900	2100	2800	2400	2300	2100	2300	2100	2160	2500	2340	2650	2240	350	1000	2400	2600	2400	2100	2000	2100	2250	2270	1940	2050	2150	2300	2500	2700	2400	2400	2200	2800	2800	2800	2200	2150	1950	1700	2050	2500	2250					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	67981	1698	2333	1661	1613	1428	1418	1183	1687	1282	1605	1673	1569	1458	1467	1300	1426	1415	1409	1544	1497	325	618	1305	1600	1548	1287	1246	1242	1219	1365	1190	1288	1288	1215	1327	1680	1209	1486	1394	1653	1419	1692	1294	1385	1211	815	1157	1585	1272					
5	"Число избирательных бюллетеней, выданных вне помещения"	2274	45	71	17	108	192	156	24	52	32	56	60	34	14	55	28	28	32	44	32	43	0	32	84	64	38	51	34	63	31	44	56	46	33	27	54	50	108	34	10	44	40	12	13	56	46	17	17	19	28					
6	Число погашенных избирательных бюллетеней	42122	1097	596	972	979	1070	626	893	1161	786	1139	667	697	628	778	772	706	1053	887	1074	700	25	350	1011	936	814	762	720	792	1000	861	694	716	829	1058	1119	970	1083	880	796	1103	1341	1096	893	709	693	868	876	896	950					
7	Число избирательных бюллетеней в переносных ящиках	2273	45	71	17	108	192	156	24	52	32	56	60	34	14	55	27	28	32	44	32	43	0	32	84	64	38	51	34	63	31	44	56	46	33	27	54	50	108	34	10	44	40	12	13	56	46	17	17	19	28					
8	Число бюллетеней в стационарных ящиках для голосования	67872	1694	2333	1661	1595	1415	1415	1182	1682	1280	1603	1673	1565	1444	1460	1300	1421	1415	1407	1542	1497	325	617	1302	1600	1548	1284	1243	1241	1218	1365	1190	1285	1287	1215	1327	1680	1209	1486	1394	1653	1416	1692	1292	1385	1211	813	1156	1582	1272					
9	Число недействительных избирательных бюллетеней	504	17	14	14	5	18	9	2	8	6	6	19	10	9	8	9	10	9	8	10	7	27	4	9	9	7	8	5	16	16	6	9	5	12	19	6	9	7	28	6	8	12	10	20	10	12	9	7	7	3					
10	Число действительных избирательных бюллетеней	69641	1722	2390	1664	1698	1589	1562	1204	1726	1306	1653	1714	1589	1449	1507	1318	1439	1438	1443	1564	1533	298	645	1377	1655	1579	1327	1272	1288	1233	1403	1237	1326	1308	1223	1375	1721	1310	1492	1398	1689	1444	1694	1285	1431	1245	821	1166	1594	1297					
11	Число полученных открепительных  удостоверений	2050	40	70	40	120	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	70	0	30	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	Число выданных открепительных удостоверений	1039	18	25	24	87	15	22	16	30	28	23	25	24	18	18	18	27	26	16	31	16	0	8	16	13	17	13	32	18	21	25	16	18	36	29	13	29	21	21	22	24	17	19	19	15	14	14	13	19	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	869	15	11	7	52	16	15	24	16	6	21	16	12	14	7	19	15	18	10	26	9	188	13	17	8	13	9	17	12	15	20	10	12	17	15	11	16	19	21	8	13	8	12	10	11	7	18	3	12	5					
14	Число неиспользованных открепительных удостоверений	1011	22	45	16	33	25	18	24	10	12	17	15	16	22	22	22	13	14	24	9	54	0	22	24	27	23	27	8	22	19	15	24	22	4	11	27	11	19	19	18	16	23	21	21	25	26	26	27	21	30					
15	"Число открепительных удостоверений, выданных в ТИК"	80	1	1	2	54	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	2	0	1	2	0	0	1	1	1	4	0	0	1					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
