Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Аургазинская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004					
1	"Число избирателей, внесенных в списки избирателей"	27328	452	722	377	379	876	333	606	621	147	834	432	561	700	280	144	240	579	619	519	554	294	380	562	524	194	97	280	734	578	633	1328	2141	2640	1554	567	202	541	219	334	554	323	473	247	372	256	210	700	416					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27300	456	713	377	378	900	331	606	614	146	886	443	578	751	295	139	237	561	688	553	555	290	391	553	524	193	97	281	734	584	651	1297	2060	2505	1469	557	223	557	224	338	551	321	500	241	361	257	215	697	422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21299	298	581	355	289	633	326	574	507	122	754	305	275	408	252	120	174	512	497	388	409	226	217	418	454	151	91	243	488	486	397	1119	1501	2196	936	493	104	398	204	317	464	233	427	226	323	253	210	649	296					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3790	146	120	22	89	72	0	20	83	19	80	105	171	292	25	19	56	43	111	119	143	62	163	130	60	31	6	31	149	92	236	81	133	63	122	64	95	143	14	17	86	80	46	7	31	0	0	0	113					
6	Число погашенных избирательных бюллетеней	2211	12	12	0	0	195	5	12	24	5	52	33	132	51	18	0	7	6	80	46	3	2	11	5	10	11	0	7	97	6	18	97	426	246	411	0	24	16	6	4	1	8	27	8	7	4	5	48	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3790	146	120	22	89	72	0	20	83	19	80	105	171	292	25	19	56	43	111	119	143	62	163	130	60	31	6	31	149	92	236	81	133	63	122	64	95	143	14	17	86	80	46	7	31	0	0	0	113					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21292	298	581	355	289	633	326	574	507	122	754	305	275	408	252	120	174	512	497	388	409	226	217	418	454	151	91	243	488	486	397	1119	1501	2189	936	493	104	398	204	317	464	233	427	226	323	253	210	649	296					
9	Число недействительных избирательных бюллетеней	419	5	12	23	2	4	0	14	6	2	2	0	10	3	0	0	11	2	2	6	45	0	26	10	0	0	1	9	19	3	18	7	24	20	23	2	0	22	0	18	12	0	37	0	0	0	4	0	15					
10	Число действительных избирательных бюллетеней	24663	439	689	354	376	701	326	580	584	139	832	410	436	697	277	139	219	553	606	501	507	288	354	538	514	182	96	265	618	575	615	1193	1610	2232	1035	555	199	519	218	316	538	313	436	233	354	253	206	649	394					
