Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Аургазинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998					
1	"Число избирателей, внесенных в список избирателей"	28555	433	580	827	410	368	893	351	665	637	154	903	407	553	696	269	126	258	593	684	537	304	423	598	529	209	98	285	572	306	785	600	687	1515	2278	1299	1477	1640	448	548	223	541	230	335	463	244	388	255	215	716					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29754	437	587	861	429	378	1016	353	698	735	157	1034	427	596	719	276	136	259	630	702	570	314	433	604	541	214	102	297	582	315	806	602	707	1641	2363	1287	1574	1638	455	570	225	558	216	344	498	243	402	261	224	738					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20813	327	410	653	378	314	753	260	623	417	125	548	237	287	407	228	76	207	552	457	375	246	231	288	421	161	77	241	514	284	533	444	245	1286	1839	865	1020	761	245	434	164	397	199	294	400	233	345	219	206	587					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3221	91	141	137	13	46	44	78	26	102	20	93	81	137	218	31	29	51	21	142	122	52	84	68	63	27	11	23	6	21	136	147	152	34	85	32	24	128	78	50	51	104	17	28	36	10	12	22	0	97					
6	Число погашенных избирательных бюллетеней	5720	19	36	71	38	18	219	15	49	216	12	393	109	172	94	17	31	1	57	103	73	16	118	248	57	26	14	33	62	10	137	11	310	321	439	390	530	749	132	86	10	57	0	22	62	0	45	20	18	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3221	91	141	137	13	46	44	78	26	102	20	93	81	137	218	31	29	51	21	142	122	52	84	68	63	27	11	23	6	21	136	147	152	34	85	32	24	128	78	50	51	104	17	28	36	10	12	22	0	97					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20809	327	410	653	378	314	753	260	623	417	125	548	237	287	407	228	76	207	552	457	375	246	231	288	421	161	77	241	514	284	533	444	245	1286	1839	865	1016	761	245	434	164	397	199	294	400	233	345	219	206	587					
9	Число недействительных избирательных бюллетеней	344	5	0	3	0	0	5	0	0	9	2	7	0	7	3	2	0	0	4	7	0	2	2	7	2	0	1	0	7	0	7	0	3	20	31	8	127	12	2	2	0	19	0	25	2	0	0	0	11	0					
10	Число действительных избирательных бюллетеней	23686	413	551	787	391	360	792	338	649	510	143	634	318	417	622	257	105	258	569	592	497	296	313	349	482	188	87	264	513	305	662	591	394	1300	1893	889	913	877	321	482	215	482	216	297	434	243	357	241	195	684					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	467	2	5	8	6	5	14	5	13	20	3	24	14	43	18	4	8	1	2	10	17	3	3	3	3	2	0	5	7	5	15	2	10	23	36	19	26	10	4	10	5	8	5	6	10	5	6	5	2	7					
