Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Усольская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511									
1	Число избирателей, включенных в список избирателей	37887	802	487	157	2053	748	1659	491	1530	2049	2016	2006	598	1213	499	339	405	959	1267	1262	244	482	2217	1444	1131	220	2237	1278	1087	741	261	1129	324	588	1253	182	407	1053	141	839	89									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	37680	820	490	165	2050	750	1670	490	1500	2000	2000	2000	600	1230	490	330	380	950	1270	1250	245	470	2200	1400	1130	210	2200	1290	1090	750	260	1130	330	570	1280	180	440	1000	140	850	80									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22257	353	276	58	1131	334	1274	272	999	1421	1396	1380	356	708	272	185	170	493	747	611	151	305	1525	1048	649	112	1109	728	635	327	148	619	118	241	721	77	210	516	77	450	55									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1448	42	10	0	94	25	8	38	82	22	21	31	14	23	22	10	30	24	30	47	3	7	23	28	36	11	162	29	20	123	8	53	58	33	59	20	43	107	10	40	2									
6	Число погашенных избирательных бюллетеней	13975	425	204	107	825	391	388	180	419	557	583	589	230	499	196	135	180	433	493	592	91	158	652	324	445	87	929	533	435	300	104	458	154	296	500	83	187	377	53	360	23									
