Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Обливская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503									
1	"Число избирателей, включенных в список избирателей"	13290	2352	1410	2256	1385	369	534	589	64	490	393	535	89	77	438	257	218	292	244	439	127	326	242	164									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13893	2441	1455	2346	1453	395	563	605	54	525	410	557	99	89	477	264	215	285	250	462	129	361	271	187									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6800	1147	669	1156	702	188	274	310	32	257	227	326	72	62	190	99	115	136	110	219	77	196	137	99									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1301	160	116	130	89	73	119	84	14	52	30	44	0	3	76	34	17	69	32	57	11	36	42	13									
6	Число погашенных избирательных бюллетеней	5792	1134	670	1060	662	134	170	211	8	216	153	187	27	24	211	131	83	80	108	186	41	129	92	75									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1301	160	116	130	89	73	119	84	14	52	30	44	0	3	76	34	17	69	32	57	11	36	42	13									
8	Число бюллетеней в стационарных ящиках для голосования	6800	1147	669	1156	702	188	274	310	32	257	227	326	72	62	190	99	115	136	110	219	77	196	137	99									
9	Число недействительных избирательных бюллетеней	72	16	6	11	11	1	3	3	0	3	3	4	2	0	4	1	0	3	0	0	0	1	0	0									
