Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Октябрьская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915					
1	"Число избирателей, внесенных в списки"	16333	2104	2253	1365	367	83	193	675	159	683	145	224	354	494	324	40	133	466	269	242	349	689	189	227	178	241	63	119	860	449	284	481	73	469	217	79	616	117	60					
2	"Число бюллетеней, полученных участковыми комиссиями"	16360	2020	2220	1370	350	107	192	670	163	680	202	227	350	494	310	40	123	485	280	250	353	700	178	221	173	278	65	121	850	452	280	494	80	463	224	83	626	124	62					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10172	1249	1114	711	226	58	109	419	116	369	145	131	237	356	219	31	77	286	194	192	223	408	141	180	130	230	45	90	573	263	235	298	62	332	168	45	392	79	39					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	713	20	50	52	1	0	0	41	10	51	0	5	5	15	15	6	24	20	16	13	48	44	0	0	0	11	8	10	42	52	0	31	0	52	12	12	42	3	2					
6	Число погашенных бюллетеней	5475	751	1056	607	123	49	83	210	37	260	57	91	108	123	76	3	22	179	70	45	82	248	37	41	43	37	12	21	235	137	45	165	18	79	44	26	192	42	21					
7	Число бюллетеней в переносных ящиках для голосования	713	20	50	52	1	0	0	41	10	51	0	5	5	15	15	6	24	20	16	13	48	44	0	0	0	11	8	10	42	52	0	31	0	52	12	12	42	3	2					
8	Число бюллетеней в стационарных ящиках для голосования	10149	1240	1101	711	226	58	109	419	116	369	145	131	237	356	219	31	77	286	194	192	223	408	141	180	130	230	45	90	572	263	235	298	62	332	168	45	392	79	39					
9	Число недействительных бюллетеней	288	47	15	16	3	1	2	15	3	5	10	6	15	8	12	0	2	11	8	4	6	9	10	8	1	6	0	3	4	2	8	9	2	13	7	0	12	3	2					
10	Число действительных бюллетеней	10574	1213	1136	747	224	57	107	445	123	415	135	130	227	363	222	37	99	295	202	201	265	443	131	172	129	235	53	97	610	313	227	320	60	371	173	57	422	79	39					
