Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Переславская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16375	432	322	537	435	932	449	977	322	1029	727	298	357	548	825	561	208	256	454	819	715	258	223	837	278	436	439	270	592	586	292	478	483									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12400	325	250	400	325	700	350	700	250	850	550	225	275	400	600	400	175	200	350	650	550	200	175	600	225	350	350	200	425	425	225	350	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5448	143	97	129	79	331	139	346	85	386	248	71	79	111	372	242	86	113	182	328	217	75	71	295	67	176	164	100	198	103	121	119	175									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1206	34	33	37	43	9	45	79	49	54	31	56	48	88	30	30	21	24	29	33	27	21	28	29	70	26	30	39	31	45	17	48	22									
6	Число погашенных избирательных бюллетеней	5746	148	120	234	203	360	166	275	116	410	271	98	148	201	198	128	68	63	139	289	306	104	76	276	88	148	156	61	196	277	87	183	153									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1206	34	33	37	43	9	45	79	49	54	31	56	48	88	30	30	21	24	29	33	27	21	28	29	70	26	30	39	31	45	17	48	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5447	143	97	129	79	331	139	346	85	386	248	71	79	111	372	241	86	113	182	328	217	75	71	295	67	176	164	100	198	103	121	119	175									
9	Число недействительных избирательных бюллетеней	135	1	5	5	3	7	1	13	1	5	6	1	1	0	6	9	2	1	4	11	11	0	0	10	0	2	2	0	11	4	4	2	7									
10	Число действительных избирательных бюллетеней	6518	176	125	161	119	333	183	412	133	435	273	126	126	199	396	262	105	136	207	350	233	96	99	314	137	200	192	139	218	144	134	165	190									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	260	5	5	15	5	10	5	10	5	10	10	5	5	5	15	10	5	5	10	15	10	5	5	10	10	10	10	5	10	5	5	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	81	2	0	13	2	6	1	1	0	0	1	3	2	1	11	5	0	0	4	7	3	1	2	2	1	4	1	2	1	1	0	2	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	218	2	6	8	4	46	0	14	2	32	5	4	2	3	14	12	3	2	5	4	0	1	0	5	0	0	5	0	8	2	2	2	25									
14	Число погашенных неиспользованных открепительных удостоверений	179	3	5	2	3	4	4	9	5	10	9	2	3	4	4	5	5	5	6	8	7	4	3	8	9	6	9	3	9	4	5	8	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	112	2	0	4	2	8	4	9	0	4	1	5	0	6	4	3	0	3	1	5	4	0	7	11	0	1	5	3	9	4	2	3	2									
		1.68%	1.13%	0.00%	2.41%	1.64%	2.35%	2.17%	2.12%	0.00%	0.91%	0.36%	3.94%	0.00%	3.02%	0.99%	1.11%	0.00%	2.19%	0.47%	1.39%	1.64%	0.00%	7.07%	3.40%	0.00%	0.50%	2.58%	2.16%	3.93%	2.70%	1.45%	1.80%	1.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	169	5	3	4	0	2	1	10	1	13	6	1	8	5	16	8	1	8	5	10	7	1	1	12	0	11	5	3	9	10	1	0	2									
		2.54%	2.82%	2.31%	2.41%	0.00%	0.59%	0.54%	2.35%	0.75%	2.95%	2.15%	0.79%	6.30%	2.51%	3.98%	2.95%	0.93%	5.84%	2.37%	2.77%	2.87%	1.04%	1.01%	3.70%	0.00%	5.45%	2.58%	2.16%	3.93%	6.76%	0.72%	0.00%	1.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	172	7	2	5	3	10	6	11	2	24	6	2	6	6	9	6	0	0	5	10	6	2	0	9	5	4	2	2	11	5	1	4	1									
