Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Поныровского района																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872					
1	"Число избирателей, внесенных в списки избирателей"	9873	1287	1266	1322	268	323	505	453	1010	274	213	111	408	435	320	284	449	656	289					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9090	1100	1100	1100	270	300	450	450	1000	250	200	100	400	450	300	270	450	600	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5809	768	678	798	170	178	263	244	709	207	134	65	197	313	202	127	223	363	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1576	90	124	135	52	55	99	158	127	23	34	18	150	82	71	72	96	128	62					
6	Число погашенных избирательных бюллетеней	1705	242	298	167	48	67	88	48	164	20	32	17	53	55	27	71	131	109	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1576	90	124	135	52	55	99	158	127	23	34	18	150	82	71	72	96	128	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5809	768	678	798	170	178	263	244	709	207	134	65	197	313	202	127	223	363	170					
9	Число недействительных избирательных бюллетеней	64	15	7	8	2	1	3	6	4	0	1	0	2	0	0	1	6	6	2					
10	Число действительных избирательных бюллетеней	7321	843	795	925	220	232	359	396	832	230	167	83	345	395	273	198	313	485	230					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	407	46	50	87	16	10	7	7	55	12	5	0	12	27	31	3	17	7	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	382	37	43	87	12	7	7	7	55	12	4	0	12	27	31	2	17	7	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	80	17	8	3	3	1	7	5	5	3	5	2	6	0	2	1	3	7	2					
14	Число погашенных неиспользованных открепительных удостоверений	25	9	7	0	4	3	0	0	0	0	1	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	3	1	4	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	233	25	31	52	7	6	7	13	15	2	4	1	3	16	8	1	15	20	7					
		3.16%	2.91%	3.87%	5.57%	3.15%	2.58%	1.93%	3.23%	1.79%	0.87%	2.38%	1.20%	0.86%	4.05%	2.93%	0.50%	4.70%	4.07%	3.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	4	5	3	1	0	0	3	0	1	0	0	0	0	0	1	0	0	0					
		0.24%	0.47%	0.62%	0.32%	0.45%	0.00%	0.00%	0.75%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	3					
		0.12%	0.12%	0.12%	0.00%	0.00%	0.00%	0.28%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	1.29%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	450	87	57	93	14	18	11	17	41	10	16	5	13	21	4	7	6	7	23					
		6.09%	10.14%	7.11%	9.97%	6.31%	7.73%	3.04%	4.23%	4.90%	4.35%	9.52%	6.02%	3.75%	5.32%	1.47%	3.52%	1.88%	1.43%	9.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	9	4	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0					
		0.12%	0.47%	0.00%	0.11%	0.00%	0.00%	0.00%	0.25%	0.12%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.50%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	1	1	1	0	0	0	2	0	1	0	0	0	0	1	0	2	2					
		0.15%	0.00%	0.12%	0.11%	0.45%	0.00%	0.00%	0.00%	0.24%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.41%	0.86%					
24	7.Политическая партия «Либерально-демократическая партия России»	467	51	61	68	15	19	12	10	75	10	12	4	17	23	15	10	26	24	15					
		6.32%	5.94%	7.61%	7.29%	6.76%	8.15%	3.31%	2.49%	8.97%	4.35%	7.14%	4.82%	4.90%	5.82%	5.49%	5.03%	8.15%	4.89%	6.47%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	616	98	72	70	12	28	26	39	81	11	14	6	26	22	17	37	16	38	3					
		8.34%	11.42%	8.98%	7.50%	5.41%	12.02%	7.18%	9.70%	9.69%	4.78%	8.33%	7.23%	7.49%	5.57%	6.23%	18.59%	5.02%	7.74%	1.29%					
