Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Троицкая																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
1	"Число избирателей, внесенных в списки"	23228	2186	1045	1970	1568	1723	912	683	141	126	1348	207	183	126	469	634	206	257	408	116	550	394	488	190	529	132	637	179	546	716	175	149	1231	390	112	1380	358	28	569	94	73					
2	"Число бюллетеней, полученных участковыми комиссиями"	23078	2013	1007	1902	1485	1620	914	689	138	143	1366	220	180	138	491	617	218	274	491	137	551	426	493	204	538	132	638	180	559	724	183	161	1266	407	111	1294	376	30	583	101	78					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13686	1127	563	1218	772	971	460	289	110	100	707	142	138	50	256	433	161	145	269	79	369	261	316	126	367	107	448	128	315	466	113	115	772	259	87	783	217	22	295	66	64					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1276	151	71	78	106	70	40	31	0	11	89	18	6	36	11	15	12	33	24	0	20	26	28	16	54	11	27	10	14	40	13	12	55	14	11	80	13	0	19	11	0					
6	Число погашенных бюллетеней	8116	735	373	606	607	579	414	369	28	32	570	60	36	52	224	169	45	96	198	58	162	139	149	62	117	14	163	42	230	218	57	34	439	134	13	431	146	8	269	24	14					
7	Число бюллетеней в переносных ящиках для голосования	1274	151	71	76	106	70	40	31	0	11	89	18	6	36	11	15	12	33	24	0	20	26	28	16	54	11	27	10	14	40	13	12	55	14	11	80	13	0	19	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	13680	1126	563	1218	771	970	460	289	110	100	707	142	138	50	254	433	161	145	269	79	369	261	316	126	367	107	448	127	315	466	113	115	772	259	87	783	217	22	295	66	64					
9	Число недействительных бюллетеней	191	17	8	5	10	7	0	3	0	0	15	4	2	0	4	7	0	8	1	0	7	4	8	3	1	0	5	1	3	5	9	0	16	0	0	21	5	0	12	0	0					
10	Число действительных бюллетеней	14763	1260	626	1289	867	1033	500	317	110	111	781	156	142	86	261	441	173	170	292	79	382	283	336	139	420	118	470	136	326	501	117	127	811	273	98	842	225	22	302	77	64					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	192	10	10	10	10	10	4	3	3	3	7	3	3	3	5	5	3	5	5	3	5	5	5	3	5	3	5	3	5	5	3	3	6	2	2	7	5	2	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	5	1	8	2	1	1	0	0	0	4	2	1	0	5	0	0	2	0	0	0	0	2	0	0	0	1	0	1	1	0	2	0	0	0	1	2	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	6	1	5	4	5	0	0	1	4	3	0	0	0	1	0	0	3	1	2	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	2	1	0	0	0	0					
14	Число погашенных открепительных удостоверений	148	5	9	2	8	9	3	3	3	3	3	1	2	3	0	5	3	3	5	3	5	5	3	3	5	3	4	3	4	4	3	1	6	2	2	6	3	0	5	5	3					
15	Число открепительных удостоверений выданных ТИК	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	224	12	4	7	8	11	5	3	0	1	18	5	4	1	8	6	2	1	4	0	6	6	4	4	29	4	10	8	1	7	1	3	12	3	2	14	2	1	4	1	2					
		1.49%	0.93%	0.63%	0.54%	0.91%	1.05%	1.0%	0.93%	0.0%	0.90%	2.26%	3.12%	2.77%	1.16%	3.01%	1.33%	1.15%	0.56%	1.36%	0.0%	1.54%	2.09%	1.16%	2.81%	6.88%	3.38%	2.10%	5.83%	0.30%	1.38%	0.79%	2.36%	1.45%	1.09%	2.04%	1.62%	0.86%	4.54%	1.27%	1.29%	3.12%					
