Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Кировская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №496	УИК №497	УИК №498					
1	"Число избирателей, внесенных в списки избирателей"	28466	2574	2582	1482	1516	1459	1498	1531	1509	1456	1499	1408	1447	1505	1447	1382	1523	99	1402	1147					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22900	2000	2000	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	100	1000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17635	1338	1485	1015	1017	948	951	911	887	970	960	927	902	906	977	922	982	99	822	616					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	399	36	47	18	11	12	16	27	13	27	44	30	23	31	15	12	15	0	10	12					
6	Число погашенных избирательных бюллетеней	4866	626	468	167	172	240	233	262	300	203	196	243	275	263	208	266	203	1	168	372					
7	Число избирательных бюллетеней в переносных ящиках для голосования	399	36	47	18	11	12	16	27	13	27	44	30	23	31	15	12	15	0	10	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17632	1336	1485	1015	1017	948	951	911	887	970	960	927	902	906	977	921	982	99	822	616					
9	Число недействительных избирательных бюллетеней	156	9	14	11	13	7	5	7	14	13	4	11	1	7	7	7	9	0	10	7					
10	Число действительных избирательных бюллетеней	17875	1363	1518	1022	1015	953	962	931	886	984	1000	946	924	930	985	926	988	99	822	621					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	900	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	267	21	20	12	17	6	24	14	21	17	19	14	15	10	20	10	9	0	11	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	250	3	9	6	2	0	5	3	3	12	17	15	7	1	10	5	2	21	31	98					
14	Число погашенных неиспользованных открепительных удостоверений	633	29	30	38	33	44	26	36	29	33	31	36	35	40	30	40	41	0	39	43					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	1	3	1	1	0	0	0	2	4	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	422	36	34	23	23	23	21	22	14	21	39	22	15	9	29	27	31	1	21	11					
		2.34%	2.62%	2.22%	2.23%	2.24%	2.40%	2.17%	2.35%	1.56%	2.11%	3.88%	2.30%	1.62%	0.96%	2.92%	2.89%	3.11%	1.01%	2.52%	1.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	268	23	21	21	11	16	10	13	12	15	21	19	9	17	28	10	13	1	1	7					
		1.49%	1.68%	1.37%	2.03%	1.07%	1.67%	1.03%	1.39%	1.33%	1.50%	2.09%	1.99%	0.97%	1.81%	2.82%	1.07%	1.30%	1.01%	0.12%	1.11%					
20	3.Политическая партия «Демократическая партия России»	24	0	3	0	1	4	1	2	2	3	2	1	2	1	2	0	0	0	0	0					
		0.13%	0.00%	0.20%	0.00%	0.10%	0.42%	0.10%	0.21%	0.22%	0.30%	0.20%	0.10%	0.22%	0.11%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1900	138	138	134	127	92	106	84	84	122	135	125	107	79	106	95	98	11	57	62					
		10.54%	10.06%	9.01%	12.97%	12.35%	9.58%	10.96%	8.96%	9.33%	12.24%	13.45%	13.06%	11.57%	8.43%	10.69%	10.18%	9.83%	11.11%	6.85%	9.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	150	11	7	11	9	10	5	8	11	13	12	5	7	8	8	9	3	0	10	3					
		0.83%	0.80%	0.46%	1.06%	0.88%	1.04%	0.52%	0.85%	1.22%	1.30%	1.20%	0.52%	0.76%	0.85%	0.81%	0.96%	0.30%	0.00%	1.20%	0.48%					
